UPN,N_Y,E_X,Elv_Z,Source
8666,367682.439,2261948.757,903.772,BS_INV-14_B_S01
8667,367709.007,2261948.763,903.151,BS_INV-14_B_S01
8668,367735.65,2261948.766,902.501,BS_INV-14_B_S01
8669,367762.239,2261948.78,902.446,BS_INV-14_B_S01
8670,367788.826,2261948.74,901.896,BS_INV-14_B_S01
8671,367815.411,2261948.766,901.472,BS_INV-14_B_S01
8672,367393.548,2261968.299,913.679,BS_INV-14_B_S01
8673,367419.916,2261968.303,912.631,BS_INV-14_B_S01
8674,367446.577,2261968.311,911.958,BS_INV-14_B_S01
8676,367499.632,2261968.308,910.398,BS_INV-14_B_S01
8677,367526.316,2261968.346,909.487,BS_INV-14_B_S01
8678,367552.882,2261968.295,908.72,BS_INV-14_B_S01
8680,367579.504,2261968.239,908.023,BS_INV-14_B_S01
8681,367655.861,2261968.239,905.692,BS_INV-14_B_S01
8682,367682.476,2261968.261,904.964,BS_INV-14_B_S01
8683,367709.086,2261968.28,904.198,BS_INV-14_B_S01
8685,367762.193,2261968.315,902.302,BS_INV-14_B_S01
8686,367788.738,2261968.258,902.589,BS_INV-14_B_S01
8687,367815.44,2261968.248,902.051,BS_INV-14_B_S01
8694,367629.304,2261968.291,906.716,BS_INV-14_B_S01
8727,367655.955,2261948.764,904.567,BS_INV-14_B_S01
8760,367629.373,2261948.799,905.529,BS_INV-14_B_S01
8761,367552.926,2261948.758,908.176,BS_INV-14_B_S01
8784,367420.078,2261714.852,906.275,BS_INV-14_B_S01
8785,367446.672,2261714.862,905.965,BS_INV-14_B_S01
8786,367473.279,2261714.804,905.698,BS_INV-14_B_S01
8787,367499.822,2261714.901,905.149,BS_INV-14_B_S01
8788,367526.382,2261714.808,904.965,BS_INV-14_B_S01
8806,367553.015,2261714.809,903.993,BS_INV-14_B_S01
8822,367579.531,2261714.879,903.171,BS_INV-14_B_S01
8823,367629.417,2261714.823,901.03,BS_INV-14_B_S01
8824,367655.927,2261714.817,900.598,BS_INV-14_B_S01
8825,367682.436,2261929.28,903.591,BS_INV-14_B_S01
8826,367708.85,2261929.301,902.851,BS_INV-14_B_S01
8827,367735.642,2261929.266,902.755,BS_INV-14_B_S01
8828,367762.271,2261929.248,901.702,BS_INV-14_B_S01
8829,367788.765,2261929.316,901.55,BS_INV-14_B_S01
8830,367815.492,2261929.283,901.103,BS_INV-14_B_S01
8831,367393.421,2261987.848,914.465,BS_INV-14_B_S01
8832,367419.938,2261987.697,912.884,BS_INV-14_B_S01
8833,367446.701,2261987.766,912.502,BS_INV-14_B_S01
8834,367473.135,2261987.861,911.155,BS_INV-14_B_S01
8835,367499.848,2261987.738,910.404,BS_INV-14_B_S01
8836,367526.334,2261987.777,909.382,BS_INV-14_B_S01
8837,367553.071,2261987.792,908.878,BS_INV-14_B_S01
8838,367655.828,2261929.343,903.748,BS_INV-14_B_S01
8839,367579.578,2261987.748,908.529,BS_INV-14_B_S01
8840,367655.929,2261987.749,906.215,BS_INV-14_B_S01
8841,367682.588,2261987.799,905.49,BS_INV-14_B_S01
8842,367709.088,2261987.728,904.664,BS_INV-14_B_S01
8843,367735.657,2261987.75,903.901,BS_INV-14_B_S01
8844,367762.259,2261987.662,903.038,BS_INV-14_B_S01
8845,367788.902,2261987.765,902.642,BS_INV-14_B_S01
8846,367815.432,2261987.852,902.805,BS_INV-14_B_S01
8847,367393.524,2261948.858,912.585,BS_INV-14_B_S01
8848,367420.106,2261948.768,912.584,BS_INV-14_B_S01
8849,367446.573,2261948.76,911.569,BS_INV-14_B_S01
8850,367473.217,2261948.679,911.036,BS_INV-14_B_S01
8851,367499.662,2261948.782,910.036,BS_INV-14_B_S01
8852,367526.321,2261948.807,909.127,BS_INV-14_B_S01
8853,367629.449,2261987.747,907.359,BS_INV-14_B_S01
8854,367579.539,2261948.752,907.561,BS_INV-14_B_S01
8855,367629.285,2261929.344,905.06,BS_INV-14_B_S01
8856,367552.904,2261929.177,908.209,BS_INV-14_B_S01
8857,367682.564,2261714.92,900.65,BS_INV-14_B_S01
8858,367709.231,2261714.9,899.537,BS_INV-14_B_S01
8859,367735.724,2261714.898,898.35,BS_INV-14_B_S01
8860,367762.304,2261714.784,897.816,BS_INV-14_B_S01
8861,367788.887,2261714.847,897.253,BS_INV-14_B_S01
