UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned,Detected,Pile_Height,Top_X,Top_Y,Top_Z,Bot_X,Bot_Y,Bot_Z,Lean_East_Deg,Lean_North_Deg,Tracker_Slope_Pct,Elv_Dz_Deg,Abs_Elv_Dz,Bot_X_1ft,Bot_Y_1ft,Bot_Z_1ft
18887,366216.347,2263508.756,903.849,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18889,366242.919,2263508.723,904.714,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18890,366295.974,2263508.783,905.272,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18891,365900.753,2263567.247,898.171,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18892,365927.376,2263567.299,899.717,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18893,365953.864,2263567.33,900.515,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18894,365980.421,2263567.24,900.117,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18895,366007.089,2263567.24,902.412,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18896,366033.642,2263567.29,903.123,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18897,366060.12,2263567.37,903.665,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18898,366110.086,2263567.29,903.044,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18899,366136.538,2263567.32,902.651,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18900,366163.153,2263567.4,902.858,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18901,366189.795,2263567.299,903.059,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18902,366216.37,2263567.327,903.122,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18903,366269.398,2263508.73,904.705,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
18936,366242.974,2263567.32,903.618,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19063,366269.51,2263567.285,904.068,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19064,366296.11,2263567.275,904.625,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19065,365900.65,2263547.85,898.921,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19066,365953.917,2263801.26,898.499,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19067,365980.54,2263801.22,899.5,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19068,366007.1,2263801.265,900.33,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19069,366033.625,2263801.24,901.97,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19070,366060.132,2263801.22,903.958,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19071,366109.907,2263801.179,906.343,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19072,366136.658,2263801.251,906.892,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19073,366163.028,2263801.206,907.494,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19074,366189.795,2263801.259,907.257,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19075,366216.26,2263801.236,906.774,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19076,366242.882,2263801.208,906.004,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19077,366269.427,2263801.227,904.912,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19078,366425.751,2262826.296,906.111,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19079,366452.433,2262826.337,906.158,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19080,366479.012,2262826.235,906.653,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19081,366505.556,2262826.302,906.078,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19082,366532.14,2262826.308,904.801,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19083,366558.668,2262826.34,903.837,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19084,366585.161,2262826.234,903.065,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19085,366635.088,2262826.27,901.899,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19086,366661.576,2262826.322,900.751,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19087,366688.176,2262826.306,899.307,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19088,366714.705,2262826.255,897.191,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19089,366741.135,2262826.305,894.133,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19090,366767.802,2262826.34,892.614,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19091,366794.295,2262826.294,890.947,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19092,366425.726,2263684.295,907.919,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19093,365927.336,2263801.24,897.949,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19094,365900.709,2263801.26,896.565,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19095,366269.522,2263781.739,904.636,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19096,366242.916,2263781.677,905.606,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19097,366242.935,2263742.74,904.07,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19098,366269.534,2263742.62,904.665,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19099,365900.707,2263762.188,897.623,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19100,365927.323,2263762.203,899.589,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19101,365953.9,2263762.207,900.679,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19102,365980.406,2263762.199,901.093,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19103,366007.079,2263762.138,902.58,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19104,366033.618,2263762.26,903.952,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19105,366060.2,2263762.299,904.668,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19106,366110.006,2263762.209,905.311,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19107,366136.557,2263762.16,905.576,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19108,366163.209,2263762.23,905.922,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19109,366189.664,2263762.23,906.251,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19110,366452.344,2263684.314,908.305,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19111,366216.405,2263762.21,905.471,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19112,366269.562,2263762.192,904.454,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19113,365900.766,2263781.656,897.421,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19114,365927.367,2263781.656,899.466,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19115,365953.925,2263781.67,899.531,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19116,365980.62,2263781.705,900.06,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19117,366007.082,2263781.66,901.306,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19118,366033.662,2263781.67,903.485,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19119,366060.142,2263781.74,904.604,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19120,366109.954,2263781.725,905.82,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19121,366136.577,2263781.716,906.131,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19122,366163.191,2263781.807,906.808,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19123,366189.682,2263781.791,906.914,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19124,366216.35,2263781.728,906.16,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19125,366242.905,2263762.205,904.632,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19126,366478.922,2263684.284,908.891,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19127,366505.478,2263684.273,909.194,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19128,366532.13,2263684.371,909.576,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19129,366635.267,2263411.248,919.108,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19130,366661.619,2263411.302,918.772,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19131,366688.279,2263411.279,918.493,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19132,366714.822,2263411.307,918.404,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19133,366741.447,2263411.309,918.56,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19134,366768.159,2263411.232,918.872,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19135,366794.776,2263411.218,919.314,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19136,366536.618,2263430.75,917.077,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19137,366563.107,2263430.73,917.441,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19138,366585.305,2263430.745,918.127,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19139,366635.168,2263430.778,918.321,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19140,366661.726,2263430.724,918.488,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19141,366688.332,2263430.702,918.85,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19142,366585.345,2263411.249,919.286,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19143,366714.949,2263430.704,918.63,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19144,366768.137,2263430.714,918.914,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19145,366794.722,2263430.708,919.963,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19146,366399.141,2262865.296,908.157,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19147,366425.646,2262865.321,907.712,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19148,366452.325,2262865.302,908.294,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19149,366479.089,2262865.232,908.952,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19150,366505.47,2262865.325,908.46,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19151,366532.051,2262865.217,907.071,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19152,366558.65,2262865.33,906.007,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19153,366585.352,2262865.262,905.413,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19154,366635.029,2262865.306,904.289,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19155,366661.58,2262865.275,902.793,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19156,366688.092,2262865.257,900.617,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19157,366741.57,2263430.721,918.925,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19158,366216.233,2263742.71,905.469,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19159,366563.148,2263411.261,918.65,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19160,366794.72,2263391.748,918.678,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19161,366558.665,2263684.384,910.253,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19162,366585.243,2263684.323,911.768,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19163,366635.0,2263684.302,912.074,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19164,366661.58,2263684.309,912.561,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19165,366688.309,2263684.29,913.262,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19166,366714.873,2263684.327,914.039,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19167,366741.42,2263684.305,915.186,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19168,366767.97,2263684.334,916.422,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19169,366794.797,2263684.189,917.852,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19170,366536.425,2263372.245,919.599,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19171,366563.057,2263372.245,919.725,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19172,366585.246,2263372.177,920.051,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19173,366635.042,2263372.33,920.304,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19174,366536.553,2263411.249,918.054,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19175,366661.663,2263372.268,919.861,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19176,366714.796,2263372.33,917.809,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19177,366741.41,2263372.26,917.469,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19178,366768.144,2263372.213,917.416,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19179,366794.61,2263372.284,917.496,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19180,366536.601,2263391.709,919.046,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19181,366563.045,2263391.777,919.261,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19182,366585.349,2263391.708,919.765,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19183,366635.186,2263391.713,920.12,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19184,366661.727,2263391.708,919.276,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19185,366688.289,2263391.749,918.529,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19186,366714.817,2263391.764,918.263,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19187,366741.581,2263391.728,918.278,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19188,366768.134,2263391.741,918.316,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19189,366688.327,2263372.219,918.697,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19190,366189.686,2263742.705,905.686,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19191,366163.129,2263742.806,905.806,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19192,366136.561,2263742.778,905.187,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19193,365980.457,2263625.75,900.423,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19194,366007.064,2263625.79,902.232,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19195,366033.542,2263625.755,903.397,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19196,366060.232,2263625.82,903.726,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19197,366110.025,2263625.79,903.978,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19198,366136.465,2263625.81,903.245,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19199,366163.125,2263625.77,903.948,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19200,366189.613,2263625.87,904.125,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19201,366216.262,2263625.83,903.754,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19202,366242.859,2263625.81,903.56,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19203,366269.482,2263625.79,903.76,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19204,366296.05,2263625.72,904.398,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19205,365900.747,2263645.162,896.154,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19206,365953.846,2263625.81,897.815,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19207,365927.226,2263645.179,897.368,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19208,365980.442,2263645.168,900.688,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19209,366006.995,2263645.165,902.552,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19210,366033.501,2263645.187,903.455,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19212,366110.055,2263645.216,904.136,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19213,366136.374,2263645.243,904.181,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19214,366163.141,2263645.27,904.397,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19215,366189.75,2263645.199,904.376,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19216,366216.26,2263645.26,903.502,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19217,366242.87,2263645.32,903.452,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19218,366269.517,2263645.33,903.655,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19219,366296.11,2263645.26,904.023,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19220,365900.781,2263664.727,896.8,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19221,365953.872,2263645.145,899.189,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19222,365927.246,2263664.663,898.637,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19223,365927.39,2263625.78,896.763,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19224,366296.103,2263606.28,904.36,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19225,365927.308,2263547.873,900.307,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19226,365953.87,2263547.828,901.014,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19227,365980.355,2263547.72,900.675,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19228,366006.975,2263547.8,902.458,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19229,366033.574,2263547.86,903.071,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19230,366060.079,2263547.82,903.561,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19231,366110.005,2263547.78,902.691,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19232,366136.644,2263547.8,902.737,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19233,366163.147,2263547.82,903.165,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19234,366189.744,2263547.84,902.79,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19235,366216.335,2263547.73,903.45,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19236,366242.886,2263547.84,903.738,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19237,366269.472,2263547.755,904.22,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19238,365900.642,2263625.86,895.932,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19239,366296.08,2263547.79,904.609,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19240,365927.34,2263606.34,896.941,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19241,365953.89,2263606.28,897.83,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19242,365980.486,2263606.24,900.243,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19243,366006.999,2263606.26,901.935,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19244,366033.606,2263606.31,903.064,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19245,366060.32,2263606.31,903.868,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19246,366109.89,2263606.29,903.32,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19247,366136.549,2263606.285,903.253,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19248,366163.229,2263606.31,903.307,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19249,366189.802,2263606.36,903.671,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19250,366216.315,2263606.285,903.57,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19251,366242.921,2263606.31,903.376,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19252,366269.542,2263606.3,903.756,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19253,365900.68,2263606.33,895.859,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19255,365953.949,2263664.661,900.311,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19256,366007.004,2263664.676,903.353,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19257,366136.461,2263703.735,905.048,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19258,366163.039,2263703.723,905.034,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19259,366189.757,2263703.626,904.868,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19260,366216.312,2263703.76,904.108,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19261,366242.878,2263703.713,903.902,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19262,366269.427,2263703.742,903.957,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19263,365900.783,2263723.326,897.498,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19264,365927.328,2263723.261,899.687,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19265,365953.794,2263723.26,902.041,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19266,365980.469,2263723.201,903.411,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19267,366006.95,2263723.298,904.098,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19268,366033.566,2263723.29,904.659,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19269,366060.098,2263723.278,905.129,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19270,366109.926,2263703.725,905.035,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19271,366109.964,2263723.295,904.903,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19272,366163.035,2263723.309,905.215,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19273,366189.671,2263723.32,904.964,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19274,366216.324,2263723.25,904.361,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19275,366242.888,2263723.25,903.978,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19276,366269.547,2263723.21,904.36,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19277,365900.659,2263742.755,897.23,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19278,365927.375,2263742.642,899.651,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19279,365953.846,2263742.659,902.083,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19280,365980.603,2263742.643,902.489,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19281,366007.028,2263742.75,903.567,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19282,366033.553,2263742.691,904.763,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19283,366060.173,2263742.675,904.966,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19284,366110.038,2263742.711,905.244,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19285,366136.505,2263723.318,905.119,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19286,365980.453,2263664.646,901.7,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19287,366060.114,2263703.812,904.576,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19288,366006.928,2263703.824,903.767,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19289,366033.477,2263664.739,903.783,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19290,366060.227,2263664.657,904.9,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19291,366110.068,2263664.703,904.652,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19292,366136.613,2263664.762,904.656,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19293,366163.199,2263664.7,904.809,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19294,366189.737,2263664.724,904.12,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19295,366216.383,2263664.703,903.947,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19296,366242.945,2263664.724,904.181,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19297,366269.553,2263664.699,904.337,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19298,366296.107,2263664.706,904.669,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19299,365900.571,2263684.214,897.549,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19300,365927.297,2263684.271,899.151,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19301,365953.856,2263684.245,901.229,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19302,366033.51,2263703.816,904.617,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
19303,365980.339,2263684.243,902.282,BS_INV-17_B_S02,1/13/2026,,,,,,,,,,,,,,,,
