UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned
2697,366078.58,2258221.037,890.405,BS_INV-30_B_S02,1/31/2026
2698,366105.203,2258221.159,890.599,BS_INV-30_B_S02,1/31/2026
2699,366155.037,2258221.089,890.777,BS_INV-30_B_S02,1/31/2026
2700,366181.659,2258221.037,890.649,BS_INV-30_B_S02,1/31/2026
2701,366208.245,2258221.034,890.441,BS_INV-30_B_S02,1/31/2026
2702,366234.892,2258221.037,890.153,BS_INV-30_B_S02,1/31/2026
2703,366261.469,2258221.051,889.89,BS_INV-30_B_S02,1/31/2026
2704,366288.029,2258221.058,889.67,BS_INV-30_B_S02,1/31/2026
2705,366051.997,2258221.04,890.382,BS_INV-30_B_S02,1/31/2026
2706,366314.667,2258221.027,889.441,BS_INV-30_B_S02,1/31/2026
2707,366367.829,2258221.039,888.715,BS_INV-30_B_S02,1/31/2026
2708,365892.503,2258201.526,890.155,BS_INV-30_B_S02,1/31/2026
2709,365919.069,2258201.511,889.887,BS_INV-30_B_S02,1/31/2026
2710,365945.642,2258201.583,890.066,BS_INV-30_B_S02,1/31/2026
2711,365972.246,2258201.53,890.126,BS_INV-30_B_S02,1/31/2026
2712,365998.859,2258201.544,890.236,BS_INV-30_B_S02,1/31/2026
2713,366025.494,2258201.483,890.273,BS_INV-30_B_S02,1/31/2026
2714,366052.07,2258201.505,890.329,BS_INV-30_B_S02,1/31/2026
2715,366341.238,2258221.032,889.296,BS_INV-30_B_S02,1/31/2026
2716,366025.425,2258221.033,890.281,BS_INV-30_B_S02,1/31/2026
2717,365998.882,2258221.084,890.386,BS_INV-30_B_S02,1/31/2026
2718,365972.272,2258221.079,890.293,BS_INV-30_B_S02,1/31/2026
2719,365945.648,2258318.495,890.717,BS_INV-30_B_S02,1/31/2026
2720,365972.254,2258318.467,890.617,BS_INV-30_B_S02,1/31/2026
2721,365998.819,2258318.458,890.833,BS_INV-30_B_S02,1/31/2026
2722,366025.335,2258318.488,890.935,BS_INV-30_B_S02,1/31/2026
2723,366051.996,2258318.53,891.006,BS_INV-30_B_S02,1/31/2026
2724,366078.649,2258318.494,891.068,BS_INV-30_B_S02,1/31/2026
2725,366105.192,2258318.516,891.05,BS_INV-30_B_S02,1/31/2026
2726,366154.97,2258318.534,891.181,BS_INV-30_B_S02,1/31/2026
2727,366181.547,2258318.487,891.022,BS_INV-30_B_S02,1/31/2026
2728,366208.123,2258318.5,890.927,BS_INV-30_B_S02,1/31/2026
2729,366234.816,2258318.462,890.611,BS_INV-30_B_S02,1/31/2026
2730,366261.415,2258318.535,890.469,BS_INV-30_B_S02,1/31/2026
2731,366288.006,2258318.492,890.17,BS_INV-30_B_S02,1/31/2026
2732,366314.569,2258318.529,889.872,BS_INV-30_B_S02,1/31/2026
2733,366341.121,2258318.503,889.329,BS_INV-30_B_S02,1/31/2026
2734,366367.719,2258318.518,888.735,BS_INV-30_B_S02,1/31/2026
2735,365892.463,2258221.136,890.216,BS_INV-30_B_S02,1/31/2026
2736,365919.123,2258221.139,889.986,BS_INV-30_B_S02,1/31/2026
2737,365945.686,2258221.08,890.233,BS_INV-30_B_S02,1/31/2026
2738,366078.661,2258201.544,890.508,BS_INV-30_B_S02,1/31/2026
2739,365919.075,2258318.487,890.452,BS_INV-30_B_S02,1/31/2026
2740,366105.236,2258201.508,890.569,BS_INV-30_B_S02,1/31/2026
2741,366181.675,2258201.503,890.681,BS_INV-30_B_S02,1/31/2026
2764,366208.19,2258201.462,890.332,BS_INV-30_B_S02,1/31/2026
2765,366234.765,2258201.476,890.131,BS_INV-30_B_S02,1/31/2026
2766,366261.389,2258201.495,889.829,BS_INV-30_B_S02,1/31/2026
2767,366287.984,2258201.532,889.704,BS_INV-30_B_S02,1/31/2026
2768,366314.613,2258201.541,889.36,BS_INV-30_B_S02,1/31/2026
2769,366341.142,2258201.482,889.173,BS_INV-30_B_S02,1/31/2026
2770,366367.84,2258201.607,888.838,BS_INV-30_B_S02,1/31/2026
2783,366155.076,2258201.493,890.637,BS_INV-30_B_S02,1/31/2026
2785,365892.516,2258318.536,890.59,BS_INV-30_B_S02,1/31/2026
2786,366341.122,2258338.019,889.12,BS_INV-30_B_S02,1/31/2026
2829,366367.789,2258337.989,888.424,BS_INV-30_B_S02,1/31/2026
2834,365892.55,2258338.053,890.656,BS_INV-30_B_S02,1/31/2026
2835,365919.114,2258338.017,890.412,BS_INV-30_B_S02,1/31/2026
2836,365945.697,2258338.016,890.458,BS_INV-30_B_S02,1/31/2026
2837,365972.205,2258337.983,890.68,BS_INV-30_B_S02,1/31/2026
2838,365998.954,2258337.975,890.528,BS_INV-30_B_S02,1/31/2026
2839,366025.489,2258338.021,890.774,BS_INV-30_B_S02,1/31/2026
2841,366052.068,2258337.981,890.902,BS_INV-30_B_S02,1/31/2026
2842,366105.203,2258337.992,891,BS_INV-30_B_S02,1/31/2026
