UPN,N_Y,E_X,Elv_Z,source_file,Source,Date_Scanned,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Data_Scanned ,id,hammeringStatus,positioningTime,hammeringTime,headHeight,finishedAt,reachedAt,machine
600276,365811.322,2263313.71,905.8656,INV 24 Design Points.csv,,,,,,,,,,,,,600276,COMPLETED,,0.000239826,276.1120654,2025-12-29 14:16:13,,Doyle-2500-011 - Machine 2
600277,365804.422,2263313.71,905.7752,INV 24 Design Points.csv,,,,,,,,,,,,,600277,COMPLETED,,0.000286435,276.0850007,2025-12-29 14:08:39,,Doyle-2500-011 - Machine 2
600278,365811.322,2263350.834,906.1213,INV 24 Design Points.csv,,,,,,,,,,,,,600278,COMPLETED,,0.002370914,276.1756488,2025-12-29 13:48:48,,Doyle-2500-011 - Machine 2
600279,365804.422,2263350.834,905.5968,INV 24 Design Points.csv,,,,,,,,,,,,,600279,COMPLETED,,0.000221435,276.0231408,2025-12-29 13:27:49,,Doyle-2500-011 - Machine 2
600280,365804.422,2263352.709,905.6166,INV 24 Design Points.csv,,,,,,,,,,,,,600280,COMPLETED,,0.00019772,276.035677,2025-12-29 13:23:06,,Doyle-2500-011 - Machine 2
600281,365811.322,2263352.709,906.059,INV 24 Design Points.csv,,,,,,,,,,,,,600281,COMPLETED,,0.000154711,276.147001,2025-12-29 13:42:04,,Doyle-2500-011 - Machine 2
700005,365733.978,2263857.079,899.756,INV 24 Design Points.csv,,,,,,,,,,,,,700005,COMPLETED,,0.012630914,274.3302099,2025-12-30 14:37:08,,Doyle-2500-007 - Machine 8
800006,365909.175,2263340.583,900.2608,INV 24 Design Points.csv,,,,,,,,,,,,,800006,COMPLETED,0.003206435,0.001195625,274.8122459,2025-12-30 10:34:04,2025-12-30 10:32:19,Doyle-2500-010 - Machine 1
400194,365560.964,2259708.67,896.336,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400194,COMPLETED,,0.00480978,273.1915312,2025-12-17 10:51:34,,Doyle-2500-033 - Machine 10
400195,365560.933,2259040.908,895.008,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400195,COMPLETED,,0.002411586,272.7759027,2025-12-17 10:02:58,,Doyle-2500-033 - Machine 10
400197,366084.059,2259040.797,895.457,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400197,COMPLETED,,0.001276169,272.9308399,2026-01-03 09:35:08,,Doyle-2500-010 - Machine 1
400199,366087.554,2259393.298,891.69,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400199,INCOMPLETE_NO_FINISH_TIME,,0.00312838,,,,Doyle-2500-007 - Machine 8
400201,366087.541,2259395.309,891.641,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400201,COMPLETED,,0.001579063,271.8001342,2025-12-17 08:08:57,,Doyle-2500-007 - Machine 8
400202,365810.103,2259393.336,893.837,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400202,COMPLETED,0.001271424,0.002332106,272.434889,2025-12-17 08:57:41,2025-12-17 08:53:06,Doyle-2500-033 - Machine 10
400203,365557.441,2259393.229,893.243,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400203,INCOMPLETE_NO_FINISH_TIME,,0.004096343,,,,Doyle-2500-033 - Machine 10
400204,365810.052,2259373.778,893.389,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400204,COMPLETED,,0.003079745,272.3327839,2025-12-17 08:49:00,,Doyle-2500-033 - Machine 10
400205,365557.448,2259373.749,892.162,INV-18-S01.csv,BS_INV-18_T_S01,1/28/2026,,,,,,,,,,,400205,INCOMPLETE_NO_FINISH_TIME,,0.01093147,,,,Doyle-2500-033 - Machine 10
400091,367100.01,2259219.51,894.477,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400091,COMPLETED,,0.001077153,272.5431997,2025-12-15 10:20:26,,Doyle-2500-007 - Machine 8
400092,367100.203,2258395.549,889.314,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400092,COMPLETED,,0.000518322,271.391443,2025-12-16 13:07:51,,Doyle-2500-007 - Machine 8
400093,367503.899,2259355.915,889.17,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400093,COMPLETED,,0.000886574,271.0631033,2025-12-09 13:49:26,,Doyle-2500-007 - Machine 8
400094,367503.834,2258531.952,886.091,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400094,COMPLETED,,0.002458588,270.3609686,2025-12-09 14:18:37,,Doyle-2500-007 - Machine 8
400095,367239.11,2258864.98,890.929,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400095,COMPLETED,,0.000169132,271.5515984,2025-12-16 13:15:02,,Doyle-2500-007 - Machine 8
400096,367096.53,2258864.904,891.157,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400096,COMPLETED,,0.001073426,271.6133302,2025-12-15 14:57:55,,Doyle-2500-007 - Machine 8
400097,367239.15,2258866.948,890.88,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400097,COMPLETED,,0.000198206,271.5652139,2025-12-16 13:28:31,,Doyle-2500-007 - Machine 8
400098,367096.485,2258866.826,891.167,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400098,COMPLETED,,0.000717813,271.6191414,2025-12-15 15:01:54,,Doyle-2500-007 - Machine 8
400099,367507.402,2258825.913,885.444,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400099,COMPLETED,,0.000849109,269.8948037,2025-12-09 14:06:27,,Doyle-2500-007 - Machine 8
400100,367374.027,2258825.902,891.471,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400100,COMPLETED,,0.003319884,271.7250079,2025-12-16 14:31:47,,Doyle-2500-007 - Machine 8
400101,367507.288,2258845.42,885.571,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400101,COMPLETED,,0.000715498,269.9441898,2025-12-09 14:01:15,,Doyle-2500-007 - Machine 8
400102,367374.064,2258845.439,891.693,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,400102,COMPLETED,,0.000420914,271.8111978,2025-12-16 14:11:40,,Doyle-2500-007 - Machine 8
500082,367329.61,2258838.483,890.91,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,500082,INCOMPLETE_NO_FINISH_TIME,,0.001560637,,,,Doyle-2500-010 - Machine 1
500083,367329.692,2258843.665,890.614,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,500083,INCOMPLETE_NO_FINISH_TIME,,0.000804525,,,,Doyle-2500-010 - Machine 1
500084,367329.755,2258852.353,890.72,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,500084,INCOMPLETE_NO_FINISH_TIME,,0.001462037,,,,Doyle-2500-010 - Machine 1
600087,367375.113,2258824.998,893.626,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600087,COMPLETED,,4.87963e-05,272.3644107,2025-12-16 14:27:00,,Doyle-2500-007 - Machine 8
600088,367379.86,2258825.079,893.463,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600088,COMPLETED,,0.000207465,272.315627,2025-12-16 14:24:50,,Doyle-2500-007 - Machine 8
600089,367375.177,2258826.794,893.787,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600089,COMPLETED,,3.14352e-05,272.3921949,2025-12-16 14:22:02,,Doyle-2500-007 - Machine 8
600090,367379.836,2258826.878,893.585,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600090,COMPLETED,,0.000252361,272.333316,2025-12-16 14:19:24,,Doyle-2500-007 - Machine 8
600091,367375.175,2258844.539,893.818,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600091,COMPLETED,,0.00030125,272.3984028,2025-12-16 14:01:54,,Doyle-2500-007 - Machine 8
600092,367379.843,2258844.559,893.703,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600092,COMPLETED,0.002842917,0.000689595,272.3695101,2025-12-16 13:59:27,2025-12-16 13:58:15,Doyle-2500-007 - Machine 8
600093,367377.373,2258846.425,893.776,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600093,COMPLETED,,0.000212292,272.3906248,2025-12-16 14:05:15,,Doyle-2500-007 - Machine 8
600094,367379.747,2258846.305,893.682,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600094,COMPLETED,0.000657975,0.000206794,272.3769228,2025-12-16 14:07:38,2025-12-16 14:06:12,Doyle-2500-007 - Machine 8
600095,367224.252,2258864.13,893.195,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600095,COMPLETED,,9.10417e-05,272.2374018,2025-12-16 13:24:14,,Doyle-2500-007 - Machine 8
600096,367237.996,2258864.04,893.258,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600096,COMPLETED,,0.000417442,272.266962,2025-12-16 13:19:03,,Doyle-2500-007 - Machine 8
600097,367231.14,2258863.99,893.253,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600097,COMPLETED,,0.000145532,272.2512565,2025-12-16 13:21:48,,Doyle-2500-007 - Machine 8
600098,367230.032,2258867.83,893.431,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600098,COMPLETED,,0.001910428,272.2821114,2025-12-16 13:35:02,,Doyle-2500-007 - Machine 8
600099,367224.204,2258867.822,893.34,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600099,COMPLETED,,0.001610752,272.25231,2025-12-16 13:37:22,,Doyle-2500-007 - Machine 8
600100,367235.504,2258867.85,893.32,INV-27-S01.csv,BS_INV-27_T_S01,1/30/2026,,,,,,,,,,,600100,COMPLETED,,0.000455035,272.2537805,2025-12-16 13:32:16,,Doyle-2500-007 - Machine 8
400218,366581.316,2260839.575,911.257,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400218,COMPLETED,,0.003831771,277.7719428,2025-12-09 09:25:02,,Doyle-2500-011 - Machine 2
400219,366581.263,2260425.253,906.32,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400219,COMPLETED,,0.003882431,276.264758,2025-12-06 14:30:04,,Doyle-2500-011 - Machine 2
400220,366084.112,2260859.075,899.84,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400220,COMPLETED,,0.004141725,274.292759,2025-12-09 10:02:48,,Doyle-2500-011 - Machine 2
400221,365560.916,2260405.777,893.755,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400221,COMPLETED,,0.00204515,272.42078,2025-12-06 13:31:35,,Doyle-2500-011 - Machine 2
400222,366084.18,2260405.796,900.435,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400222,COMPLETED,,0.000634086,274.4516543,2025-12-06 14:05:54,,Doyle-2500-011 - Machine 2
400223,365561.006,2260859.271,889.153,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400223,COMPLETED,,0.000802326,271.0268822,2025-12-06 13:16:51,,Doyle-2500-011 - Machine 2
400224,366087.533,2260621.657,900.545,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400224,COMPLETED,,0.003201563,274.4954354,2025-12-08 16:09:11,,Doyle-2500-011 - Machine 2
400225,365942.866,2260621.772,898.979,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400225,INCOMPLETE_NO_FINISH_TIME,,0.0,,,,Doyle-2500-011 - Machine 2
400226,366584.803,2260623.721,912.129,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400226,COMPLETED,,0.001720683,278.06257,2025-12-06 14:41:44,,Doyle-2500-011 - Machine 2
400227,365942.907,2260623.832,898.947,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400227,COMPLETED,,0.005598345,273.9932182,2025-12-09 07:33:41,,Doyle-2500-011 - Machine 2
400228,365811.723,2260680.999,898.762,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400228,COMPLETED,,0.003724722,272.8637904,2025-12-05 14:23:42,,Doyle-2500-011 - Machine 2
400229,365557.619,2260680.416,888.325,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,400229,COMPLETED,,0.000729595,270.7560118,2025-12-05 13:40:42,,Doyle-2500-011 - Machine 2
600219,365954.376,2260620.888,902.552,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600219,COMPLETED,,0.00046603,275.0999034,2025-12-09 08:06:49,,Doyle-2500-011 - Machine 2
600220,365949.265,2260621.009,902.393,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600220,COMPLETED,,0.001316273,275.0451749,2025-12-09 08:03:36,,Doyle-2500-011 - Machine 2
600221,365959.927,2260620.887,902.538,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600221,COMPLETED,,0.000427442,275.1076394,2025-12-09 08:10:37,,Doyle-2500-011 - Machine 2
600222,365943.804,2260620.818,902.335,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600222,COMPLETED,,0.000613785,275.0537102,2025-12-09 07:59:13,,Doyle-2500-011 - Machine 2
600223,365954.663,2260624.512,902.581,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600223,COMPLETED,,0.000733773,275.1047327,2025-12-09 08:25:26,,Doyle-2500-011 - Machine 2
600224,365949.452,2260624.59,902.529,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600224,COMPLETED,,0.000926863,275.1093803,2025-12-09 08:23:13,,Doyle-2500-011 - Machine 2
600225,365959.803,2260624.576,902.637,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600225,COMPLETED,,0.000868935,275.1261187,2025-12-09 08:28:16,,Doyle-2500-011 - Machine 2
600226,365943.865,2260624.6,902.446,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600226,COMPLETED,,0.002149236,275.0728024,2025-12-09 08:19:16,,Doyle-2500-011 - Machine 2
600227,365811.401,2260679.391,898.994,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600227,COMPLETED,,0.000750532,273.9941914,2025-12-05 14:34:47,,Doyle-2500-011 - Machine 2
600228,365804.508,2260679.444,898.208,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600228,COMPLETED,,0.000803484,273.8007649,2025-12-05 14:38:27,,Doyle-2500-011 - Machine 2
600229,365804.591,2260681.122,898.233,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600229,COMPLETED,,0.000397731,273.8019339,2025-12-05 14:49:48,,Doyle-2500-011 - Machine 2
600230,365811.716,2260681.096,898.756,LaRock_INV-20_T_S03.csv,BS_INV-20_T_S03,1/13/2026,,,,,,,,,,,600230,COMPLETED,,0.00053581,273.9939813,2025-12-05 14:46:01,,Doyle-2500-011 - Machine 2
400230,366084.093,2261541.726,902.615,LaRock_INV-21_Z-01_T_S03.csv,BS_INV-21_T_S03,1/6/2026,,,,,,,,,,,400230,COMPLETED,,0.001389005,275.1170407,2025-12-12 11:05:42,,Doyle-2500-020 - Machine 3
400231,366084.002,2260873.888,899.507,LaRock_INV-21_Z-01_T_S03.csv,BS_INV-21_T_S03,1/6/2026,,,,,,,,,,,400231,COMPLETED,,0.005425428,274.1987717,2025-12-09 10:26:26,,Doyle-2500-011 - Machine 2
400235,366087.486,2261169.764,900.063,LaRock_INV-21_Z-01_T_S03.csv,BS_INV-21_T_S03,1/6/2026,,,,,,,,,,,400235,INCOMPLETE_NO_FINISH_TIME,,0.002102106,,,,Doyle-2500-020 - Machine 3
400237,366087.576,2261167.625,900.014,LaRock_INV-21_Z-01_T_S03.csv,BS_INV-21_T_S03,1/6/2026,,,,,,,,,,,400237,INCOMPLETE_NO_FINISH_TIME,,0.01347191,,,,Doyle-2500-020 - Machine 3
