UPN,N_Y,E_X,Elv_Z,source_file,Source,Date_Scanned,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Data_Scanned 
1274,366505.585,2262806.838,908.971,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1275,366532.258,2262806.794,908.111,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1276,366558.787,2262806.722,907.05,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1300,366585.046,2262806.717,905.969,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1302,366635.066,2262806.77,904.412,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1303,366688.24,2262806.809,902.139,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1304,366847.818,2262787.306,897.16,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1305,366372.817,2263723.162,910.925,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1306,366399.2,2263723.23,911.613,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1307,366425.83,2263723.32,912.036,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1308,366452.529,2263723.17,912.148,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1309,366479.017,2263723.23,912.621,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1310,366505.629,2263723.285,913.242,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1311,366532.185,2263723.295,914.088,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1312,366821.273,2262787.239,897.629,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1313,366558.801,2263723.225,914.647,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1314,366635.149,2263723.293,916.8,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1315,366661.697,2263723.279,917.053,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1316,366688.293,2263723.275,917.663,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1317,366714.979,2263723.185,918.129,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1318,366741.453,2263723.3,919.055,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1319,366768.133,2263723.2,919.709,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1320,366794.65,2263723.229,920.849,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1321,366821.174,2263723.29,922.039,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1322,366585.368,2263723.141,915.732,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1323,366794.65,2262787.297,898.052,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1324,366768.034,2262787.311,898.382,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1325,366741.472,2262787.288,898.973,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1326,366714.726,2262806.801,900.457,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1327,366741.39,2262806.85,898.818,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1328,366767.925,2262806.827,897.601,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1329,366794.53,2262806.734,896.55,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1330,366821.073,2262806.867,895.903,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1331,366847.739,2262806.778,895.143,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1333,366399.22,2262787.331,909.621,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1334,366425.752,2262787.373,908.839,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1335,366452.235,2262787.161,908.196,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1336,366478.943,2262787.188,908.1,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1337,366505.602,2262787.289,907.587,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1338,366532.15,2262787.313,906.76,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1339,366558.74,2262787.189,905.509,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1340,366585.097,2262787.359,904.395,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
1341,366635.13,2262787.284,902.927,BS_INV-17_S02.csv,BS_INV-17_T_S02,1/13/2026,,,,,,,,,,
