UPN,N_Y,E_X,Elv_Z,Source
2,368206.308,2261675.684,906.979,BS_INV-14_T_S01
5,368286.088,2261675.743,907.804,BS_INV-14_T_S01
12,368334.997,2261831.788,909.118,BS_INV-14_T_S01
20,368312.77,2261831.747,909.354,BS_INV-14_T_S01
27,368179.729,2261656.191,905.809,BS_INV-14_T_S01
28,368206.134,2261656.063,906.529,BS_INV-14_T_S01
44,368241.735,2261812.264,908.367,BS_INV-14_T_S01
45,368263.993,2261812.234,908.901,BS_INV-14_T_S01
68,368286.185,2261812.391,909.438,BS_INV-14_T_S01
69,368312.947,2261812.312,910.131,BS_INV-14_T_S01
70,368335.116,2261812.278,909.791,BS_INV-14_T_S01
5753,368360.049,2261812.275,909.545,BS_INV-14_T_S01
6599,368334.977,2261948.81,906.44,BS_INV-14_T_S01
6600,368385.28,2261948.744,906.316,BS_INV-14_T_S01
6601,368411.4,2261948.748,906.432,BS_INV-14_T_S01
6602,368437.998,2261948.947,906.77,BS_INV-14_T_S01
6603,368464.508,2261948.815,907.165,BS_INV-14_T_S01
6604,368491.384,2261948.811,907.477,BS_INV-14_T_S01
6605,368517.79,2261948.774,907.91,BS_INV-14_T_S01
6606,368544.392,2261948.805,908.31,BS_INV-14_T_S01
6607,368263.888,2261968.274,907.536,BS_INV-14_T_S01
6608,368286.028,2261968.386,907.095,BS_INV-14_T_S01
6609,368312.704,2261968.348,906.909,BS_INV-14_T_S01
6610,368334.933,2261968.361,906.695,BS_INV-14_T_S01
6611,368384.753,2261968.267,906.698,BS_INV-14_T_S01
6612,368411.428,2261968.247,906.877,BS_INV-14_T_S01
6613,368437.927,2261968.288,907.325,BS_INV-14_T_S01
6614,368464.485,2261968.359,907.972,BS_INV-14_T_S01
6615,368491.175,2261968.345,908.324,BS_INV-14_T_S01
6616,368517.589,2261968.145,908.58,BS_INV-14_T_S01
6617,368544.3,2261968.255,908.932,BS_INV-14_T_S01
6618,368263.718,2261987.772,907.478,BS_INV-14_T_S01
6619,368286.12,2261987.821,907.39,BS_INV-14_T_S01
6620,368312.687,2261987.77,907.39,BS_INV-14_T_S01
6621,368334.899,2261987.756,907.071,BS_INV-14_T_S01
6622,368384.931,2261987.745,906.994,BS_INV-14_T_S01
6623,368411.317,2261987.753,907.381,BS_INV-14_T_S01
6624,368438.12,2261987.644,908.01,BS_INV-14_T_S01
6625,368464.481,2261987.585,908.672,BS_INV-14_T_S01
6626,368312.79,2261948.817,906.736,BS_INV-14_T_S01
6627,368286.274,2261948.844,907.28,BS_INV-14_T_S01
6628,368263.871,2261948.875,907.581,BS_INV-14_T_S01
6629,368544.356,2261929.271,907.685,BS_INV-14_T_S01
6630,368411.396,2261890.379,905.21,BS_INV-14_T_S01
6632,368438.089,2261890.323,905.101,BS_INV-14_T_S01
6633,368464.527,2261890.3,905.165,BS_INV-14_T_S01
6634,368491.302,2261890.333,905.333,BS_INV-14_T_S01
6635,368517.61,2261890.29,905.65,BS_INV-14_T_S01
6636,368544.404,2261890.3,905.983,BS_INV-14_T_S01
6637,368264.021,2261909.772,907.901,BS_INV-14_T_S01
6638,368286.134,2261909.802,907.37,BS_INV-14_T_S01
6639,368312.773,2261909.78,906.823,BS_INV-14_T_S01
6640,368335.061,2261909.788,906.315,BS_INV-14_T_S01
