UPN,N_Y,E_X,Elv_Z,Source
635,367366.82,2262260.702,911.07,BS_INV-15_T_S01
636,367393.406,2262260.668,911.376,BS_INV-15_T_S01
637,367420.008,2262260.671,918.555,BS_INV-15_T_S01
639,367446.566,2262260.722,911.942,BS_INV-15_T_S01
640,367499.775,2262260.723,920.781,BS_INV-15_T_S01
641,367526.374,2262260.702,913.552,BS_INV-15_T_S01
642,367552.967,2262260.703,913.978,BS_INV-15_T_S01
643,367579.581,2262260.737,922.397,BS_INV-15_T_S01
644,367629.363,2262260.702,915.032,BS_INV-15_T_S01
645,367655.974,2262260.702,924.085,BS_INV-15_T_S01
646,367682.447,2262260.714,915.304,BS_INV-15_T_S01
647,367709.067,2262260.743,915.431,BS_INV-15_T_S01
648,367473.254,2262260.748,916.78,BS_INV-15_T_S01
671,367735.732,2262260.703,915.719,BS_INV-15_T_S01
673,367762.298,2262260.84,916.147,BS_INV-15_T_S01
674,367815.452,2262260.814,917.542,BS_INV-15_T_S01
697,367841.998,2262260.708,918.243,BS_INV-15_T_S01
716,367788.972,2262260.733,916.708,BS_INV-15_T_S01
9660,367420.076,2262299.719,910.854,BS_INV-15_T_S01
9661,367446.551,2262299.773,916.437,BS_INV-15_T_S01
9662,367473.157,2262299.744,912.248,BS_INV-15_T_S01
9663,367499.679,2262299.706,912.387,BS_INV-15_T_S01
9664,367526.398,2262299.8,916.204,BS_INV-15_T_S01
9665,367552.913,2262299.729,915.984,BS_INV-15_T_S01
9666,367579.445,2262299.788,913.685,BS_INV-15_T_S01
9667,367629.421,2262299.721,914.31,BS_INV-15_T_S01
9668,367655.862,2262299.726,914.336,BS_INV-15_T_S01
9669,367682.512,2262299.755,914.825,BS_INV-15_T_S01
9670,367709.136,2262299.789,915.134,BS_INV-15_T_S01
9671,367735.721,2262299.733,915.654,BS_INV-15_T_S01
9672,367762.283,2262299.756,916.181,BS_INV-15_T_S01
9673,367788.673,2262299.717,917.024,BS_INV-15_T_S01
9674,367815.487,2262299.764,917.858,BS_INV-15_T_S01
9716,367762.264,2262241.18,915.735,BS_INV-15_T_S01
9717,367789.028,2262241.191,916.232,BS_INV-15_T_S01
9718,367815.456,2262241.282,918.413,BS_INV-15_T_S01
9729,367735.607,2262241.168,915.413,BS_INV-15_T_S01
9746,367709.236,2262241.169,915.238,BS_INV-15_T_S01
9747,367656.008,2262241.224,915.222,BS_INV-15_T_S01
9750,367530.931,2262202.148,913.798,BS_INV-15_T_S01
9751,367557.418,2262202.16,914.025,BS_INV-15_T_S01
9752,367579.583,2262202.163,914.163,BS_INV-15_T_S01
9753,367629.634,2262202.12,914.471,BS_INV-15_T_S01
9754,367656.04,2262202.178,914.761,BS_INV-15_T_S01
9755,367682.66,2262202.153,914.805,BS_INV-15_T_S01
9756,367709.244,2262202.143,914.751,BS_INV-15_T_S01
9757,367735.806,2262202.157,914.723,BS_INV-15_T_S01
9758,367762.479,2262202.177,914.826,BS_INV-15_T_S01
9759,367789.028,2262202.148,914.95,BS_INV-15_T_S01
9760,367815.502,2262202.098,915.165,BS_INV-15_T_S01
9761,367682.546,2262241.189,919.63,BS_INV-15_T_S01
9762,367530.734,2262221.708,913.704,BS_INV-15_T_S01
9763,367579.676,2262221.636,914.193,BS_INV-15_T_S01
9764,367629.312,2262221.588,914.707,BS_INV-15_T_S01
9765,367655.822,2262221.732,915.001,BS_INV-15_T_S01
9766,367682.491,2262221.658,915.154,BS_INV-15_T_S01
9767,367709.168,2262221.698,915.003,BS_INV-15_T_S01
9768,367735.657,2262221.687,915.059,BS_INV-15_T_S01
9769,367762.547,2262221.664,915.228,BS_INV-15_T_S01
9770,367789.048,2262221.664,915.587,BS_INV-15_T_S01
9771,367815.563,2262221.677,916.056,BS_INV-15_T_S01
9776,367557.299,2262221.812,914.011,BS_INV-15_T_S01
20211,367499.833,2262124.151,913.875,BS_INV-15_T_S01
20212,367526.365,2262124.194,913.943,BS_INV-15_T_S01
20213,367553.078,2262124.145,913.932,BS_INV-15_T_S01
20214,367579.719,2262124.135,914.032,BS_INV-15_T_S01
20215,367629.376,2262124.209,914.143,BS_INV-15_T_S01
20216,367655.99,2262124.182,914.313,BS_INV-15_T_S01
20217,367682.621,2262124.13,914.132,BS_INV-15_T_S01
20218,367709.03,2262124.181,913.676,BS_INV-15_T_S01
20219,367735.829,2262124.084,913.326,BS_INV-15_T_S01
20220,367762.271,2262124.169,912.275,BS_INV-15_T_S01
20221,367788.919,2262124.2,911.79,BS_INV-15_T_S01
20222,367815.785,2262124.193,911.489,BS_INV-15_T_S01
20224,367473.278,2262124.152,914.067,BS_INV-15_T_S01
20240,367393.108,2262338.816,917.287,BS_INV-15_T_S01
20241,367446.664,2262124.27,914.388,BS_INV-15_T_S01
20256,367420.056,2262124.161,914.708,BS_INV-15_T_S01
20273,367420.467,2262338.756,915.323,BS_INV-15_T_S01
20274,367472.987,2262338.745,916.975,BS_INV-15_T_S01
