30818,367027.991,2260544.730,899.303,
30819,367054.468,2260544.717,898.152,
30820,367104.566,2260544.669,895.259,
30821,367130.790,2260544.740,893.742,
30822,367157.296,2260544.785,892.590,
30823,367183.898,2260544.733,891.755,
30824,367210.467,2260544.738,890.320,
30825,367236.979,2260544.618,888.527,
30826,367263.512,2260544.723,886.572,
30830,366974.786,2260544.793,901.372,
30863,366974.784,2260564.204,902.175,
30895,367157.295,2260739.692,897.947,
30896,366948.204,2260564.242,902.990,
30897,366895.046,2260564.290,904.576,
30898,367263.460,2260700.730,890.723,
30899,366868.560,2260681.287,912.244,
30900,366895.078,2260681.267,910.830,
30901,366921.684,2260681.224,909.505,
30902,366948.177,2260681.257,908.413,
30903,366975.105,2260681.247,906.855,
30904,367001.304,2260681.239,905.472,
30905,367027.837,2260681.283,904.045,
30906,367054.108,2260681.213,902.897,
30907,367104.152,2260681.262,899.768,
30908,367130.670,2260681.238,898.154,
30909,367183.763,2260681.214,895.443,
30910,367210.456,2260681.226,893.840,
30911,367236.937,2260681.221,891.962,
30912,367263.457,2260681.245,890.251,
30913,366868.456,2260661.771,911.232,
30914,366895.113,2260661.797,909.756,
30915,366921.678,2260661.732,908.596,
30916,366948.253,2260661.766,907.668,
30917,366974.788,2260661.757,906.443,
30918,367001.337,2260661.734,904.909,
30919,367027.916,2260661.758,903.341,
30920,367054.429,2260661.767,901.885,
30921,367104.203,2260661.789,899.041,
30922,367130.696,2260661.744,897.620,
30923,367157.271,2260661.777,896.477,
30924,367183.901,2260661.740,895.191,
30925,367236.999,2260700.693,892.445,
30926,367210.280,2260700.673,894.170,
30927,367183.724,2260700.731,895.830,
30928,367157.227,2260700.710,897.133,
30929,367210.462,2260739.757,894.873,
30930,367236.984,2260739.657,893.166,
30931,367263.480,2260739.751,891.744,
30932,366868.626,2260720.301,914.223,
30933,366895.189,2260720.214,912.612,
30934,366921.690,2260720.268,910.854,
30935,366948.310,2260720.232,909.183,
30936,366974.766,2260720.273,907.595,
30937,367001.213,2260720.278,906.458,
30938,367027.866,2260720.290,905.381,
30939,367054.459,2260720.213,904.075,
30940,367104.042,2260720.270,900.730,
30941,367130.605,2260720.277,899.032,
30942,367210.418,2260661.795,893.492,
30943,367157.258,2260720.214,897.497,
30944,367210.411,2260720.253,894.526,
30945,367236.874,2260720.263,892.940,
30946,367263.387,2260720.269,891.158,
30947,366868.627,2260700.781,913.127,
30948,366895.111,2260700.721,911.788,
30949,366921.815,2260700.738,910.216,
30950,366948.529,2260700.550,908.931,
30951,366974.847,2260700.794,907.291,
30952,367001.343,2260700.736,905.911,
30953,367027.877,2260700.729,904.678,
30954,367054.342,2260700.745,903.392,
30955,367104.174,2260700.732,900.297,
30956,367130.725,2260700.722,898.587,
30957,367183.757,2260720.203,896.297,
30958,367236.936,2260661.779,891.747,
30959,367263.440,2260661.720,889.903,
30960,366868.517,2260642.294,909.892,
30961,366948.157,2260603.239,904.755,
30962,366974.803,2260603.253,903.979,
30963,367001.452,2260603.273,902.734,
30964,367027.992,2260603.304,901.405,
30965,367054.498,2260603.321,899.774,
30966,367104.208,2260603.271,896.786,
30967,367130.855,2260603.300,895.459,
30968,367157.458,2260603.282,894.761,
30969,367183.925,2260603.306,893.678,
30970,367210.520,2260603.290,892.192,
30971,367236.901,2260603.351,890.484,
30972,367263.653,2260603.191,888.478,
30973,366868.526,2260583.857,906.734,
30974,366921.660,2260603.226,905.434,
30975,366895.037,2260583.767,905.384,
30976,366948.299,2260583.785,903.729,
30977,366974.693,2260583.799,903.041,
30978,367001.390,2260583.764,901.981,
30979,367028.025,2260583.746,900.613,
30980,367054.471,2260583.754,899.240,
30981,367104.195,2260583.766,896.182,
30982,367130.764,2260583.763,894.957,
30983,367157.334,2260583.800,893.785,
30984,367183.862,2260583.770,892.855,
30985,367210.502,2260583.776,891.478,
30986,367236.904,2260583.742,889.709,
30987,367263.522,2260583.768,887.684,
30988,366868.494,2260564.282,905.904,
30989,366921.740,2260583.794,904.439,
30990,366921.679,2260564.331,903.656,
30991,366895.103,2260603.286,906.415,
30992,367263.363,2260622.754,888.924,
30993,366895.094,2260642.268,908.607,
30994,366921.634,2260642.311,907.568,
30995,366948.147,2260642.256,906.641,
30996,366974.693,2260642.251,905.501,
30997,367001.333,2260642.277,904.248,
30998,367027.838,2260642.243,902.533,
30999,367054.416,2260642.269,900.992,
31000,367104.267,2260642.288,898.336,
31001,367130.645,2260642.270,897.145,
31002,367157.321,2260642.267,896.074,
31003,367183.970,2260642.263,894.726,
31004,367210.431,2260642.273,893.261,
31005,367236.922,2260642.235,891.443,
31006,366868.557,2260603.262,907.724,
31007,367263.490,2260642.229,889.377,
31008,366895.026,2260622.769,907.564,
31009,366921.632,2260622.730,906.563,
31010,366948.139,2260622.711,905.719,
31011,366974.732,2260622.751,904.781,
31012,367001.506,2260622.773,903.452,
31013,367027.857,2260622.776,901.876,
31014,367054.426,2260622.741,900.273,
31015,367104.446,2260622.845,897.430,
31016,367130.833,2260622.706,896.278,
31017,367157.317,2260622.738,895.375,
31018,367183.985,2260622.768,894.243,
31019,367210.444,2260622.752,892.764,
31020,367237.040,2260622.729,890.937,
31021,366868.706,2260622.791,908.874,
34586,367157.323,2260681.266,896.846,
39081,367290.184,2260856.649,896.120,
39082,367316.801,2260856.659,895.508,
39169,367175.332,2260934.700,903.299,
39170,367197.492,2260934.780,902.517,
39171,367175.322,2260954.310,904.124,
39187,367197.504,2260954.250,903.415,
43281,367316.470,2260642.106,885.835,
43282,367290.014,2260622.703,887.269,
43283,367316.539,2260622.699,885.199,
43284,367290.120,2260603.193,886.862,
43285,367316.547,2260602.889,891.893,
43286,367290.051,2260583.672,886.370,
43287,367316.665,2260583.673,884.406,
43288,367289.972,2260564.128,885.894,
43289,367316.662,2260564.088,884.042,
43290,367290.042,2260544.722,885.021,
43291,367316.702,2260544.547,883.392,
43297,367290.066,2260642.160,887.630,
43335,367316.503,2260661.680,886.798,
43336,367289.920,2260661.708,888.368,
43337,367316.424,2260681.080,888.993,
43380,367290.010,2260778.674,892.363,
43381,367316.582,2260778.726,891.736,
43382,367290.095,2260759.220,891.552,
43383,367316.631,2260759.191,890.688,
43384,367289.994,2260739.725,890.731,
