UPN,N_Y,E_X,Elv_Z,Source,Data_Scanned 
31052,366105.3497,2256524.635,888.7768842,BS_INV-28_T_S01,1/28/2026
31025,366078.7391,2256524.57,889.0933132,BS_INV-28_T_S01,1/28/2026
31026,366052.1335,2256524.545,889.4289826,BS_INV-28_T_S01,1/28/2026
31027,366025.5202,2256524.523,889.6706328,BS_INV-28_T_S01,1/28/2026
31028,365998.966,2256524.477,889.9211747,BS_INV-28_T_S01,1/28/2026
31029,365972.2761,2256524.522,889.8318162,BS_INV-28_T_S01,1/28/2026
31030,365945.8338,2256524.551,889.8415803,BS_INV-28_T_S01,1/28/2026
31031,365919.1762,2256524.529,889.7845252,BS_INV-28_T_S01,1/28/2026
45633,365892.5015,2256524.547,889.7439929,BS_INV-28_T_S01,1/28/2026
4486,366367.8215,2256778.008,888.9804073,BS_INV-28_T_S01,1/28/2026
4485,366341.2578,2256778.015,889.1957306,BS_INV-28_T_S01,1/28/2026
4484,366314.5739,2256777.994,889.3006581,BS_INV-28_T_S01,1/28/2026
4483,366288.0882,2256778.052,889.4658863,BS_INV-28_T_S01,1/28/2026
4482,366261.3772,2256777.974,889.706708,BS_INV-28_T_S01,1/28/2026
4481,366234.8539,2256778.014,889.9428321,BS_INV-28_T_S01,1/28/2026
4480,366208.3248,2256777.975,890.1389813,BS_INV-28_T_S01,1/28/2026
4479,366181.7025,2256778.025,890.2803398,BS_INV-28_T_S01,1/28/2026
4478,366155.1024,2256777.997,890.4485734,BS_INV-28_T_S01,1/28/2026
6012,366130.1289,2256777.993,890.508611,BS_INV-28_T_S01,1/28/2026
4477,366105.229,2256778.076,890.4950434,BS_INV-28_T_S01,1/28/2026
4476,366082.987,2256777.981,890.5830437,BS_INV-28_T_S01,1/28/2026
4475,366056.4072,2256778.052,890.5803548,BS_INV-28_T_S01,1/28/2026
4474,366034.2714,2256777.981,890.5904635,BS_INV-28_T_S01,1/28/2026
4473,366011.9822,2256778.057,890.7612488,BS_INV-28_T_S01,1/28/2026
4455,366367.8395,2256758.475,888.9377922,BS_INV-28_T_S01,1/28/2026
4454,366341.2463,2256758.472,889.0049421,BS_INV-28_T_S01,1/28/2026
4453,366314.6033,2256758.465,889.1397497,BS_INV-28_T_S01,1/28/2026
4452,366288.0377,2256758.507,889.3937546,BS_INV-28_T_S01,1/28/2026
4451,366261.4273,2256758.471,889.6750341,BS_INV-28_T_S01,1/28/2026
4450,366234.8313,2256758.496,889.9614142,BS_INV-28_T_S01,1/28/2026
4449,366208.2438,2256758.523,890.0970659,BS_INV-28_T_S01,1/28/2026
4448,366181.6463,2256758.466,890.2623118,BS_INV-28_T_S01,1/28/2026
4456,366155.0606,2256758.492,890.344738,BS_INV-28_T_S01,1/28/2026
6013,366130.1602,2256758.487,890.5369,BS_INV-28_T_S01,1/28/2026
4467,366105.2826,2256758.493,890.4985857,BS_INV-28_T_S01,1/28/2026
4468,366083.1444,2256758.526,890.5906205,BS_INV-28_T_S01,1/28/2026
4469,366056.3858,2256758.488,890.7129085,BS_INV-28_T_S01,1/28/2026
4488,366034.1526,2256758.533,890.6718307,BS_INV-28_T_S01,1/28/2026
4487,366011.8736,2256758.52,890.7972765,BS_INV-28_T_S01,1/28/2026
41369,366367.7586,2256739.002,888.7194959,BS_INV-28_T_S01,1/28/2026
41368,366341.1845,2256738.995,888.9038407,BS_INV-28_T_S01,1/28/2026
25229,366314.6307,2256739.014,889.0942153,BS_INV-28_T_S01,1/28/2026
25228,366288.0025,2256739.021,889.3335349,BS_INV-28_T_S01,1/28/2026
25227,366261.4653,2256739.021,889.563976,BS_INV-28_T_S01,1/28/2026
25226,366234.8665,2256739.005,889.7484364,BS_INV-28_T_S01,1/28/2026
25225,366208.2689,2256739.032,890.0042483,BS_INV-28_T_S01,1/28/2026
25224,366181.6581,2256739.034,890.1638493,BS_INV-28_T_S01,1/28/2026
40479,365842.5489,2256738.953,891.3041805,BS_INV-28_T_S01,1/28/2026
40478,365816.046,2256738.999,891.0773994,BS_INV-28_T_S01,1/28/2026
4871,365945.6857,2256680.482,891.05906,BS_INV-28_T_S01,1/28/2026
16717,365789.5351,2256738.995,890.9943958,BS_INV-28_T_S01,1/28/2026
16716,365762.8491,2256739.053,890.7639823,BS_INV-28_T_S01,1/28/2026
4862,365919.105,2256680.487,891.2155979,BS_INV-28_T_S01,1/28/2026
16715,365736.298,2256738.962,890.5093,BS_INV-28_T_S01,1/28/2026
4860,365892.4605,2256680.463,891.1642594,BS_INV-28_T_S01,1/28/2026
16714,365709.7237,2256739.005,890.3505229,BS_INV-28_T_S01,1/28/2026
41365,366367.8326,2256661.076,887.2891647,BS_INV-28_T_S01,1/28/2026
16713,365683.13,2256738.994,890.2903987,BS_INV-28_T_S01,1/28/2026
41364,366341.2285,2256661.074,887.2148639,BS_INV-28_T_S01,1/28/2026
16726,365656.4851,2256738.978,890.0188,BS_INV-28_T_S01,1/28/2026
25219,366314.6371,2256660.993,887.3631617,BS_INV-28_T_S01,1/28/2026
16743,365629.9855,2256738.935,889.7393991,BS_INV-28_T_S01,1/28/2026
25232,366288.0871,2256661.002,887.4093178,BS_INV-28_T_S01,1/28/2026
46794,365605.0548,2256738.999,889.4236768,BS_INV-28_T_S01,1/28/2026
25218,366261.5124,2256661.045,887.4618519,BS_INV-28_T_S01,1/28/2026
16758,365580.0519,2256738.969,889.1853446,BS_INV-28_T_S01,1/28/2026
25216,366234.915,2256661.039,887.8292418,BS_INV-28_T_S01,1/28/2026
16744,365557.8999,2256739.059,889.0178466,BS_INV-28_T_S01,1/28/2026
25215,366208.314,2256661.014,888.308781,BS_INV-28_T_S01,1/28/2026
16772,365531.5159,2256739.006,889.4800099,BS_INV-28_T_S01,1/28/2026
25214,366181.737,2256661.073,888.6586051,BS_INV-28_T_S01,1/28/2026
16771,365508.9474,2256739.005,888.720717,BS_INV-28_T_S01,1/28/2026
25213,366155.1108,2256661.054,888.9742054,BS_INV-28_T_S01,1/28/2026
44340,365486.6965,2256738.936,888.2381008,BS_INV-28_T_S01,1/28/2026
47417,366130.1626,2256660.99,889.2363249,BS_INV-28_T_S01,1/28/2026
40458,365842.7307,2256719.344,891.2398995,BS_INV-28_T_S01,1/28/2026
25212,366105.2538,2256661.047,889.5009785,BS_INV-28_T_S01,1/28/2026
40457,365816.0719,2256719.477,891.0968971,BS_INV-28_T_S01,1/28/2026
25211,366078.7291,2256661.064,889.8485276,BS_INV-28_T_S01,1/28/2026
16770,365789.4983,2256719.443,890.9533482,BS_INV-28_T_S01,1/28/2026
16769,365762.8274,2256719.434,890.8065231,BS_INV-28_T_S01,1/28/2026
25210,366052.1258,2256661.021,890.0420363,BS_INV-28_T_S01,1/28/2026
16768,365736.2342,2256719.452,890.6015062,BS_INV-28_T_S01,1/28/2026
25209,366025.526,2256661.026,890.3199835,BS_INV-28_T_S01,1/28/2026
16767,365709.6482,2256719.521,890.5037987,BS_INV-28_T_S01,1/28/2026
25208,365998.9592,2256661.022,890.7158187,BS_INV-28_T_S01,1/28/2026
16766,365683.1318,2256719.463,890.3373276,BS_INV-28_T_S01,1/28/2026
25207,365972.3814,2256661.091,890.8742952,BS_INV-28_T_S01,1/28/2026
16765,365656.5396,2256719.462,890.1826297,BS_INV-28_T_S01,1/28/2026
25206,365945.7487,2256661.063,891.0653795,BS_INV-28_T_S01,1/28/2026
16764,365629.9565,2256719.443,890.0091082,BS_INV-28_T_S01,1/28/2026
41363,365919.2017,2256661.048,891.1777646,BS_INV-28_T_S01,1/28/2026
46795,365604.9747,2256719.57,889.941295,BS_INV-28_T_S01,1/28/2026
41362,365892.5216,2256660.987,891.1867635,BS_INV-28_T_S01,1/28/2026
42487,366367.8601,2256641.505,887.0539133,BS_INV-28_T_S01,1/28/2026
16763,365580.1496,2256719.402,889.4873139,BS_INV-28_T_S01,1/28/2026
42486,366341.1866,2256641.526,887.0435485,BS_INV-28_T_S01,1/28/2026
16762,365557.7134,2256719.341,889.72672,BS_INV-28_T_S01,1/28/2026
34295,366314.701,2256641.538,887.1050921,BS_INV-28_T_S01,1/28/2026
16761,365531.2607,2256719.438,888.9372283,BS_INV-28_T_S01,1/28/2026
34294,366288.0709,2256641.557,887.0351267,BS_INV-28_T_S01,1/28/2026
16760,365509.0053,2256719.404,888.7104043,BS_INV-28_T_S01,1/28/2026
34293,366261.4309,2256641.546,887.1932812,BS_INV-28_T_S01,1/28/2026
44341,365486.7526,2256719.446,888.4005,BS_INV-28_T_S01,1/28/2026
34292,366234.8646,2256641.548,887.3618991,BS_INV-28_T_S01,1/28/2026
39948,365842.6763,2256699.912,891.0139382,BS_INV-28_T_S01,1/28/2026
34291,366208.2628,2256641.522,887.732373,BS_INV-28_T_S01,1/28/2026
39947,365816.0521,2256699.963,891.0059453,BS_INV-28_T_S01,1/28/2026
34290,366181.6653,2256641.556,888.2280168,BS_INV-28_T_S01,1/28/2026
15032,365789.5116,2256699.963,890.8070432,BS_INV-28_T_S01,1/28/2026
34289,366155.0603,2256641.545,888.6424313,BS_INV-28_T_S01,1/28/2026
15031,365762.7893,2256699.949,890.5984307,BS_INV-28_T_S01,1/28/2026
48083,366130.2158,2256641.483,888.9276536,BS_INV-28_T_S01,1/28/2026
15030,365736.2526,2256699.939,890.4892705,BS_INV-28_T_S01,1/28/2026
34288,366105.2766,2256641.575,889.2379252,BS_INV-28_T_S01,1/28/2026
34287,366078.6545,2256641.537,889.4472,BS_INV-28_T_S01,1/28/2026
15029,365709.6603,2256699.972,890.3081248,BS_INV-28_T_S01,1/28/2026
34286,366052.0369,2256641.56,889.8326487,BS_INV-28_T_S01,1/28/2026
15028,365683.174,2256699.968,890.2364246,BS_INV-28_T_S01,1/28/2026
34285,366025.4575,2256641.521,890.1412073,BS_INV-28_T_S01,1/28/2026
15027,365656.5025,2256700.016,889.9997131,BS_INV-28_T_S01,1/28/2026
34284,365998.8923,2256641.628,890.3727,BS_INV-28_T_S01,1/28/2026
15026,365629.8755,2256699.954,889.9508739,BS_INV-28_T_S01,1/28/2026
34297,365972.4192,2256641.562,890.4816399,BS_INV-28_T_S01,1/28/2026
46681,365605.0208,2256700.037,889.9296999,BS_INV-28_T_S01,1/28/2026
34283,365945.7378,2256641.551,890.7712194,BS_INV-28_T_S01,1/28/2026
15087,365580.0777,2256699.959,889.6203365,BS_INV-28_T_S01,1/28/2026
34281,365919.2416,2256641.557,890.7969534,BS_INV-28_T_S01,1/28/2026
15119,365557.8206,2256699.951,889.3936786,BS_INV-28_T_S01,1/28/2026
45568,365892.6158,2256641.521,890.8700533,BS_INV-28_T_S01,1/28/2026
15120,365531.2292,2256699.91,889.0949888,BS_INV-28_T_S01,1/28/2026
1245,365464.9647,2256407.508,889.6637454,BS_INV-28_T_S01,1/28/2026
15121,365508.9581,2256699.968,888.778677,BS_INV-28_T_S01,1/28/2026
1244,365438.4297,2256407.545,889.776,BS_INV-28_T_S01,1/28/2026
44424,365486.774,2256700.031,888.5299307,BS_INV-28_T_S01,1/28/2026
1243,365411.7981,2256407.498,889.7925706,BS_INV-28_T_S01,1/28/2026
39946,365842.6134,2256680.453,890.9590725,BS_INV-28_T_S01,1/28/2026
1242,365385.2303,2256407.537,889.6795531,BS_INV-28_T_S01,1/28/2026
39945,365816.1177,2256680.459,890.835264,BS_INV-28_T_S01,1/28/2026
1241,365358.6133,2256407.514,889.6811111,BS_INV-28_T_S01,1/28/2026
15213,365789.4819,2256680.467,890.6626358,BS_INV-28_T_S01,1/28/2026
1240,365332.0099,2256407.517,889.7304559,BS_INV-28_T_S01,1/28/2026
15212,365762.7919,2256680.458,890.303221,BS_INV-28_T_S01,1/28/2026
1239,365305.4182,2256407.533,889.53971,BS_INV-28_T_S01,1/28/2026
15211,365736.2242,2256680.468,890.2526086,BS_INV-28_T_S01,1/28/2026
1238,365278.8764,2256407.515,889.402796,BS_INV-28_T_S01,1/28/2026
15210,365709.618,2256680.447,890.2121567,BS_INV-28_T_S01,1/28/2026
1237,365252.2206,2256407.515,889.3173086,BS_INV-28_T_S01,1/28/2026
15209,365683.0666,2256680.436,890.1848516,BS_INV-28_T_S01,1/28/2026
5791,365227.2739,2256407.525,889.1154,BS_INV-28_T_S01,1/28/2026
15208,365656.5213,2256680.425,890.0534323,BS_INV-28_T_S01,1/28/2026
1236,365202.4228,2256407.513,889.0170287,BS_INV-28_T_S01,1/28/2026
15207,365629.9058,2256680.435,890.0061409,BS_INV-28_T_S01,1/28/2026
1213,365175.8449,2256407.55,888.6938964,BS_INV-28_T_S01,1/28/2026
46682,365604.978,2256680.545,889.9191761,BS_INV-28_T_S01,1/28/2026
1255,365149.2648,2256407.536,888.5258,BS_INV-28_T_S01,1/28/2026
15206,365580.1433,2256680.457,889.6739586,BS_INV-28_T_S01,1/28/2026
1212,365122.582,2256407.525,888.2618201,BS_INV-28_T_S01,1/28/2026
15205,365557.888,2256680.446,889.5327995,BS_INV-28_T_S01,1/28/2026
15204,365531.2635,2256680.429,889.1914203,BS_INV-28_T_S01,1/28/2026
1210,365096.0575,2256407.5,888.23729,BS_INV-28_T_S01,1/28/2026
15203,365508.967,2256680.415,888.7801978,BS_INV-28_T_S01,1/28/2026
1186,365069.4472,2256407.504,888.1245218,BS_INV-28_T_S01,1/28/2026
44425,365486.7523,2256680.446,888.446936,BS_INV-28_T_S01,1/28/2026
39944,365842.8214,2256661.157,890.8028518,BS_INV-28_T_S01,1/28/2026
1185,365042.8635,2256407.488,888.0930843,BS_INV-28_T_S01,1/28/2026
39943,365816.0673,2256661.07,890.752036,BS_INV-28_T_S01,1/28/2026
1184,365016.2636,2256407.478,888.125187,BS_INV-28_T_S01,1/28/2026
15202,365789.5652,2256661.055,890.4325849,BS_INV-28_T_S01,1/28/2026
1183,364989.7889,2256407.487,888.2064182,BS_INV-28_T_S01,1/28/2026
15201,365762.9622,2256661.08,890.3083449,BS_INV-28_T_S01,1/28/2026
15214,365736.3697,2256661.148,890.0988486,BS_INV-28_T_S01,1/28/2026
1150,366248.4888,2256407.472,887.1983025,BS_INV-28_T_S01,1/28/2026
15200,365709.7608,2256661.081,889.9687212,BS_INV-28_T_S01,1/28/2026
1151,366226.2249,2256407.458,887.1057181,BS_INV-28_T_S01,1/28/2026
15198,365683.1637,2256661.082,889.9492355,BS_INV-28_T_S01,1/28/2026
1152,366204.0435,2256407.487,887.210729,BS_INV-28_T_S01,1/28/2026
15197,365656.5975,2256661.042,889.9259474,BS_INV-28_T_S01,1/28/2026
1153,366177.3905,2256407.454,887.2216436,BS_INV-28_T_S01,1/28/2026
15196,365630.0302,2256661.092,889.9368532,BS_INV-28_T_S01,1/28/2026
1154,366155.1398,2256407.48,887.2078,BS_INV-28_T_S01,1/28/2026
46683,365605.0625,2256661.008,889.8011314,BS_INV-28_T_S01,1/28/2026
5819,366130.2359,2256407.471,887.2453976,BS_INV-28_T_S01,1/28/2026
15195,365580.1227,2256661.047,889.6985615,BS_INV-28_T_S01,1/28/2026
1155,366105.3356,2256407.395,887.4012542,BS_INV-28_T_S01,1/28/2026
15194,365557.8441,2256660.758,890.1804628,BS_INV-28_T_S01,1/28/2026
1156,366078.7613,2256407.474,887.54181,BS_INV-28_T_S01,1/28/2026
15193,365531.2943,2256661.052,889.1645333,BS_INV-28_T_S01,1/28/2026
1157,366052.158,2256407.476,887.4357802,BS_INV-28_T_S01,1/28/2026
15192,365509.0629,2256661.065,888.9681905,BS_INV-28_T_S01,1/28/2026
1158,366025.5279,2256407.5,887.5860652,BS_INV-28_T_S01,1/28/2026
44426,365486.7771,2256661.072,888.6294763,BS_INV-28_T_S01,1/28/2026
1159,365999.0121,2256407.483,887.6321996,BS_INV-28_T_S01,1/28/2026
44657,365842.6896,2256641.562,890.8314819,BS_INV-28_T_S01,1/28/2026
1160,365972.4405,2256407.472,887.6483034,BS_INV-28_T_S01,1/28/2026
22072,365816.0984,2256641.564,890.7623233,BS_INV-28_T_S01,1/28/2026
1161,365945.7814,2256407.445,887.6959668,BS_INV-28_T_S01,1/28/2026
22071,365789.4796,2256641.571,890.6001719,BS_INV-28_T_S01,1/28/2026
22084,365762.9925,2256641.589,890.4087475,BS_INV-28_T_S01,1/28/2026
1162,365919.2815,2256407.47,887.6101394,BS_INV-28_T_S01,1/28/2026
22070,365736.307,2256641.522,890.0968817,BS_INV-28_T_S01,1/28/2026
1163,365892.6512,2256407.492,887.5931333,BS_INV-28_T_S01,1/28/2026
22068,365709.6935,2256641.56,890.0404406,BS_INV-28_T_S01,1/28/2026
2517,365464.8728,2256719.457,888.2859754,BS_INV-28_T_S01,1/28/2026
22067,365683.1301,2256641.536,889.8831816,BS_INV-28_T_S01,1/28/2026
2525,365438.3119,2256719.463,888.1773519,BS_INV-28_T_S01,1/28/2026
22066,365656.549,2256641.575,889.811162,BS_INV-28_T_S01,1/28/2026
2536,365411.5919,2256719.464,887.880814,BS_INV-28_T_S01,1/28/2026
22065,365629.9369,2256641.539,889.7411736,BS_INV-28_T_S01,1/28/2026
2537,365385.1771,2256719.487,887.7550513,BS_INV-28_T_S01,1/28/2026
2538,365358.5368,2256719.449,887.5844794,BS_INV-28_T_S01,1/28/2026
47202,365604.9262,2256641.556,889.8146425,BS_INV-28_T_S01,1/28/2026
2557,365331.8907,2256719.466,887.5852857,BS_INV-28_T_S01,1/28/2026
22064,365580.2389,2256641.509,889.6783,BS_INV-28_T_S01,1/28/2026
2556,365305.4263,2256719.416,887.7362061,BS_INV-28_T_S01,1/28/2026
22063,365557.8814,2256641.541,889.564294,BS_INV-28_T_S01,1/28/2026
2555,365278.7351,2256719.476,887.8699277,BS_INV-28_T_S01,1/28/2026
22062,365531.2882,2256641.548,889.3599978,BS_INV-28_T_S01,1/28/2026
2554,365252.1035,2256719.446,887.8863925,BS_INV-28_T_S01,1/28/2026
22061,365509.0808,2256641.557,888.8912203,BS_INV-28_T_S01,1/28/2026
5903,365227.2265,2256719.474,887.9485127,BS_INV-28_T_S01,1/28/2026
44658,365486.7912,2256641.601,888.5438282,BS_INV-28_T_S01,1/28/2026
2553,365202.3641,2256719.465,887.6320316,BS_INV-28_T_S01,1/28/2026
44659,365842.6437,2256622.087,890.5907735,BS_INV-28_T_S01,1/28/2026
2552,365180.1099,2256719.453,887.2379856,BS_INV-28_T_S01,1/28/2026
22060,365816.0894,2256622.047,890.699569,BS_INV-28_T_S01,1/28/2026
2551,365153.4841,2256719.481,886.895577,BS_INV-28_T_S01,1/28/2026
22059,365789.4835,2256622.074,890.6178576,BS_INV-28_T_S01,1/28/2026
2550,365131.2272,2256719.456,886.8685264,BS_INV-28_T_S01,1/28/2026
22058,365762.8751,2256622.271,890.3958411,BS_INV-28_T_S01,1/28/2026
2549,365109.0019,2256719.506,886.888093,BS_INV-28_T_S01,1/28/2026
22057,365736.2987,2256622.117,890.2199362,BS_INV-28_T_S01,1/28/2026
2531,365464.9306,2256739,888.2542108,BS_INV-28_T_S01,1/28/2026
22056,365709.7372,2256622.089,890.0175206,BS_INV-28_T_S01,1/28/2026
2530,365438.3473,2256738.985,887.9451087,BS_INV-28_T_S01,1/28/2026
22069,365683.1629,2256622.069,889.983433,BS_INV-28_T_S01,1/28/2026
2529,365411.8263,2256738.962,887.6158027,BS_INV-28_T_S01,1/28/2026
2528,365385.1354,2256739.049,887.4290563,BS_INV-28_T_S01,1/28/2026
22086,365656.5042,2256622.09,889.7196758,BS_INV-28_T_S01,1/28/2026
2527,365358.6092,2256738.992,887.2906428,BS_INV-28_T_S01,1/28/2026
22101,365629.9175,2256622.073,889.9463616,BS_INV-28_T_S01,1/28/2026
2535,365332.0224,2256738.931,887.2525259,BS_INV-28_T_S01,1/28/2026
47203,365604.9298,2256622.114,889.740679,BS_INV-28_T_S01,1/28/2026
2526,365305.3502,2256738.968,887.4170353,BS_INV-28_T_S01,1/28/2026
22087,365580.0403,2256622.053,889.7163844,BS_INV-28_T_S01,1/28/2026
2524,365278.7764,2256739.003,887.5788834,BS_INV-28_T_S01,1/28/2026
22115,365557.9327,2256622.082,889.6469379,BS_INV-28_T_S01,1/28/2026
2523,365252.1808,2256738.956,887.7125054,BS_INV-28_T_S01,1/28/2026
22114,365531.2108,2256622.058,889.4180264,BS_INV-28_T_S01,1/28/2026
5904,365227.2832,2256738.99,887.5339987,BS_INV-28_T_S01,1/28/2026
22113,365508.9587,2256622.035,889.0733658,BS_INV-28_T_S01,1/28/2026
2522,365202.3311,2256739.018,887.2536194,BS_INV-28_T_S01,1/28/2026
44660,365486.8127,2256622.088,888.8022186,BS_INV-28_T_S01,1/28/2026
2521,365180.0956,2256739.026,887.0647142,BS_INV-28_T_S01,1/28/2026
44661,365842.6668,2256602.47,890.5848086,BS_INV-28_T_S01,1/28/2026
22112,365816.0322,2256602.473,890.4936712,BS_INV-28_T_S01,1/28/2026
22111,365789.5639,2256602.474,890.5923111,BS_INV-28_T_S01,1/28/2026
22110,365762.892,2256602.532,890.4133743,BS_INV-28_T_S01,1/28/2026
22109,365736.3765,2256602.495,890.2724193,BS_INV-28_T_S01,1/28/2026
2520,365153.5349,2256738.95,886.8057274,BS_INV-28_T_S01,1/28/2026
22108,365709.7726,2256602.472,890.1254218,BS_INV-28_T_S01,1/28/2026
2519,365131.2162,2256739.009,886.7944777,BS_INV-28_T_S01,1/28/2026
22107,365683.1235,2256602.503,890.0392595,BS_INV-28_T_S01,1/28/2026
2518,365108.9839,2256738.964,886.7097699,BS_INV-28_T_S01,1/28/2026
22106,365656.51,2256602.503,889.9542087,BS_INV-28_T_S01,1/28/2026
44249,365842.6346,2257031.592,892.4111156,BS_INV-28_T_S01,1/28/2026
22105,365629.8643,2256602.489,889.9339313,BS_INV-28_T_S01,1/28/2026
15108,365816.0708,2257031.62,892.2430575,BS_INV-28_T_S01,1/28/2026
15107,365789.5188,2257031.605,891.7919619,BS_INV-28_T_S01,1/28/2026
15106,365762.882,2257031.581,891.3412948,BS_INV-28_T_S01,1/28/2026
47204,365604.9861,2256602.584,889.927624,BS_INV-28_T_S01,1/28/2026
15105,365736.2777,2257031.598,891.0521287,BS_INV-28_T_S01,1/28/2026
15118,365709.6393,2257031.565,890.4851059,BS_INV-28_T_S01,1/28/2026
22104,365580.1561,2256602.456,889.7588,BS_INV-28_T_S01,1/28/2026
15104,365683.1552,2257031.581,890.279009,BS_INV-28_T_S01,1/28/2026
22103,365557.9156,2256602.482,889.6287341,BS_INV-28_T_S01,1/28/2026
22116,365531.3219,2256602.456,889.3737526,BS_INV-28_T_S01,1/28/2026
15102,365656.521,2257031.609,889.7788851,BS_INV-28_T_S01,1/28/2026
22102,365509.0636,2256602.484,889.0281998,BS_INV-28_T_S01,1/28/2026
15101,365629.9065,2257031.6,889.3137852,BS_INV-28_T_S01,1/28/2026
44662,365486.8141,2256602.421,888.6777638,BS_INV-28_T_S01,1/28/2026
46676,365605.0543,2257031.512,888.8762591,BS_INV-28_T_S01,1/28/2026
44663,365842.6741,2256582.995,890.3571494,BS_INV-28_T_S01,1/28/2026
15100,365580.1401,2257031.607,888.7145,BS_INV-28_T_S01,1/28/2026
22100,365816.1382,2256582.988,890.3362613,BS_INV-28_T_S01,1/28/2026
15099,365553.5028,2257031.645,888.5740885,BS_INV-28_T_S01,1/28/2026
22099,365789.4355,2256583.003,890.3634544,BS_INV-28_T_S01,1/28/2026
15098,365526.9543,2257031.65,888.0980045,BS_INV-28_T_S01,1/28/2026
22098,365762.88,2256582.983,890.3221896,BS_INV-28_T_S01,1/28/2026
15097,365500.3231,2257031.659,887.8729234,BS_INV-28_T_S01,1/28/2026
22097,365736.2484,2256582.97,890.2462397,BS_INV-28_T_S01,1/28/2026
15096,365473.7862,2257031.732,887.5688,BS_INV-28_T_S01,1/28/2026
22096,365709.7451,2256582.963,890.1311491,BS_INV-28_T_S01,1/28/2026
15095,365447.1259,2257031.641,887.3644435,BS_INV-28_T_S01,1/28/2026
22095,365683.1114,2256582.99,890.1087401,BS_INV-28_T_S01,1/28/2026
15094,365420.5769,2257031.592,887.2368226,BS_INV-28_T_S01,1/28/2026
22094,365656.5182,2256582.98,890.0551447,BS_INV-28_T_S01,1/28/2026
22093,365629.9206,2256582.978,889.9536134,BS_INV-28_T_S01,1/28/2026
39939,365393.9162,2257031.665,886.9895834,BS_INV-28_T_S01,1/28/2026
47151,365604.9168,2256583.095,889.8553175,BS_INV-28_T_S01,1/28/2026
39956,365367.4634,2257031.614,886.9007527,BS_INV-28_T_S01,1/28/2026
22092,365580.1363,2256582.981,889.8155434,BS_INV-28_T_S01,1/28/2026
44222,365842.5908,2257012.059,892.3609081,BS_INV-28_T_S01,1/28/2026
22091,365557.924,2256582.986,889.7090106,BS_INV-28_T_S01,1/28/2026
14404,365816.0825,2257012.094,892.0948132,BS_INV-28_T_S01,1/28/2026
22090,365531.3461,2256582.983,889.4327407,BS_INV-28_T_S01,1/28/2026
14386,365789.4706,2257012.133,891.8533053,BS_INV-28_T_S01,1/28/2026
22089,365508.9749,2256582.978,889.0229346,BS_INV-28_T_S01,1/28/2026
14385,365762.9231,2257012.189,891.2936957,BS_INV-28_T_S01,1/28/2026
44664,365486.6744,2256582.986,888.6568125,BS_INV-28_T_S01,1/28/2026
14384,365736.3588,2257012.158,890.7748632,BS_INV-28_T_S01,1/28/2026
44665,365842.5973,2256563.479,890.0631384,BS_INV-28_T_S01,1/28/2026
14383,365709.5627,2257012.211,890.283681,BS_INV-28_T_S01,1/28/2026
22088,365816.0149,2256563.569,890.1273583,BS_INV-28_T_S01,1/28/2026
14382,365683.0556,2257012.136,889.8350978,BS_INV-28_T_S01,1/28/2026
22055,365789.4597,2256563.476,890.2240251,BS_INV-28_T_S01,1/28/2026
22054,365762.7836,2256563.502,890.2714195,BS_INV-28_T_S01,1/28/2026
14381,365656.503,2257012.162,889.4787011,BS_INV-28_T_S01,1/28/2026
22053,365736.2242,2256563.457,890.2450732,BS_INV-28_T_S01,1/28/2026
22037,365709.629,2256563.476,890.165238,BS_INV-28_T_S01,1/28/2026
14380,365629.8769,2257012.08,889.0943743,BS_INV-28_T_S01,1/28/2026
22019,365683.0476,2256563.464,890.1058422,BS_INV-28_T_S01,1/28/2026
46632,365605.0376,2257012.004,888.8176,BS_INV-28_T_S01,1/28/2026
22018,365656.4629,2256563.463,890.0761635,BS_INV-28_T_S01,1/28/2026
14379,365580.0421,2257012.13,888.3148354,BS_INV-28_T_S01,1/28/2026
14378,365553.4798,2257012.171,888.0996298,BS_INV-28_T_S01,1/28/2026
14377,365526.8202,2257012.129,887.849,BS_INV-28_T_S01,1/28/2026
22017,365629.8788,2256563.44,890.0338295,BS_INV-28_T_S01,1/28/2026
14376,365500.3431,2257012.077,887.6769826,BS_INV-28_T_S01,1/28/2026
47216,365604.9178,2256563.621,889.8899337,BS_INV-28_T_S01,1/28/2026
14375,365473.6716,2257012.07,887.4970508,BS_INV-28_T_S01,1/28/2026
22016,365580.0123,2256563.485,889.5974607,BS_INV-28_T_S01,1/28/2026
14374,365447.0778,2257012.168,887.1186322,BS_INV-28_T_S01,1/28/2026
22015,365557.7339,2256563.513,889.4163889,BS_INV-28_T_S01,1/28/2026
14373,365420.4432,2257012.139,887.1028833,BS_INV-28_T_S01,1/28/2026
22014,365531.2009,2256563.482,889.1860552,BS_INV-28_T_S01,1/28/2026
39934,365393.9612,2257012.056,886.8373516,BS_INV-28_T_S01,1/28/2026
22013,365508.8796,2256563.488,888.8850139,BS_INV-28_T_S01,1/28/2026
39933,365367.3344,2257012.071,886.8071467,BS_INV-28_T_S01,1/28/2026
44223,365842.6881,2256992.563,892.3425882,BS_INV-28_T_S01,1/28/2026
44666,365486.7116,2256563.522,888.4933198,BS_INV-28_T_S01,1/28/2026
14372,365816.0777,2256992.616,891.9555564,BS_INV-28_T_S01,1/28/2026
