UPN,N_Y,E_X,Elv_Z,Source,Data_Scanned 
400113,365857.6244,2256738.003,889.9716214,BS_INV-28_T_S01,1/28/2026
400114,365224.6536,2256737.97,885.9678737,BS_INV-28_T_S01,1/28/2026
600101,365999.7528,2256721.354,892.9859863,BS_INV-28_T_S01,1/28/2026
600102,365994.3653,2256721.396,893.0353433,BS_INV-28_T_S01,1/28/2026
600103,366005.1804,2256721.389,892.9071124,BS_INV-28_T_S01,1/28/2026
600104,365989.0591,2256721.43,893.0401367,BS_INV-28_T_S01,1/28/2026
600105,365856.4435,2256737.001,893.5025289,BS_INV-28_T_S01,1/28/2026
600106,365849.4693,2256737,893.433803,BS_INV-28_T_S01,1/28/2026
600107,365856.4751,2256739.079,893.5068992,BS_INV-28_T_S01,1/28/2026
600108,365849.4205,2256739.013,893.4290283,BS_INV-28_T_S01,1/28/2026
600109,365849.5507,2256756.48,893.0419998,BS_INV-28_T_S01,1/28/2026
600110,365856.4875,2256756.47,893.3518612,BS_INV-28_T_S01,1/28/2026
600111,365856.5059,2256758.379,893.2545131,BS_INV-28_T_S01,1/28/2026
600112,365849.4664,2256758.509,893.0148903,BS_INV-28_T_S01,1/28/2026
25223,366155.0464,2256739.06,886.171408,BS_INV-28_B_S01,1/28/2026
42561,366248.3933,2256933.936,885.894576,BS_INV-28_B_S01,1/28/2026
42562,366226.1442,2256933.957,886.3374,BS_INV-28_B_S01,1/28/2026
31251,366203.9177,2256934.015,886.727792,BS_INV-28_B_S01,1/28/2026
31252,366177.3199,2256933.988,887.150642,BS_INV-28_B_S01,1/28/2026
31253,366155.0774,2256934.005,887.361495,BS_INV-28_B_S01,1/28/2026
47844,366130.1965,2256933.97,887.571758,BS_INV-28_B_S01,1/28/2026
31254,366105.2484,2256934.017,887.716828,BS_INV-28_B_S01,1/28/2026
31255,366078.7171,2256934.005,887.736205,BS_INV-28_B_S01,1/28/2026
31256,366052.079,2256934.021,887.81808,BS_INV-28_B_S01,1/28/2026
31257,366025.496,2256933.959,888.10826,BS_INV-28_B_S01,1/28/2026
31258,365998.8766,2256934.056,888.509756,BS_INV-28_B_S01,1/28/2026
31259,365972.302,2256933.96,888.629163,BS_INV-28_B_S01,1/28/2026
31261,365945.7193,2256933.969,888.860446,BS_INV-28_B_S01,1/28/2026
31275,365919.1471,2256933.974,888.677025,BS_INV-28_B_S01,1/28/2026
45642,365892.5839,2256933.971,888.262438,BS_INV-28_B_S01,1/28/2026
42567,366248.3697,2256914.43,885.332409,BS_INV-28_B_S01,1/28/2026
42560,366226.162,2256914.475,885.847226,BS_INV-28_B_S01,1/28/2026
31176,366203.8847,2256914.48,886.225175,BS_INV-28_B_S01,1/28/2026
31177,366177.2974,2256914.475,886.465823,BS_INV-28_B_S01,1/28/2026
31178,366155.0848,2256914.438,886.921654,BS_INV-28_B_S01,1/28/2026
47845,366130.1911,2256914.5,886.99943,BS_INV-28_B_S01,1/28/2026
31196,366105.4171,2256914.558,887.219527,BS_INV-28_B_S01,1/28/2026
31212,366078.7154,2256914.543,887.296047,BS_INV-28_B_S01,1/28/2026
31213,366052.1544,2256914.551,887.46999,BS_INV-28_B_S01,1/28/2026
31214,366025.5141,2256914.61,887.759884,BS_INV-28_B_S01,1/28/2026
31247,365998.918,2256914.567,887.93642,BS_INV-28_B_S01,1/28/2026
31248,365972.2982,2256914.559,888.262476,BS_INV-28_B_S01,1/28/2026
31249,365945.7373,2256914.544,888.452332,BS_INV-28_B_S01,1/28/2026
31250,365919.0985,2256914.544,888.26899,BS_INV-28_B_S01,1/28/2026
45661,365892.5738,2256914.552,888.015344,BS_INV-28_B_S01,1/28/2026
42557,366248.4513,2256895.017,885.328656,BS_INV-28_B_S01,1/28/2026
42559,366226.2068,2256895.003,885.717655,BS_INV-28_B_S01,1/28/2026
31165,366203.975,2256894.896,886.109676,BS_INV-28_B_S01,1/28/2026
31166,366177.3952,2256895.041,886.13917,BS_INV-28_B_S01,1/28/2026
31167,366155.182,2256895.045,886.457158,BS_INV-28_B_S01,1/28/2026
47846,366130.2149,2256894.989,886.763581,BS_INV-28_B_S01,1/28/2026
31168,366105.3391,2256895.051,886.79104,BS_INV-28_B_S01,1/28/2026
31169,366078.7659,2256895.079,886.85547,BS_INV-28_B_S01,1/28/2026
31170,366052.1452,2256895.034,887.09823,BS_INV-28_B_S01,1/28/2026
31171,366025.4863,2256895.03,887.288472,BS_INV-28_B_S01,1/28/2026
31172,365998.8433,2256895.04,887.597045,BS_INV-28_B_S01,1/28/2026
31173,365972.365,2256895.003,888.12696,BS_INV-28_B_S01,1/28/2026
31174,365945.809,2256895.066,888.282884,BS_INV-28_B_S01,1/28/2026
31175,365919.2576,2256895.058,888.013052,BS_INV-28_B_S01,1/28/2026
45662,365892.5657,2256895.061,887.8113,BS_INV-28_B_S01,1/28/2026
42555,366248.3776,2256875.558,885.1397,BS_INV-28_B_S01,1/28/2026
42556,366226.2627,2256875.527,885.354056,BS_INV-28_B_S01,1/28/2026
31154,366203.9797,2256875.516,885.54063,BS_INV-28_B_S01,1/28/2026
31155,366177.3239,2256875.538,885.744934,BS_INV-28_B_S01,1/28/2026
31156,366155.0891,2256875.565,885.998885,BS_INV-28_B_S01,1/28/2026
47847,366130.2384,2256875.482,885.94321,BS_INV-28_B_S01,1/28/2026
31157,366105.2789,2256875.561,886.328802,BS_INV-28_B_S01,1/28/2026
31158,366078.7049,2256875.585,886.297972,BS_INV-28_B_S01,1/28/2026
31159,366052.1196,2256875.546,886.637309,BS_INV-28_B_S01,1/28/2026
31160,366025.506,2256875.563,886.939994,BS_INV-28_B_S01,1/28/2026
31161,365998.9431,2256875.57,887.28793,BS_INV-28_B_S01,1/28/2026
31162,365972.3363,2256875.548,887.90257,BS_INV-28_B_S01,1/28/2026
31163,365945.7783,2256875.501,888.033545,BS_INV-28_B_S01,1/28/2026
31164,365919.1774,2256875.514,887.663698,BS_INV-28_B_S01,1/28/2026
45663,365892.6662,2256875.514,887.3901,BS_INV-28_B_S01,1/28/2026
42553,366248.479,2256856.04,885.078636,BS_INV-28_B_S01,1/28/2026
42554,366226.2315,2256856.015,885.24849,BS_INV-28_B_S01,1/28/2026
31206,366203.9678,2256856.064,885.37304,BS_INV-28_B_S01,1/28/2026
31207,366177.3459,2256855.925,885.528402,BS_INV-28_B_S01,1/28/2026
31208,366155.1155,2256856.046,885.60349,BS_INV-28_B_S01,1/28/2026
47848,366130.2298,2256855.97,885.850952,BS_INV-28_B_S01,1/28/2026
31209,366105.2896,2256856.049,886.064656,BS_INV-28_B_S01,1/28/2026
31210,366078.7375,2256856.041,886.093476,BS_INV-28_B_S01,1/28/2026
31182,366052.1212,2256856.051,886.299496,BS_INV-28_B_S01,1/28/2026
31181,366025.5661,2256856.054,886.5782,BS_INV-28_B_S01,1/28/2026
31180,365998.9426,2256856.048,886.737404,BS_INV-28_B_S01,1/28/2026
31179,365972.3547,2256856.056,887.210483,BS_INV-28_B_S01,1/28/2026
31152,365945.7654,2256856.082,887.520909,BS_INV-28_B_S01,1/28/2026
31153,365919.2013,2256856.064,887.256795,BS_INV-28_B_S01,1/28/2026
45683,365892.6506,2256856.059,886.747956,BS_INV-28_B_S01,1/28/2026
42530,366248.5682,2256836.438,885.2826,BS_INV-28_B_S01,1/28/2026
42531,366226.1061,2256836.458,885.340198,BS_INV-28_B_S01,1/28/2026
31197,366203.8992,2256836.48,885.499828,BS_INV-28_B_S01,1/28/2026
31211,366177.297,2256836.454,885.668504,BS_INV-28_B_S01,1/28/2026
31198,366155.0708,2256836.466,885.807064,BS_INV-28_B_S01,1/28/2026
47849,366130.2141,2256836.474,885.953404,BS_INV-28_B_S01,1/28/2026
31199,366105.2685,2256836.532,886.160859,BS_INV-28_B_S01,1/28/2026
31200,366078.6318,2256836.448,886.199215,BS_INV-28_B_S01,1/28/2026
31201,366052.0534,2256836.459,886.474523,BS_INV-28_B_S01,1/28/2026
31202,366025.4262,2256836.498,886.492836,BS_INV-28_B_S01,1/28/2026
31203,365998.8591,2256836.469,886.690553,BS_INV-28_B_S01,1/28/2026
31204,365972.27,2256836.453,886.959118,BS_INV-28_B_S01,1/28/2026
31205,365945.6675,2256836.462,887.17107,BS_INV-28_B_S01,1/28/2026
42551,365919.1078,2256836.475,886.852792,BS_INV-28_B_S01,1/28/2026
42552,365892.5539,2256836.475,886.3633,BS_INV-28_B_S01,1/28/2026
4891,366248.4964,2256816.972,885.478488,BS_INV-28_B_S01,1/28/2026
4892,366226.2179,2256816.983,885.55192,BS_INV-28_B_S01,1/28/2026
4893,366203.9951,2256817.003,885.687584,BS_INV-28_B_S01,1/28/2026
4874,366177.3505,2256817.002,885.876415,BS_INV-28_B_S01,1/28/2026
4873,366155.1226,2256817.012,886.032112,BS_INV-28_B_S01,1/28/2026
6025,366130.2415,2256817.002,886.089966,BS_INV-28_B_S01,1/28/2026
4872,366105.2896,2256817.003,886.28508,BS_INV-28_B_S01,1/28/2026
4861,366078.7851,2256816.968,886.311356,BS_INV-28_B_S01,1/28/2026
4853,366051.978,2256816.982,886.3381,BS_INV-28_B_S01,1/28/2026
4854,366025.433,2256817,886.457906,BS_INV-28_B_S01,1/28/2026
4855,365998.8975,2256817.014,886.520442,BS_INV-28_B_S01,1/28/2026
4856,365972.2507,2256817.004,886.697193,BS_INV-28_B_S01,1/28/2026
4857,365945.6639,2256816.966,886.810084,BS_INV-28_B_S01,1/28/2026
4858,365919.0834,2256817.023,886.501511,BS_INV-28_B_S01,1/28/2026
4859,365892.4647,2256816.96,886.252196,BS_INV-28_B_S01,1/28/2026
4877,366248.458,2256797.521,885.721288,BS_INV-28_B_S01,1/28/2026
4878,366226.2111,2256797.482,885.77019,BS_INV-28_B_S01,1/28/2026
4879,366204.0027,2256797.504,885.832224,BS_INV-28_B_S01,1/28/2026
4880,366177.3599,2256797.477,886.04249,BS_INV-28_B_S01,1/28/2026
4881,366155.1081,2256797.484,886.097972,BS_INV-28_B_S01,1/28/2026
6026,366130.291,2256797.485,886.10857,BS_INV-28_B_S01,1/28/2026
4882,366105.2681,2256797.477,886.30438,BS_INV-28_B_S01,1/28/2026
4883,366078.7297,2256797.484,886.460587,BS_INV-28_B_S01,1/28/2026
4884,366052.151,2256797.482,886.332609,BS_INV-28_B_S01,1/28/2026
4885,366025.5554,2256797.477,886.35635,BS_INV-28_B_S01,1/28/2026
4886,365998.9458,2256797.505,886.5764,BS_INV-28_B_S01,1/28/2026
4887,365972.3499,2256797.451,886.60544,BS_INV-28_B_S01,1/28/2026
4888,365945.7143,2256797.475,886.796566,BS_INV-28_B_S01,1/28/2026
4889,365919.17,2256797.486,886.501701,BS_INV-28_B_S01,1/28/2026
4890,365892.6032,2256797.479,886.350847,BS_INV-28_B_S01,1/28/2026
4918,366367.7456,2256699.869,883.555526,BS_INV-28_B_S01,1/28/2026
4919,366341.1324,2256699.914,883.530864,BS_INV-28_B_S01,1/28/2026
4938,366314.5663,2256699.928,883.71661,BS_INV-28_B_S01,1/28/2026
4937,366288.0065,2256699.915,883.8614,BS_INV-28_B_S01,1/28/2026
4936,366261.3393,2256699.956,884.266214,BS_INV-28_B_S01,1/28/2026
4935,366234.7229,2256699.921,884.561194,BS_INV-28_B_S01,1/28/2026
4934,366208.1364,2256699.949,884.8326,BS_INV-28_B_S01,1/28/2026
4933,366181.5886,2256699.957,885.181926,BS_INV-28_B_S01,1/28/2026
4932,366155.0412,2256699.934,885.55039,BS_INV-28_B_S01,1/28/2026
6007,366130.1879,2256699.962,885.634048,BS_INV-28_B_S01,1/28/2026
4931,366105.1697,2256699.921,885.85295,BS_INV-28_B_S01,1/28/2026
4930,366078.5755,2256699.927,885.988,BS_INV-28_B_S01,1/28/2026
4929,366052.0444,2256699.917,886.128785,BS_INV-28_B_S01,1/28/2026
4928,366025.426,2256699.954,886.177785,BS_INV-28_B_S01,1/28/2026
4927,365998.8286,2256699.979,886.407228,BS_INV-28_B_S01,1/28/2026
4926,365972.2868,2256699.938,886.662179,BS_INV-28_B_S01,1/28/2026
4925,365945.6826,2256699.898,886.965936,BS_INV-28_B_S01,1/28/2026
4924,365919.0301,2256699.949,886.96772,BS_INV-28_B_S01,1/28/2026
4923,365892.5105,2256699.898,887.1359,BS_INV-28_B_S01,1/28/2026
42470,366367.7516,2256621.996,882.227722,BS_INV-28_B_S01,1/28/2026
42471,366341.2614,2256621.996,882.322904,BS_INV-28_B_S01,1/28/2026
34086,366314.6237,2256622.072,882.368432,BS_INV-28_B_S01,1/28/2026
34085,366288.048,2256622.041,882.443748,BS_INV-28_B_S01,1/28/2026
34084,366261.4165,2256622.053,882.71299,BS_INV-28_B_S01,1/28/2026
34083,366234.8622,2256622.064,883.215672,BS_INV-28_B_S01,1/28/2026
34082,366208.2646,2256622.024,883.687994,BS_INV-28_B_S01,1/28/2026
34081,366181.6562,2256622.065,884.074264,BS_INV-28_B_S01,1/28/2026
34080,366155.0899,2256622.054,884.555412,BS_INV-28_B_S01,1/28/2026
48080,366130.189,2256621.988,884.93788,BS_INV-28_B_S01,1/28/2026
34079,366105.2519,2256622.058,885.228931,BS_INV-28_B_S01,1/28/2026
34106,366078.6662,2256622.066,885.498024,BS_INV-28_B_S01,1/28/2026
34107,366052.029,2256622.093,885.78722,BS_INV-28_B_S01,1/28/2026
34108,366025.4501,2256622.075,886.076673,BS_INV-28_B_S01,1/28/2026
34109,365998.8696,2256622.082,886.351318,BS_INV-28_B_S01,1/28/2026
34137,365972.2617,2256622.065,886.500363,BS_INV-28_B_S01,1/28/2026
34136,365945.6765,2256622.065,886.637668,BS_INV-28_B_S01,1/28/2026
34135,365919.1289,2256622.101,886.593055,BS_INV-28_B_S01,1/28/2026
45581,365892.4972,2256622.076,886.77796,BS_INV-28_B_S01,1/28/2026
42472,366367.7473,2256602.478,882.282392,BS_INV-28_B_S01,1/28/2026
42473,366341.2034,2256602.495,882.129,BS_INV-28_B_S01,1/28/2026
34134,366314.6448,2256602.473,882.145,BS_INV-28_B_S01,1/28/2026
34133,366288.0112,2256602.505,882.152628,BS_INV-28_B_S01,1/28/2026
34132,366261.4402,2256602.463,882.567396,BS_INV-28_B_S01,1/28/2026
34131,366234.8565,2256602.502,882.92226,BS_INV-28_B_S01,1/28/2026
34130,366208.2585,2256602.512,883.379222,BS_INV-28_B_S01,1/28/2026
34129,366181.6376,2256602.469,883.847544,BS_INV-28_B_S01,1/28/2026
34128,366155.0735,2256602.51,884.297385,BS_INV-28_B_S01,1/28/2026
48081,366130.2483,2256602.488,884.688632,BS_INV-28_B_S01,1/28/2026
34127,366105.2836,2256602.507,885.03746,BS_INV-28_B_S01,1/28/2026
34126,366078.6611,2256602.457,885.370036,BS_INV-28_B_S01,1/28/2026
34125,366052.0941,2256602.508,885.627027,BS_INV-28_B_S01,1/28/2026
34138,366025.4727,2256602.475,885.930972,BS_INV-28_B_S01,1/28/2026
34124,365998.9399,2256602.471,886.113721,BS_INV-28_B_S01,1/28/2026
34122,365972.3589,2256602.494,886.275184,BS_INV-28_B_S01,1/28/2026
34121,365945.7086,2256602.523,886.339771,BS_INV-28_B_S01,1/28/2026
34120,365919.1691,2256602.491,886.35391,BS_INV-28_B_S01,1/28/2026
45582,365892.471,2256602.468,886.474111,BS_INV-28_B_S01,1/28/2026
42489,366367.7175,2256583.053,882.071513,BS_INV-28_B_S01,1/28/2026
42488,366341.2541,2256583.027,882.369798,BS_INV-28_B_S01,1/28/2026
34119,366314.5901,2256583.005,882.0811,BS_INV-28_B_S01,1/28/2026
34118,366287.9752,2256583.013,882.125216,BS_INV-28_B_S01,1/28/2026
34117,366261.4763,2256582.985,882.2308,BS_INV-28_B_S01,1/28/2026
34116,366234.8556,2256582.981,882.53226,BS_INV-28_B_S01,1/28/2026
34115,366208.2265,2256583.035,882.9282,BS_INV-28_B_S01,1/28/2026
34114,366181.6746,2256583.03,883.550302,BS_INV-28_B_S01,1/28/2026
34113,366155.0618,2256583,883.895494,BS_INV-28_B_S01,1/28/2026
48082,366130.1561,2256583.005,884.246691,BS_INV-28_B_S01,1/28/2026
34112,366105.2951,2256583.091,884.664935,BS_INV-28_B_S01,1/28/2026
34111,366078.6661,2256583.022,885.2419,BS_INV-28_B_S01,1/28/2026
34110,366052.0976,2256583.015,885.488874,BS_INV-28_B_S01,1/28/2026
34171,366025.4573,2256583.049,885.88467,BS_INV-28_B_S01,1/28/2026
34204,365998.8512,2256583.021,885.728216,BS_INV-28_B_S01,1/28/2026
34298,365972.2704,2256582.993,886.0605,BS_INV-28_B_S01,1/28/2026
34205,365945.7325,2256583.009,886.114904,BS_INV-28_B_S01,1/28/2026
34296,365919.1263,2256583.034,885.965832,BS_INV-28_B_S01,1/28/2026
45583,365892.4844,2256583.033,886.033542,BS_INV-28_B_S01,1/28/2026
4322,366367.7525,2256563.514,882.1783,BS_INV-28_B_S01,1/28/2026
4334,366341.1785,2256563.48,881.92974,BS_INV-28_B_S01,1/28/2026
4344,366314.5514,2256563.511,882.058438,BS_INV-28_B_S01,1/28/2026
4335,366287.9614,2256563.479,882.04296,BS_INV-28_B_S01,1/28/2026
4353,366261.3763,2256563.505,882.057997,BS_INV-28_B_S01,1/28/2026
4352,366234.8355,2256563.52,882.412975,BS_INV-28_B_S01,1/28/2026
4351,366208.2578,2256563.478,882.90514,BS_INV-28_B_S01,1/28/2026
4350,366181.5806,2256563.499,883.388006,BS_INV-28_B_S01,1/28/2026
4349,366155.0888,2256563.459,883.860428,BS_INV-28_B_S01,1/28/2026
6015,366130.0901,2256563.458,884.051334,BS_INV-28_B_S01,1/28/2026
4348,366105.2243,2256563.464,884.535968,BS_INV-28_B_S01,1/28/2026
4347,366078.7038,2256563.443,885.0925,BS_INV-28_B_S01,1/28/2026
4346,366052.0146,2256563.467,885.558575,BS_INV-28_B_S01,1/28/2026
4354,366025.4849,2256563.463,885.7536,BS_INV-28_B_S01,1/28/2026
4345,365998.9154,2256563.472,886.01,BS_INV-28_B_S01,1/28/2026
4343,365972.291,2256563.454,885.836832,BS_INV-28_B_S01,1/28/2026
4342,365945.7239,2256563.456,885.981575,BS_INV-28_B_S01,1/28/2026
4341,365919.1051,2256563.432,885.975623,BS_INV-28_B_S01,1/28/2026
4340,365892.4443,2256563.449,886.000182,BS_INV-28_B_S01,1/28/2026
4339,366367.8013,2256544.016,882.0856,BS_INV-28_B_S01,1/28/2026
4338,366341.1813,2256543.996,881.9581,BS_INV-28_B_S01,1/28/2026
4337,366314.6119,2256544.035,882.190892,BS_INV-28_B_S01,1/28/2026
4336,366288.0629,2256543.985,882.352645,BS_INV-28_B_S01,1/28/2026
4399,366261.4204,2256543.995,882.447,BS_INV-28_B_S01,1/28/2026
4400,366234.7988,2256544.052,882.4762,BS_INV-28_B_S01,1/28/2026
4401,366208.1573,2256543.953,882.793373,BS_INV-28_B_S01,1/28/2026
4402,366181.6301,2256544.006,883.240005,BS_INV-28_B_S01,1/28/2026
4465,366155.0259,2256543.973,883.79465,BS_INV-28_B_S01,1/28/2026
6014,366130.1307,2256543.961,884.143556,BS_INV-28_B_S01,1/28/2026
4464,366105.2377,2256543.97,884.455511,BS_INV-28_B_S01,1/28/2026
4463,366078.6404,2256543.949,885.0026,BS_INV-28_B_S01,1/28/2026
4462,366052.0435,2256543.984,885.347141,BS_INV-28_B_S01,1/28/2026
4461,366025.3824,2256543.994,885.543695,BS_INV-28_B_S01,1/28/2026
4460,365998.8762,2256544.01,885.654006,BS_INV-28_B_S01,1/28/2026
4459,365972.2687,2256543.99,885.712367,BS_INV-28_B_S01,1/28/2026
4458,365945.6254,2256544.01,885.706978,BS_INV-28_B_S01,1/28/2026
4466,365919.0982,2256544.011,885.692539,BS_INV-28_B_S01,1/28/2026
4457,365892.5375,2256544.024,885.641,BS_INV-28_B_S01,1/28/2026
42536,366248.534,2256505.025,882.406682,BS_INV-28_B_S01,1/28/2026
42537,366226.216,2256505.061,882.0913,BS_INV-28_B_S01,1/28/2026
31073,366204.0106,2256505.048,882.469017,BS_INV-28_B_S01,1/28/2026
31074,366177.3974,2256505.056,883.080638,BS_INV-28_B_S01,1/28/2026
31075,366155.1612,2256505.071,883.431162,BS_INV-28_B_S01,1/28/2026
47859,366130.2187,2256504.959,883.930589,BS_INV-28_B_S01,1/28/2026
31076,366105.3193,2256505.081,884.444807,BS_INV-28_B_S01,1/28/2026
31077,366078.7358,2256505.018,884.752374,BS_INV-28_B_S01,1/28/2026
31078,366052.1685,2256505.024,884.942924,BS_INV-28_B_S01,1/28/2026
31079,366025.6251,2256505.034,885.190765,BS_INV-28_B_S01,1/28/2026
31080,365999.0037,2256505.029,885.2527,BS_INV-28_B_S01,1/28/2026
31081,365972.4448,2256504.991,885.278508,BS_INV-28_B_S01,1/28/2026
31082,365945.8019,2256505.015,885.126268,BS_INV-28_B_S01,1/28/2026
31083,365919.2028,2256505.024,885.0251,BS_INV-28_B_S01,1/28/2026
15066,365580.1291,2256914.583,883.159887,BS_INV-28_B_S01,1/28/2026
47455,366130.1878,2256738.972,886.210225,BS_INV-28_B_S01,1/28/2026
45634,365892.631,2256505.06,884.912484,BS_INV-28_B_S01,1/28/2026
42534,366248.6062,2256485.529,882.37187,BS_INV-28_B_S01,1/28/2026
25222,366105.1932,2256739.042,886.271576,BS_INV-28_B_S01,1/28/2026
42535,366226.2813,2256485.521,882.27338,BS_INV-28_B_S01,1/28/2026
25221,366082.9808,2256739.005,886.288452,BS_INV-28_B_S01,1/28/2026
31062,366203.9775,2256485.518,882.432888,BS_INV-28_B_S01,1/28/2026
31063,366177.3981,2256485.517,882.750449,BS_INV-28_B_S01,1/28/2026
25220,366056.4223,2256739.022,886.393409,BS_INV-28_B_S01,1/28/2026
31064,366155.1759,2256485.506,883.246525,BS_INV-28_B_S01,1/28/2026
41367,366034.13,2256739.022,886.3957,BS_INV-28_B_S01,1/28/2026
47875,366130.207,2256485.473,883.491686,BS_INV-28_B_S01,1/28/2026
41366,366011.9512,2256738.967,886.533351,BS_INV-28_B_S01,1/28/2026
31065,366105.3794,2256485.528,884.1404,BS_INV-28_B_S01,1/28/2026
41373,366367.7754,2256719.481,883.87679,BS_INV-28_B_S01,1/28/2026
31066,366078.7656,2256485.522,884.566444,BS_INV-28_B_S01,1/28/2026
41372,366341.1645,2256719.506,884.060766,BS_INV-28_B_S01,1/28/2026
31067,366052.1526,2256485.518,884.789019,BS_INV-28_B_S01,1/28/2026
25176,366314.6002,2256719.505,884.31951,BS_INV-28_B_S01,1/28/2026
31068,366025.6392,2256485.529,884.979246,BS_INV-28_B_S01,1/28/2026
25175,366287.9902,2256719.488,884.51012,BS_INV-28_B_S01,1/28/2026
15065,365553.5761,2256914.609,882.984793,BS_INV-28_B_S01,1/28/2026
25174,366261.4304,2256719.492,884.835787,BS_INV-28_B_S01,1/28/2026
15064,365526.9255,2256914.589,882.9301,BS_INV-28_B_S01,1/28/2026
25173,366234.8554,2256719.499,885.11196,BS_INV-28_B_S01,1/28/2026
25200,366208.26,2256719.524,885.26245,BS_INV-28_B_S01,1/28/2026
15063,365500.4139,2256914.573,882.787987,BS_INV-28_B_S01,1/28/2026
25201,366181.6316,2256719.491,885.663632,BS_INV-28_B_S01,1/28/2026
15062,365473.7911,2256914.58,882.6377,BS_INV-28_B_S01,1/28/2026
25202,366155.0516,2256719.483,885.720142,BS_INV-28_B_S01,1/28/2026
15061,365447.1801,2256914.567,882.49238,BS_INV-28_B_S01,1/28/2026
47456,366130.114,2256719.518,885.969081,BS_INV-28_B_S01,1/28/2026
15060,365420.6013,2256914.578,882.376027,BS_INV-28_B_S01,1/28/2026
25203,366105.1782,2256719.529,885.991065,BS_INV-28_B_S01,1/28/2026
39924,365394.004,2256914.552,882.1379,BS_INV-28_B_S01,1/28/2026
39923,365367.385,2256914.564,881.868,BS_INV-28_B_S01,1/28/2026
44228,365842.6889,2256894.996,886.652963,BS_INV-28_B_S01,1/28/2026
15059,365816.0526,2256895.025,886.160526,BS_INV-28_B_S01,1/28/2026
31070,365998.9731,2256485.566,884.890422,BS_INV-28_B_S01,1/28/2026
25231,366083.0142,2256719.502,886.172895,BS_INV-28_B_S01,1/28/2026
15058,365789.4192,2256895.057,885.759444,BS_INV-28_B_S01,1/28/2026
31084,365972.3819,2256485.518,885.009556,BS_INV-28_B_S01,1/28/2026
25230,366056.4429,2256719.533,886.06913,BS_INV-28_B_S01,1/28/2026
15071,365762.8719,2256895.077,885.22937,BS_INV-28_B_S01,1/28/2026
31071,365945.7735,2256485.561,884.880591,BS_INV-28_B_S01,1/28/2026
41371,366034.1848,2256719.502,886.213895,BS_INV-28_B_S01,1/28/2026
15088,365736.2924,2256895.12,884.9479,BS_INV-28_B_S01,1/28/2026
31072,365919.1914,2256485.518,884.65962,BS_INV-28_B_S01,1/28/2026
41370,366011.9192,2256719.449,886.511586,BS_INV-28_B_S01,1/28/2026
15103,365709.8022,2256895.007,884.5448,BS_INV-28_B_S01,1/28/2026
45635,365892.5758,2256485.511,884.52702,BS_INV-28_B_S01,1/28/2026
4922,366367.7148,2256680.458,882.790506,BS_INV-28_B_S01,1/28/2026
4921,366341.1726,2256680.425,882.788266,BS_INV-28_B_S01,1/28/2026
40863,366248.4444,2256466.037,882.3626,BS_INV-28_B_S01,1/28/2026
4920,366314.5288,2256680.454,883.04682,BS_INV-28_B_S01,1/28/2026
15089,365683.1468,2256895.063,883.990518,BS_INV-28_B_S01,1/28/2026
40864,366226.2338,2256466.086,882.193024,BS_INV-28_B_S01,1/28/2026
4897,366288.0074,2256680.442,883.327664,BS_INV-28_B_S01,1/28/2026
15117,365656.6293,2256895.037,883.73389,BS_INV-28_B_S01,1/28/2026
21257,366203.9471,2256466.008,882.056142,BS_INV-28_B_S01,1/28/2026
4939,366261.3941,2256680.488,883.593953,BS_INV-28_B_S01,1/28/2026
15116,365629.9166,2256895.053,883.558755,BS_INV-28_B_S01,1/28/2026
21244,366177.31,2256466.043,882.64044,BS_INV-28_B_S01,1/28/2026
4896,366234.8045,2256680.459,883.944868,BS_INV-28_B_S01,1/28/2026
46675,365605.0058,2256895.013,883.1375,BS_INV-28_B_S01,1/28/2026
21245,366155.1099,2256466.044,882.7346,BS_INV-28_B_S01,1/28/2026
4894,366208.1948,2256680.523,884.254196,BS_INV-28_B_S01,1/28/2026
15115,365580.0133,2256895.057,883.112683,BS_INV-28_B_S01,1/28/2026
47131,366130.1607,2256465.957,883.123104,BS_INV-28_B_S01,1/28/2026
4870,366181.6349,2256680.463,884.5772,BS_INV-28_B_S01,1/28/2026
15114,365553.5164,2256895.072,882.926598,BS_INV-28_B_S01,1/28/2026
21246,366105.2787,2256466.052,883.629844,BS_INV-28_B_S01,1/28/2026
4869,366155.0646,2256680.512,884.92171,BS_INV-28_B_S01,1/28/2026
21247,366078.6451,2256466.046,884.054486,BS_INV-28_B_S01,1/28/2026
6024,366130.1264,2256680.477,885.186285,BS_INV-28_B_S01,1/28/2026
15113,365526.9131,2256895.054,882.796723,BS_INV-28_B_S01,1/28/2026
21248,366052.1007,2256466.035,884.28732,BS_INV-28_B_S01,1/28/2026
4868,366105.1756,2256680.477,885.371247,BS_INV-28_B_S01,1/28/2026
15112,365500.2268,2256895.061,882.583318,BS_INV-28_B_S01,1/28/2026
21249,366025.513,2256466.044,884.523804,BS_INV-28_B_S01,1/28/2026
4867,366078.6057,2256680.482,885.656556,BS_INV-28_B_S01,1/28/2026
15111,365473.5991,2256895.054,882.4746,BS_INV-28_B_S01,1/28/2026
21250,365998.9359,2256466.052,884.496452,BS_INV-28_B_S01,1/28/2026
4866,366052.0177,2256680.415,885.693398,BS_INV-28_B_S01,1/28/2026
15110,365447.0867,2256895.032,882.61968,BS_INV-28_B_S01,1/28/2026
21251,365972.2983,2256466.046,884.520934,BS_INV-28_B_S01,1/28/2026
