UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned,,,,,,,,,
524,367742.46,2256740.501,883.135,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
536,367479.941,2256740.529,880.498,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1079,367025.473,2257306.05,879.683,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1080,367052.026,2257305.986,881.893,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1081,367074.234,2257305.995,883.039,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1082,367124.193,2257305.911,883.459,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1083,367150.612,2257306.016,883.252,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1084,367177.408,2257305.98,882.821,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1085,367203.882,2257305.987,883.543,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1086,367230.438,2257306.064,883.145,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1087,367003.236,2257306.038,879.931,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1088,367256.919,2257306.035,884.011,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1089,367310.186,2257305.95,883.853,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1090,367336.824,2257305.912,883.923,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1091,366980.922,2257325.542,879.734,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1092,367003.119,2257325.542,877.15,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1093,367025.425,2257325.536,880.02,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1094,367052.037,2257325.516,881.705,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1095,367074.382,2257325.539,882.212,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1096,367124.07,2257325.618,882.919,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1097,367283.607,2257305.952,884.264,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1098,366981.026,2257305.984,880.515,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1099,367336.738,2256662.497,879.372,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1100,367310.135,2256662.451,880.291,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1101,367177.254,2256643.086,883.428,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1102,367203.713,2256642.962,882.985,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1103,367230.343,2256642.937,882.19,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1104,367256.916,2256642.958,881.631,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1105,367283.489,2256642.945,880.742,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1106,367309.992,2256642.998,880.102,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1107,367336.656,2256642.895,879.321,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1108,366980.839,2256662.418,884.588,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1109,367002.959,2256662.547,884.88,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1110,367025.321,2256662.492,884.953,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1111,367052.007,2256662.517,885.157,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1112,367074.203,2256662.38,885.154,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1113,367123.928,2256662.513,884.557,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1114,367150.521,2256662.5,883.202,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1115,367177.179,2256662.444,883.426,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1116,367203.765,2256662.479,883.051,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1117,367230.339,2256662.586,882.746,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1118,367256.833,2256662.429,881.882,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1119,367283.432,2256662.508,881.133,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1120,367150.674,2257325.61,882.932,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1121,367150.545,2256642.997,884.175,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1122,367177.281,2257325.477,883.124,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1123,367230.572,2257325.526,883.843,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1146,367257.136,2257325.482,884.14,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1147,367283.762,2257325.41,882.891,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1148,367310.207,2257325.577,884.026,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1149,367336.827,2257325.419,883.854,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1165,367203.84,2257325.504,883.012,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1167,367123.998,2256642.927,884.731,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1168,367051.962,2256642.97,885.152,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1211,367074.154,2256642.91,885.206,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1229,366980.89,2256642.898,884.269,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1230,367003.013,2256643.028,884.598,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1231,367025.274,2256642.974,884.932,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1528,367177.289,2257423.072,881.425,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1529,367203.558,2257422.943,882.257,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1530,367230.42,2257423.046,883.495,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1531,367257.048,2257423.044,884.182,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1532,367283.586,2257423.051,884.358,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1533,367310.258,2257422.893,884.144,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1534,367336.801,2257422.881,883.906,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1536,367150.717,2257423.104,881.056,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1547,367124.12,2257423.091,881.139,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1548,367074.343,2257423.065,880.03,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1549,367047.682,2257423.08,880.962,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1550,367021.067,2257442.584,880.051,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1551,367047.666,2257442.609,880.055,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1552,367074.205,2257442.63,880.393,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1553,367124.139,2257442.653,880.185,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1554,367150.667,2257442.533,880.073,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1555,367177.299,2257442.576,879.895,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1556,367203.901,2257442.554,881.996,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1557,367230.404,2257442.636,883.049,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1558,367257.003,2257442.573,883.899,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1559,367283.587,2257442.532,884.471,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1560,367310.395,2257442.542,883.646,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1561,367336.84,2257442.585,883.484,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1562,366861.719,2257422.79,882.169,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1563,366888.128,2257423.048,881.398,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1564,366914.756,2257423.051,880.501,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1565,366941.347,2257423.065,879.095,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1566,366967.909,2257423.048,880.343,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1567,366994.527,2257423.007,878.875,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1568,367021.122,2257423.09,880.382,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1705,366994.443,2257442.53,879.868,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1795,366967.906,2257442.559,879.981,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1796,366941.298,2257442.542,879.748,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
1797,366914.748,2257442.531,881.097,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2039,366861.541,2257442.472,882.903,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2040,366888.173,2257442.535,881.509,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2180,367047.691,2257364.558,877.703,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2181,367021.083,2257364.499,880.122,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2182,366994.497,2257364.557,877.973,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2183,366967.881,2257364.542,880.783,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2184,366941.289,2257364.521,880.883,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2185,366914.693,2257364.581,880.425,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2186,366888.14,2257364.541,879.947,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2187,366861.583,2257364.572,880.84,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2243,367074.317,2257364.521,881.021,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2244,367124.127,2257364.541,881.15,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2245,367146.326,2257364.549,881.818,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2246,367172.742,2257364.339,882.621,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2294,367217.509,2257344.876,883.391,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2295,367195.172,2257345.012,883.353,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2296,367172.714,2257344.971,883.068,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2297,367146.324,2257345.16,882.513,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2298,367124.095,2257344.972,881.978,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2299,367074.15,2257345.047,881.118,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2301,367047.734,2257345.078,880.24,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2302,366994.439,2257345.05,877.992,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2303,366967.9,2257345.035,879.79,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2304,366941.303,2257345.04,880.837,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2305,366914.69,2257345.046,880.858,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2306,366888.098,2257345.109,880.862,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2307,366861.574,2257345.036,880.916,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2308,367217.475,2257364.481,884.012,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2309,367195.122,2257364.459,883.417,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
2310,367021.07,2257345.033,878.178,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5771,367504.854,2256740.436,879.848,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5807,367504.9,2256759.999,880.367,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5815,367099.145,2256642.979,884.966,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5816,367099.091,2256662.421,884.841,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5817,367099.176,2257306.06,883.631,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5818,367099.191,2257325.549,882.691,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5835,367099.205,2257442.638,880.133,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5879,367099.212,2257345.065,881.775,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5880,367099.202,2257364.577,881.125,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
5919,367099.169,2257423.086,879.4,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13786,367025.264,2256798.891,884.24,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13787,367025.206,2256857.479,883.754,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13788,367051.869,2256857.482,883.477,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13789,367074.17,2256857.429,883.226,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13790,367123.992,2256857.521,883.05,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13791,367150.543,2256857.543,882.885,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13792,367177.133,2256857.465,882.696,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13793,367203.793,2256857.446,882.428,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13794,367230.359,2256857.441,882.46,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13795,367256.962,2256857.491,882.629,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13796,367283.569,2256857.452,882.738,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13797,367310.139,2256857.47,882.929,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13798,367025.37,2256876.97,883.431,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13799,367051.861,2256876.939,883.218,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13800,367310.184,2256837.988,882.846,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13801,367074.1,2256876.936,883.187,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13802,367150.545,2256876.946,882.606,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13803,367177.198,2256876.923,882.427,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13804,367203.703,2256876.951,882.377,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13805,367230.347,2256876.941,882.371,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13806,367256.93,2256876.967,882.504,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13807,367283.564,2256876.961,882.57,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13808,367310.125,2256877.016,882.764,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13809,367025.297,2256896.43,883.363,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13810,367051.853,2256896.44,883.019,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13811,367074.192,2256896.472,882.928,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13812,367123.984,2256896.452,882.654,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13813,367150.591,2256896.433,882.703,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13814,367177.184,2256896.425,882.613,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13815,367123.946,2256876.927,882.901,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13817,367283.481,2256837.958,882.657,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13818,367230.334,2256837.958,882.507,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13819,367051.865,2256798.84,884.121,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13820,367074.178,2256798.935,883.796,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13821,367123.993,2256798.905,883.592,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13822,367150.59,2256798.92,883.397,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13823,367177.158,2256798.884,883.164,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13824,367203.74,2256798.904,882.991,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13825,367230.368,2256798.939,883.008,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13826,367256.961,2256798.887,882.983,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13827,367283.53,2256798.977,882.833,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13828,367310.201,2256798.93,883.096,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13829,367025.271,2256818.364,884.039,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13830,367051.884,2256818.418,883.807,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13831,367074.183,2256818.406,883.548,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13832,367256.937,2256837.934,882.633,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13833,367123.981,2256818.398,883.375,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13834,367177.129,2256818.396,882.954,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13835,367203.729,2256818.399,882.759,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13836,367230.309,2256818.401,882.629,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13837,367256.935,2256818.414,882.861,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13838,367283.558,2256818.37,882.873,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13839,367310.113,2256818.373,883.07,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13840,367025.315,2256837.941,883.987,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13841,367051.885,2256837.94,883.628,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13842,367074.156,2256837.931,883.625,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13843,367123.942,2256837.951,883.248,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13844,367150.587,2256837.954,882.936,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13845,367177.116,2256837.954,882.771,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13846,367203.744,2256837.964,882.633,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13847,367150.522,2256818.462,883.216,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13848,367203.806,2256896.438,882.597,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13975,367230.361,2256896.438,882.61,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13976,367257.036,2256896.435,882.702,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13977,367283.515,2256896.442,882.629,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13978,367256.979,2257539.916,882.541,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13979,367283.586,2257539.963,882.871,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13980,367310.185,2257539.938,881.73,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13981,366914.687,2257559.437,881.605,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13982,366941.312,2257559.507,879.982,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13983,366967.833,2257559.468,880.618,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13984,366994.497,2257559.441,878.262,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13985,367021.045,2257559.504,880,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13986,367047.596,2257559.47,880.11,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13987,367074.173,2257559.355,879.842,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13988,367124.021,2257559.441,879.881,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13989,367150.615,2257559.49,880.532,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13990,367177.231,2257559.456,877.916,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13991,367203.841,2257559.465,881.767,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13992,367230.401,2257559.478,882.721,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13993,367257.032,2257559.498,882.878,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13994,367283.558,2257559.463,882.835,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
13995,367310.175,2257559.438,881.677,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14005,367230.456,2257539.983,882.402,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14006,367203.88,2257539.894,881.186,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14007,367177.262,2257539.957,879.264,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14008,367150.685,2257539.959,879.311,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14009,367203.796,2257130.468,884.586,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14010,367230.298,2257130.469,884.368,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14011,367256.957,2257130.461,884.529,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14012,367283.552,2257130.448,884.396,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14013,367310.177,2257130.48,884.194,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14014,366914.672,2257520.53,881.191,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14015,366941.283,2257520.537,878.863,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14016,366967.85,2257520.454,880.211,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14017,366994.472,2257520.471,879.014,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14018,367021.067,2257520.476,881.106,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14019,367047.647,2257520.512,879.692,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14020,367074.277,2257520.467,880.108,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14021,367124.019,2257520.51,880.85,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14023,367150.646,2257520.478,880.85,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14024,367203.871,2257520.494,879.573,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14025,367230.415,2257520.462,882.081,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14026,367256.991,2257520.504,882.176,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14027,367283.608,2257520.464,883.009,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14028,367310.272,2257520.49,882.625,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14029,366914.611,2257539.895,881.4,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14030,366941.251,2257540.051,880.828,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14031,366967.866,2257539.95,880.743,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14032,366994.475,2257540.052,880.371,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14033,367021.011,2257540.042,879.84,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14034,367047.62,2257540.009,880.466,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14035,367074.239,2257539.961,879.855,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14036,367124.043,2257540.028,879.781,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14037,367177.257,2257520.531,879.076,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14070,367177.172,2257130.468,884.832,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14102,367150.564,2257130.513,885.051,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14103,367124.027,2257130.506,884.806,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14104,367074.242,2257130.472,882.808,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14105,367283.6,2256954.895,883.45,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14106,367310.208,2256954.94,883.381,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14107,367025.357,2256974.414,883.017,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14108,367051.964,2256974.452,882.75,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14109,367074.201,2256974.502,882.744,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14110,367124.024,2256974.492,883.309,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14111,367150.555,2256974.475,883.352,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14112,367177.228,2256974.476,883.667,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14113,367203.815,2256974.438,883.952,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14114,367230.376,2256974.44,883.945,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14115,367257.026,2256974.531,883.92,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14116,367283.537,2256974.449,883.551,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14117,367310.14,2256974.522,883.353,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14118,367257.017,2256954.997,883.637,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14119,367025.39,2256993.979,882.858,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14120,367074.21,2256993.867,882.981,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14121,367124.051,2256993.929,883.393,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14122,367150.642,2256993.976,883.52,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14123,367177.228,2256993.976,883.843,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14124,367203.795,2256993.943,884.113,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14125,367230.417,2256993.916,884.249,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14126,367256.999,2256993.969,883.947,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14127,367283.609,2256993.964,883.69,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14128,367310.119,2256994.007,883.549,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14129,367025.42,2257013.445,882.797,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14130,367051.949,2257013.432,883.348,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14131,367074.24,2257013.398,883.494,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14132,367124.015,2257013.431,883.492,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14133,367051.941,2256993.958,883.007,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14134,367150.663,2257013.438,884.06,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14135,367230.388,2256954.962,883.539,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14136,367177.206,2256954.96,883.535,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14137,367310.167,2256896.45,882.72,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14138,367025.302,2256915.94,883.083,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14139,367051.898,2256915.938,882.886,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14140,367074.151,2256915.951,883.055,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14141,367123.993,2256915.947,883.141,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14142,367150.573,2256915.918,882.911,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14143,367177.197,2256915.92,882.984,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14144,367203.755,2256915.931,882.972,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14145,367230.372,2256915.933,882.963,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14146,367256.961,2256915.919,882.916,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14147,367283.524,2256915.934,882.704,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14148,367310.082,2256915.914,882.903,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14149,367025.329,2256935.408,882.946,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
14150,367203.776,2256954.941,883.634,BS_INV-25_B_S02,1/8/2026,,,,,,,,,
