UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned,,,,,,,,,
18715,367283.648,2257188.904,888.4,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18716,367074.154,2257149.941,886.888,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18717,367124.082,2257149.949,888.456,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18718,367150.632,2257149.953,888.939,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18719,367177.189,2257149.902,888.949,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18720,367203.799,2257149.897,888.887,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18721,367230.405,2257149.928,888.651,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18722,367256.957,2257149.949,888.563,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18723,367283.644,2257149.933,888.715,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18724,367310.202,2257149.949,888.58,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18725,367025.343,2257286.485,886.499,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18726,367052.158,2257286.472,886.908,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18727,367074.294,2257286.488,887.537,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18728,367124.054,2257286.568,888.083,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18729,367230.449,2257247.509,888.472,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18730,367150.62,2257286.54,887.972,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18731,367203.806,2257286.588,888.025,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18732,367230.409,2257286.531,888.201,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18733,367257.069,2257286.549,888.301,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18734,367283.626,2257286.476,888.218,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18735,367025.383,2257188.913,886.349,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18736,367051.985,2257188.948,886.53,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18737,367074.189,2257189.042,886.932,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18738,367123.969,2257188.909,888.102,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18739,367150.626,2257188.899,888.471,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18740,367177.22,2257188.983,888.595,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18741,367203.716,2257188.894,888.339,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18742,367230.355,2257188.867,888.361,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18743,367256.926,2257188.924,888.317,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18744,367177.24,2257286.497,887.927,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18745,367257.122,2257247.423,888.547,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18746,367283.64,2257247.477,888.689,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18747,367310.254,2257247.487,888.683,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18780,367025.38,2257208.379,886.314,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18781,367052.029,2257208.475,886.473,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18782,367074.375,2257208.504,886.833,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18783,367124.153,2257208.467,888.093,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18784,367150.657,2257208.531,888.488,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18785,367177.328,2257208.487,888.704,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18786,367203.913,2257208.466,888.553,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18787,367230.512,2257208.479,888.431,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18788,367257.144,2257208.399,888.396,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18789,367283.709,2257208.485,888.467,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18790,367310.209,2257208.487,888.578,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18791,367025.446,2257227.937,886.294,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18792,367052.081,2257227.95,886.584,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18794,367074.361,2257228.038,886.813,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18795,367150.695,2257228.036,888.622,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18796,367177.289,2257228.033,888.607,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18797,367203.956,2257227.937,888.456,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18798,367230.479,2257227.944,888.465,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18799,367257.139,2257227.965,888.406,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18800,367283.682,2257227.971,888.643,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18801,367310.198,2257228.003,888.651,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
18808,367124.121,2257228.011,888.234,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35754,367025.344,2256720.91,889.261,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35755,367051.907,2256720.881,889.01,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35756,367074.095,2256720.925,888.971,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35757,367124.057,2256720.893,888.532,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35758,367150.62,2256720.92,888.372,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35759,367177.264,2256720.952,888.345,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35777,367203.727,2256720.971,888.005,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35793,367230.302,2256720.976,887.859,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35794,367256.904,2256720.946,887.412,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35795,367283.528,2256720.883,886.862,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35828,367431.259,2257286.448,885.944,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35829,367457.691,2257286.447,885.977,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35830,367480.019,2257286.469,886.043,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35831,367529.779,2257286.503,887.121,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35832,367556.469,2257286.452,888.023,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35833,367583.053,2257286.512,888.601,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35834,367609.588,2257286.452,888.909,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35835,367636.19,2257286.458,888.971,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35836,367662.77,2257286.483,888.878,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35837,367689.309,2257286.506,888.73,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35838,367431.188,2257306.014,886.154,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35839,367457.764,2257305.989,886.278,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35840,367480.069,2257306.017,886.309,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35842,367529.797,2257306.012,887.265,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35843,367583.002,2257306.061,888.666,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35844,367609.553,2257305.96,888.814,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35845,367636.144,2257306.075,888.795,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35846,367662.725,2257306.021,888.81,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35847,367689.336,2257305.947,888.608,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
35856,367556.385,2257305.957,888.138,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37066,367689.414,2257579.009,888.474,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37131,367662.682,2257578.932,888.393,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37132,367609.686,2257578.929,888.374,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37220,367408.783,2256798.869,887.222,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37221,367431.03,2256798.96,887.063,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37222,367457.657,2256798.901,886.49,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37223,367479.865,2256798.885,885.955,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37257,367529.832,2256798.948,885.329,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37384,367556.418,2256798.874,885.243,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37385,367582.921,2256799.004,885.509,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37386,367609.546,2256798.946,886.11,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37387,367529.811,2257091.487,885.991,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37388,367556.473,2257091.435,886.286,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37389,367582.909,2257091.446,886.861,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37390,367609.532,2257091.473,887.34,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37391,367636.138,2257091.532,887.761,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37392,367662.704,2257091.491,887.928,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37393,367689.31,2257091.493,888.135,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37394,367408.813,2257110.96,886.733,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37395,367431.103,2257110.935,886.328,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37396,367457.728,2257110.93,885.981,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37397,367479.942,2257110.918,885.824,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37398,367529.833,2257110.945,885.923,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37399,367556.454,2257110.93,886.262,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37400,367582.96,2257110.964,886.771,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37401,367609.611,2257110.974,887.145,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37402,367636.113,2257111.009,887.543,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37403,367662.808,2257110.964,887.855,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37404,367689.271,2257110.956,888.227,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37405,367408.926,2257130.46,887.039,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37406,367431.043,2257130.485,886.455,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37407,367457.69,2257130.464,886.058,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37408,367479.934,2257130.478,885.919,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37409,367529.75,2257130.474,886.221,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37410,367556.35,2257130.488,886.431,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37411,367583.057,2257130.464,886.876,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37412,367609.625,2257130.463,887.288,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37413,367636.255,2257130.464,887.88,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37414,367479.92,2257091.444,885.976,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37415,367457.72,2257091.414,886.053,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37416,367431.131,2257091.455,886.423,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37417,367408.891,2257091.4,887.024,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37418,367529.699,2257032.985,885.581,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37419,367556.314,2257032.945,885.872,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37420,367582.927,2257032.984,886.368,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37421,367609.526,2257033.048,886.766,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37422,367636.105,2257032.95,887.369,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37423,367662.704,2257032.998,887.783,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37424,367689.338,2257032.924,888.044,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37425,367408.89,2257052.433,887.13,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37426,367431.072,2257052.477,886.67,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37427,367457.662,2257052.459,886.388,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37428,367479.937,2257052.476,886.055,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37429,367529.75,2257052.457,885.85,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37430,367556.445,2257052.455,886.112,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37431,367662.78,2257130.437,888.307,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37432,367582.928,2257052.466,886.574,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37433,367636.112,2257052.426,887.589,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37434,367662.777,2257052.443,887.817,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37435,367689.313,2257052.487,888.189,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37436,367408.829,2257071.959,887.073,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37437,367431.195,2257071.997,886.543,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37438,367457.672,2257071.938,886.149,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37439,367479.927,2257071.964,885.86,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37440,367529.751,2257071.954,885.973,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37441,367582.958,2257071.984,886.818,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37442,367609.575,2257071.992,887.335,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37443,367636.175,2257071.984,887.7,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37444,367662.73,2257071.946,888.091,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37445,367689.426,2257072.057,888.215,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37446,367609.543,2257052.462,886.923,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37447,367689.374,2257130.41,888.599,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37448,367408.981,2257481.469,886.835,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37449,367431.153,2257481.471,887.016,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37450,367431.116,2257539.871,887.58,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37451,367457.722,2257539.961,887.939,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37452,367479.923,2257539.912,888.004,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37453,367529.728,2257539.901,888.146,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37454,367556.356,2257539.906,888.288,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37455,367582.959,2257540.01,888.285,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37456,367609.544,2257540.016,888.574,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37457,367636.169,2257539.95,888.596,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37458,367662.847,2257539.98,888.562,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37459,367689.306,2257539.958,888.609,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37460,367408.875,2257559.456,887.02,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37461,367431.155,2257559.445,887.379,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37462,367457.682,2257559.434,887.888,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37463,367408.823,2257539.938,887.156,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37464,367479.967,2257559.46,887.973,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37465,367556.349,2257559.416,888.209,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37466,367582.938,2257559.471,888.135,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37467,367609.508,2257559.471,888.432,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37468,367636.141,2257559.487,888.459,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37469,367662.743,2257559.528,888.523,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37470,367689.307,2257559.469,888.604,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37471,367408.932,2257578.95,887.003,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37472,367431.183,2257578.932,887.368,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37473,367457.743,2257578.989,887.906,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37474,367480.029,2257578.927,888.055,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37475,367529.808,2257578.951,887.846,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37476,367556.423,2257578.931,887.936,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37477,367583.006,2257578.956,888.346,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37478,367529.751,2257559.454,887.866,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37479,367479.972,2257033.003,885.736,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37480,367689.371,2257520.476,888.773,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37481,367636.249,2257520.53,888.498,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37482,367457.733,2257481.443,887.427,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37483,367479.973,2257481.487,887.682,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37484,367529.825,2257481.444,887.882,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37485,367556.424,2257481.429,888.215,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37486,367583.01,2257481.407,888.402,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37487,367609.588,2257481.439,888.57,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37488,367636.171,2257481.454,888.608,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37489,367662.851,2257481.448,888.682,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37490,367689.468,2257481.46,888.65,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37491,367408.878,2257500.98,886.893,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37492,367431.146,2257500.979,887.135,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37493,367457.779,2257500.953,887.539,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37494,367480.058,2257500.944,887.702,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37495,367662.861,2257520.463,888.577,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37496,367529.825,2257501.006,888.009,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37497,367583.016,2257500.979,888.16,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37498,367609.657,2257500.984,888.443,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37499,367636.244,2257500.936,888.538,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37500,367662.793,2257500.957,888.493,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37501,367689.523,2257500.969,888.654,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37502,367408.926,2257520.449,886.953,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37503,367431.096,2257520.48,887.397,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37504,367457.715,2257520.485,887.842,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37505,367479.976,2257520.464,887.979,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37506,367529.827,2257520.484,887.826,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37507,367556.347,2257520.47,888.095,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37508,367582.956,2257520.456,888.356,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37509,367609.624,2257520.5,888.55,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37510,367556.434,2257500.986,888.06,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37511,367457.722,2257032.954,886.158,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37512,367431.058,2257032.975,886.633,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37513,367408.939,2257032.919,887.005,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37514,367609.468,2256857.416,886.609,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37515,367636.164,2256857.401,887.405,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37516,367662.699,2256857.414,887.965,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37517,367689.249,2256857.405,888.163,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37518,367408.831,2256876.898,887.288,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37519,367431.102,2256876.937,886.641,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37520,367457.654,2256876.979,885.77,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37521,367479.97,2256876.961,885.391,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37522,367529.704,2256876.941,885.245,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37523,367556.327,2256876.968,885.416,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37524,367582.933,2256876.95,886.004,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37525,367609.454,2256876.981,886.778,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37526,367636.082,2256876.946,887.569,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37527,367582.961,2256857.462,885.824,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37528,367662.706,2256876.962,888.04,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37529,367408.836,2256896.463,886.825,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37530,367431.033,2256896.469,886.44,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37531,367457.676,2256896.481,885.685,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37532,367479.866,2256896.46,885.301,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37533,367529.715,2256896.428,885.214,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37534,367556.386,2256896.398,885.335,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37535,367583.079,2256896.471,886.03,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37536,367609.524,2256896.473,886.87,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37537,367636.096,2256896.472,887.603,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37538,367662.66,2256896.432,888.125,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37539,367689.352,2256896.423,888.497,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37540,367408.837,2256915.924,887.004,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37541,367431.124,2256915.956,886.242,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37542,367689.322,2256877.007,888.268,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37543,367457.597,2256915.963,885.597,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37544,367556.312,2256857.444,885.528,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37545,367479.923,2256857.456,885.699,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37546,367636.094,2256798.95,886.85,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37547,367662.73,2256798.899,887.59,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37548,367689.299,2256798.919,887.918,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37549,367408.85,2256818.338,887.369,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37550,367431.128,2256818.496,887.076,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37551,367457.689,2256818.419,886.555,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37552,367479.97,2256818.431,885.85,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37553,367529.839,2256818.4,885.217,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37554,367556.429,2256818.369,885.265,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37555,367583.044,2256818.446,885.605,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37556,367609.542,2256818.419,886.185,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37557,367636.159,2256818.423,887.118,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37558,367662.761,2256818.456,887.712,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37559,367529.721,2256857.484,885.464,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37560,367689.303,2256818.389,888.016,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37561,367431.072,2256838.011,886.984,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37562,367457.783,2256837.979,886.044,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37563,367479.881,2256837.974,885.581,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37564,367529.726,2256838.021,885.216,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37565,367556.384,2256837.953,885.423,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37566,367582.949,2256837.946,885.756,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37567,367609.534,2256837.652,892.853,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37568,367635.984,2256837.969,887.392,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37569,367662.589,2256837.984,887.84,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37570,367689.177,2256837.962,888.13,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37571,367408.808,2256857.442,887.235,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37572,367431.083,2256857.47,886.808,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37573,367457.639,2256857.475,885.848,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37574,367408.867,2256837.96,887.401,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37575,367636.156,2257579.037,890.694,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37576,367479.953,2256915.955,885.144,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37577,367556.43,2256916.013,885.519,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37578,367556.342,2256974.47,885.576,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37579,367582.98,2256974.409,886.136,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37580,367609.558,2256974.479,886.954,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37581,367636.259,2256974.431,887.715,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37582,367662.72,2256974.419,888.187,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37583,367689.292,2256974.461,888.374,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37584,367408.935,2256993.945,886.905,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37585,367431.164,2256994.001,886.438,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37586,367457.776,2256993.987,885.778,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
37587,367479.967,2256993.965,885.376,BS_INV-25_T_S02,1/8/2026,,,,,,,,,
