UPN,N_Y,E_X,Elv_Z,Source
13755,367027.855,2262046.166,913.03,BS_INV-15_T_S01
13756,367054.476,2262046.178,913.652,BS_INV-15_T_S01
13757,367104.272,2262046.154,915.063,BS_INV-15_T_S01
13758,367130.793,2262046.168,915.734,BS_INV-15_T_S01
13759,367157.445,2262046.17,916.614,BS_INV-15_T_S01
13760,367183.948,2262046.172,920.071,BS_INV-15_T_S01
13761,367210.492,2262046.137,917.961,BS_INV-15_T_S01
13762,367237.194,2262046.144,918.245,BS_INV-15_T_S01
13763,367263.764,2262046.149,918.618,BS_INV-15_T_S01
13764,367290.348,2262046.144,919.207,BS_INV-15_T_S01
13816,367001.284,2262046.132,912.39,BS_INV-15_T_S01
13849,366974.693,2262046.178,911.751,BS_INV-15_T_S01
13850,366921.538,2262046.176,910.327,BS_INV-15_T_S01
13914,366974.621,2262085.209,910.616,BS_INV-15_T_S01
13915,367001.269,2262085.18,911.28,BS_INV-15_T_S01
13916,367027.9,2262085.224,911.884,BS_INV-15_T_S01
13917,367054.428,2262085.179,912.387,BS_INV-15_T_S01
13918,367104.253,2262085.199,913.547,BS_INV-15_T_S01
13919,367130.799,2262085.174,914.151,BS_INV-15_T_S01
13920,367157.451,2262085.167,914.801,BS_INV-15_T_S01
13921,367184.032,2262085.148,915.42,BS_INV-15_T_S01
13922,367210.617,2262085.179,915.839,BS_INV-15_T_S01
13923,367237.192,2262085.151,916.037,BS_INV-15_T_S01
13924,367263.815,2262085.172,916.507,BS_INV-15_T_S01
13925,367290.373,2262085.199,916.931,BS_INV-15_T_S01
13926,366894.992,2262065.658,908.689,BS_INV-15_T_S01
13927,366948.091,2262085.133,909.824,BS_INV-15_T_S01
13928,366921.497,2262065.698,909.708,BS_INV-15_T_S01
13929,366974.654,2262065.691,911.229,BS_INV-15_T_S01
13930,367001.34,2262065.68,911.909,BS_INV-15_T_S01
13931,367027.859,2262065.693,912.457,BS_INV-15_T_S01
13932,367054.44,2262065.648,913.026,BS_INV-15_T_S01
13933,367104.299,2262065.673,914.249,BS_INV-15_T_S01
13934,367130.728,2262065.71,914.865,BS_INV-15_T_S01
13935,367157.438,2262065.677,915.594,BS_INV-15_T_S01
13936,367184.031,2262065.634,916.316,BS_INV-15_T_S01
13937,367210.617,2262065.649,916.831,BS_INV-15_T_S01
13938,367237.102,2262065.722,917.158,BS_INV-15_T_S01
13939,367263.79,2262065.685,917.571,BS_INV-15_T_S01
13940,367290.286,2262065.739,918.074,BS_INV-15_T_S01
13941,366895.059,2262046.203,909.572,BS_INV-15_T_S01
13942,366948.047,2262065.726,910.52,BS_INV-15_T_S01
13943,366948.084,2262046.162,911.035,BS_INV-15_T_S01
13944,366921.465,2262085.213,908.974,BS_INV-15_T_S01
13945,367290.41,2262104.688,915.903,BS_INV-15_T_S01
13959,366895.065,2262085.111,907.89,BS_INV-15_T_S01
13961,366921.578,2262104.668,908.5,BS_INV-15_T_S01
13962,366948.147,2262104.65,909.355,BS_INV-15_T_S01
13963,366974.781,2262104.716,910.06,BS_INV-15_T_S01
13964,367001.337,2262104.668,910.68,BS_INV-15_T_S01
13965,367027.915,2262104.685,911.297,BS_INV-15_T_S01
13966,367054.499,2262104.704,912.161,BS_INV-15_T_S01
13967,367104.231,2262104.668,913.003,BS_INV-15_T_S01
13968,367130.862,2262104.678,913.535,BS_INV-15_T_S01
13969,367157.457,2262104.676,914.051,BS_INV-15_T_S01
13970,367184.023,2262104.67,914.633,BS_INV-15_T_S01
13971,367210.617,2262104.67,915.014,BS_INV-15_T_S01
13972,367237.199,2262104.704,915.527,BS_INV-15_T_S01
13973,367263.924,2262104.666,915.423,BS_INV-15_T_S01
13974,366895.053,2262104.718,907.433,BS_INV-15_T_S01
18079,367290.374,2262338.827,904.936,BS_INV-15_T_S01
18080,366921.529,2262319.364,897.321,BS_INV-15_T_S01
18081,366948.149,2262319.201,897.58,BS_INV-15_T_S01
18082,366974.736,2262319.352,898.004,BS_INV-15_T_S01
18083,367001.283,2262319.2,898.455,BS_INV-15_T_S01
18084,367027.861,2262319.394,899.253,BS_INV-15_T_S01
18085,367054.478,2262319.327,899.972,BS_INV-15_T_S01
18086,367104.319,2262319.304,900.558,BS_INV-15_T_S01
18087,367130.918,2262319.315,901.054,BS_INV-15_T_S01
18088,367157.431,2262319.331,901.823,BS_INV-15_T_S01
18089,367184.02,2262319.203,902.85,BS_INV-15_T_S01
18090,367210.603,2262319.285,904.171,BS_INV-15_T_S01
18091,367237.18,2262319.261,905.027,BS_INV-15_T_S01
18092,367263.797,2262319.297,905.715,BS_INV-15_T_S01
18094,367290.272,2262319.305,906.051,BS_INV-15_T_S01
18095,366921.473,2262338.746,897.455,BS_INV-15_T_S01
18096,366948.123,2262338.787,897.97,BS_INV-15_T_S01
18097,366974.613,2262338.775,897.96,BS_INV-15_T_S01
18098,367001.255,2262338.792,898.328,BS_INV-15_T_S01
18099,367027.842,2262338.736,894.273,BS_INV-15_T_S01
18100,367054.45,2262338.909,899.445,BS_INV-15_T_S01
18101,367104.239,2262338.759,899.64,BS_INV-15_T_S01
18102,367130.855,2262338.797,899.983,BS_INV-15_T_S01
18103,367157.491,2262338.796,900.653,BS_INV-15_T_S01
18104,367184.078,2262338.767,901.59,BS_INV-15_T_S01
18105,367210.606,2262338.8,903.167,BS_INV-15_T_S01
18106,367237.158,2262338.744,903.694,BS_INV-15_T_S01
18107,367263.811,2262338.806,904.333,BS_INV-15_T_S01
18108,366894.946,2262338.747,897.129,BS_INV-15_T_S01
18141,366895.028,2262319.231,896.657,BS_INV-15_T_S01
18173,367290.446,2262358.24,904.173,BS_INV-15_T_S01
18174,367263.671,2262358.209,903.413,BS_INV-15_T_S01
18175,367237.056,2262358.279,902.63,BS_INV-15_T_S01
18240,367290.336,2262397.262,902.408,BS_INV-15_T_S01
18241,366894.852,2262377.846,897.459,BS_INV-15_T_S01
18242,366921.393,2262377.93,898.303,BS_INV-15_T_S01
18243,366948.045,2262377.754,898.075,BS_INV-15_T_S01
18244,366974.568,2262377.807,897.965,BS_INV-15_T_S01
18245,367001.231,2262377.763,898.219,BS_INV-15_T_S01
