UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned
406,367499.844,2262533.823,904.529,BS_INV-16_T_S01,11/20/2025
422,367446.823,2262553.364,901.604,BS_INV-16_T_S01,11/20/2025
426,367367.068,2262533.888,898.087,BS_INV-16_T_S01,11/20/2025
428,367367.022,2262728.83,888.438,BS_INV-16_T_S01,11/20/2025
429,367393.479,2262728.868,888.599,BS_INV-16_T_S01,11/20/2025
492,367473.207,2262553.292,903.089,BS_INV-16_T_S01,11/20/2025
537,367499.876,2262553.231,904.207,BS_INV-16_T_S01,11/20/2025
828,367526.519,2262670.285,896.226,BS_INV-16_T_S01,11/20/2025
831,367446.709,2262650.82,894.704,BS_INV-16_T_S01,11/20/2025
832,367473.264,2262650.952,895.024,BS_INV-16_T_S01,11/20/2025
846,367367.025,2262670.221,889.526,BS_INV-16_T_S01,11/20/2025
847,367393.581,2262670.312,890.657,BS_INV-16_T_S01,11/20/2025
986,367420.262,2262650.941,892.744,BS_INV-16_T_S01,11/20/2025
1076,367393.666,2262650.915,891.369,BS_INV-16_T_S01,11/20/2025
1077,367366.978,2262650.838,890.112,BS_INV-16_T_S01,11/20/2025
1448,366841.814,2262611.756,903.332,BS_INV-16_T_S01,11/20/2025
1449,366895.095,2262611.858,903.841,BS_INV-16_T_S01,11/20/2025
1450,366921.628,2262611.827,903.56,BS_INV-16_T_S01,11/20/2025
1451,366948.286,2262611.87,903.145,BS_INV-16_T_S01,11/20/2025
1452,366974.978,2262611.862,902.296,BS_INV-16_T_S01,11/20/2025
1453,367001.372,2262611.837,901.097,BS_INV-16_T_S01,11/20/2025
1454,367028.002,2262611.882,899.739,BS_INV-16_T_S01,11/20/2025
1455,367054.663,2262611.809,898.171,BS_INV-16_T_S01,11/20/2025
1456,367104.134,2262611.903,894.413,BS_INV-16_T_S01,11/20/2025
1457,366868.529,2262611.844,903.731,BS_INV-16_T_S01,11/20/2025
1482,367210.487,2262611.823,889.777,BS_INV-16_T_S01,11/20/2025
1502,367316.795,2262631.407,889.565,BS_INV-16_T_S01,11/20/2025
1508,367316.712,2262611.805,889.677,BS_INV-16_T_S01,11/20/2025
1509,366842.008,2262631.358,902.214,BS_INV-16_T_S01,11/20/2025
1510,366868.157,2262631.323,902.756,BS_INV-16_T_S01,11/20/2025
1511,366895.019,2262631.368,902.988,BS_INV-16_T_S01,11/20/2025
1512,366921.545,2262631.269,902.87,BS_INV-16_T_S01,11/20/2025
1513,366948.221,2262631.378,902.487,BS_INV-16_T_S01,11/20/2025
1514,366974.978,2262631.388,901.787,BS_INV-16_T_S01,11/20/2025
1515,367001.453,2262631.363,900.893,BS_INV-16_T_S01,11/20/2025
1516,367027.92,2262631.377,899.612,BS_INV-16_T_S01,11/20/2025
1517,367054.419,2262631.382,898.048,BS_INV-16_T_S01,11/20/2025
1522,367210.362,2262631.373,889.722,BS_INV-16_T_S01,11/20/2025
9682,367557.408,2262572.778,904.24,BS_INV-16_T_S01,11/20/2025
9683,367530.774,2262572.839,903.572,BS_INV-16_T_S01,11/20/2025
9690,367530.774,2262826.328,888.583,BS_INV-16_T_S01,11/20/2025
9691,367556.997,2262826.263,889.414,BS_INV-16_T_S01,11/20/2025
9701,367530.848,2262592.308,901.623,BS_INV-16_T_S01,11/20/2025
9848,367530.871,2262767.851,890.902,BS_INV-16_T_S01,11/20/2025
9849,367557.385,2262767.797,892.271,BS_INV-16_T_S01,11/20/2025
9859,367530.803,2262787.298,889.77,BS_INV-16_T_S01,11/20/2025
9860,367557.392,2262787.256,890.758,BS_INV-16_T_S01,11/20/2025
9870,367530.692,2262806.749,888.99,BS_INV-16_T_S01,11/20/2025
13732,367530.757,2262611.787,899.642,BS_INV-16_T_S01,11/20/2025
13743,367530.673,2262631.245,897.678,BS_INV-16_T_S01,11/20/2025
13744,367557.309,2262631.312,898.563,BS_INV-16_T_S01,11/20/2025
18049,366974.883,2262514.369,903.715,BS_INV-16_T_S01,11/20/2025
18050,367001.354,2262514.372,902.345,BS_INV-16_T_S01,11/20/2025
18051,367027.903,2262514.392,900.723,BS_INV-16_T_S01,11/20/2025
18052,367054.441,2262514.408,899,BS_INV-16_T_S01,11/20/2025
18053,367104.295,2262514.38,896.609,BS_INV-16_T_S01,11/20/2025
18054,367130.861,2262514.304,895.671,BS_INV-16_T_S01,11/20/2025
18055,367157.406,2262514.382,895.245,BS_INV-16_T_S01,11/20/2025
18056,367183.836,2262514.433,894.871,BS_INV-16_T_S01,11/20/2025
18057,367210.532,2262514.381,895.147,BS_INV-16_T_S01,11/20/2025
18058,367237.076,2262514.378,895.446,BS_INV-16_T_S01,11/20/2025
18059,367263.407,2262514.246,896.143,BS_INV-16_T_S01,11/20/2025
18060,366895.121,2262553.308,905.672,BS_INV-16_T_S01,11/20/2025
18061,366921.719,2262553.368,905.371,BS_INV-16_T_S01,11/20/2025
18062,366948.147,2262553.376,904.934,BS_INV-16_T_S01,11/20/2025
18063,366974.849,2262553.299,904.027,BS_INV-16_T_S01,11/20/2025
18064,367001.577,2262553.368,902.967,BS_INV-16_T_S01,11/20/2025
18065,367027.916,2262553.338,901.486,BS_INV-16_T_S01,11/20/2025
18066,367054.313,2262553.421,899.728,BS_INV-16_T_S01,11/20/2025
18067,367104.178,2262553.467,896.532,BS_INV-16_T_S01,11/20/2025
18068,367130.723,2262553.353,895.18,BS_INV-16_T_S01,11/20/2025
18069,367157.491,2262553.406,894.262,BS_INV-16_T_S01,11/20/2025
18070,367184.048,2262553.346,893.491,BS_INV-16_T_S01,11/20/2025
18071,367210.666,2262553.392,893.123,BS_INV-16_T_S01,11/20/2025
18072,367237.252,2262553.427,892.98,BS_INV-16_T_S01,11/20/2025
18073,367263.693,2262553.42,893.214,BS_INV-16_T_S01,11/20/2025
18074,366895.534,2262533.748,906.084,BS_INV-16_T_S01,11/20/2025
18075,366921.693,2262533.836,905.741,BS_INV-16_T_S01,11/20/2025
18076,366948.304,2262514.312,904.828,BS_INV-16_T_S01,11/20/2025
18077,366921.652,2262514.378,905.488,BS_INV-16_T_S01,11/20/2025
18078,366895.216,2262514.421,906.141,BS_INV-16_T_S01,11/20/2025
18093,366948.358,2262533.783,905.049,BS_INV-16_T_S01,11/20/2025
18109,366974.97,2262533.869,904.216,BS_INV-16_T_S01,11/20/2025
18110,367001.326,2262533.789,902.765,BS_INV-16_T_S01,11/20/2025
18111,367027.992,2262533.849,901.249,BS_INV-16_T_S01,11/20/2025
18144,367054.532,2262533.866,899.436,BS_INV-16_T_S01,11/20/2025
18145,367104.366,2262533.798,896.545,BS_INV-16_T_S01,11/20/2025
18146,367130.966,2262533.829,895.516,BS_INV-16_T_S01,11/20/2025
18147,367157.532,2262533.774,894.956,BS_INV-16_T_S01,11/20/2025
18148,367183.907,2262533.653,894.46,BS_INV-16_T_S01,11/20/2025
18149,367210.689,2262533.718,894.351,BS_INV-16_T_S01,11/20/2025
18150,367237.147,2262533.754,894.626,BS_INV-16_T_S01,11/20/2025
18151,367263.839,2262533.797,894.825,BS_INV-16_T_S01,11/20/2025
