UPN,N_Y,E_X,Elv_Z,Source
6662,368263.861,2262065.756,903.112,BS_INV-15_B_S01
6663,368286.092,2262065.743,903.088,BS_INV-15_B_S01
6664,368312.676,2262065.758,903.19,BS_INV-15_B_S01
6665,368334.926,2262065.75,903.183,BS_INV-15_B_S01
6666,368384.856,2262065.723,903.666,BS_INV-15_B_S01
6667,368411.404,2262065.789,904.029,BS_INV-15_B_S01
6668,368437.909,2262065.789,904.855,BS_INV-15_B_S01
6669,368464.54,2262065.832,905.528,BS_INV-15_B_S01
6670,368491.059,2262065.728,906.16,BS_INV-15_B_S01
6671,368517.755,2262065.74,906.221,BS_INV-15_B_S01
6672,368544.327,2262065.757,906.497,BS_INV-15_B_S01
6673,368263.87,2262085.245,902.615,BS_INV-15_B_S01
6674,368286.122,2262085.232,902.688,BS_INV-15_B_S01
6675,368544.373,2262046.275,906.141,BS_INV-15_B_S01
6676,368312.702,2262085.31,903.02,BS_INV-15_B_S01
6677,368384.794,2262085.219,903.487,BS_INV-15_B_S01
6678,368411.428,2262085.318,903.699,BS_INV-15_B_S01
6679,368438.033,2262085.163,904.819,BS_INV-15_B_S01
6680,368464.581,2262085.221,905.328,BS_INV-15_B_S01
6681,368491.171,2262085.284,905.772,BS_INV-15_B_S01
6682,368517.78,2262085.262,906.222,BS_INV-15_B_S01
6683,368544.353,2262085.261,906.443,BS_INV-15_B_S01
6684,368263.998,2262104.747,902.683,BS_INV-15_B_S01
6685,368286.221,2262104.71,902.534,BS_INV-15_B_S01
6686,368312.829,2262104.706,902.779,BS_INV-15_B_S01
6687,368335.123,2262104.647,903.088,BS_INV-15_B_S01
6688,368384.886,2262104.692,903.694,BS_INV-15_B_S01
6689,368411.517,2262104.696,904.176,BS_INV-15_B_S01
6690,368334.962,2262085.232,903.016,BS_INV-15_B_S01
6692,368517.822,2262046.247,905.935,BS_INV-15_B_S01
6693,368464.532,2262046.226,905.42,BS_INV-15_B_S01
6704,368263.895,2262026.766,902.914,BS_INV-15_B_S01
6705,368286.164,2262026.687,903.073,BS_INV-15_B_S01
6706,368312.75,2262026.7,902.85,BS_INV-15_B_S01
6707,368491.17,2262046.239,905.997,BS_INV-15_B_S01
6708,368334.997,2262026.689,902.727,BS_INV-15_B_S01
6709,368411.445,2262026.747,903.43,BS_INV-15_B_S01
6710,368438,2262026.714,904.256,BS_INV-15_B_S01
6711,368464.617,2262026.727,905.188,BS_INV-15_B_S01
6712,368491.284,2262026.739,905.689,BS_INV-15_B_S01
6713,368517.813,2262026.805,905.528,BS_INV-15_B_S01
6714,368544.405,2262026.744,905.723,BS_INV-15_B_S01
6715,368263.836,2262046.26,902.746,BS_INV-15_B_S01
6716,368286.097,2262046.214,902.966,BS_INV-15_B_S01
6717,368312.72,2262046.176,902.927,BS_INV-15_B_S01
6718,368334.974,2262046.189,902.929,BS_INV-15_B_S01
6719,368384.844,2262046.257,903.249,BS_INV-15_B_S01
6720,368411.555,2262046.292,903.741,BS_INV-15_B_S01
6721,368438.02,2262046.224,904.712,BS_INV-15_B_S01
6722,368384.829,2262026.673,902.92,BS_INV-15_B_S01
6723,368438.103,2262104.711,904.913,BS_INV-15_B_S01
6850,368464.655,2262104.671,905.636,BS_INV-15_B_S01
6851,368491.266,2262104.72,905.92,BS_INV-15_B_S01
6852,368517.88,2262104.7,906.205,BS_INV-15_B_S01
6858,368544.429,2262397.252,919.519,BS_INV-15_B_S01
6884,368438.043,2262338.762,913.347,BS_INV-15_B_S01
6885,368464.601,2262338.746,913.42,BS_INV-15_B_S01
6886,368491.186,2262338.79,913.726,BS_INV-15_B_S01
6887,368517.8,2262338.816,914.152,BS_INV-15_B_S01
6888,368544.359,2262338.769,914.968,BS_INV-15_B_S01
6889,368264.004,2262358.27,911.442,BS_INV-15_B_S01
6890,368286.274,2262358.252,911.811,BS_INV-15_B_S01
6891,368312.839,2262358.233,912.127,BS_INV-15_B_S01
6892,368335.051,2262358.22,912.823,BS_INV-15_B_S01
6893,368384.915,2262358.227,914.095,BS_INV-15_B_S01
6894,368411.604,2262358.262,914.718,BS_INV-15_B_S01
6895,368437.963,2262358.28,914.471,BS_INV-15_B_S01
6896,368464.437,2262358.253,914.696,BS_INV-15_B_S01
6898,368491.302,2262358.252,914.83,BS_INV-15_B_S01
6899,368544.39,2262358.232,916.19,BS_INV-15_B_S01
6900,368263.967,2262377.75,913.307,BS_INV-15_B_S01
6901,368286.191,2262377.769,913.234,BS_INV-15_B_S01
6902,368312.758,2262377.833,913.752,BS_INV-15_B_S01
6903,368335.086,2262377.688,914.441,BS_INV-15_B_S01
6904,368384.786,2262377.782,915.967,BS_INV-15_B_S01
6905,368411.504,2262377.775,916.519,BS_INV-15_B_S01
6912,368517.839,2262358.268,915.389,BS_INV-15_B_S01
6945,368411.474,2262338.807,913.778,BS_INV-15_B_S01
6977,368384.919,2262338.8,912.507,BS_INV-15_B_S01
6978,368334.963,2262338.81,911.078,BS_INV-15_B_S01
6979,368312.755,2262338.777,910.655,BS_INV-15_B_S01
6980,368517.842,2262163.177,907.535,BS_INV-15_B_S01
6981,368544.448,2262163.173,908.399,BS_INV-15_B_S01
6986,368384.905,2262182.704,905.456,BS_INV-15_B_S01
6987,368411.429,2262182.703,905.883,BS_INV-15_B_S01
6988,368438.098,2262182.669,906.413,BS_INV-15_B_S01
6989,368464.672,2262182.663,906.903,BS_INV-15_B_S01
6990,368491.234,2262182.734,907.513,BS_INV-15_B_S01
6991,368517.822,2262182.683,908.27,BS_INV-15_B_S01
6992,368544.397,2262182.658,908.717,BS_INV-15_B_S01
6993,368491.228,2262163.19,906.82,BS_INV-15_B_S01
6994,368263.971,2262202.147,903.704,BS_INV-15_B_S01
6995,368312.778,2262202.176,904.261,BS_INV-15_B_S01
6996,368335.122,2262202.158,904.82,BS_INV-15_B_S01
6997,368384.89,2262202.185,905.789,BS_INV-15_B_S01
6998,368411.406,2262202.165,906.282,BS_INV-15_B_S01
6999,368438.08,2262202.162,906.724,BS_INV-15_B_S01
7000,368464.617,2262202.169,907.209,BS_INV-15_B_S01
7001,368491.227,2262202.14,908.118,BS_INV-15_B_S01
7002,368517.847,2262202.147,908.432,BS_INV-15_B_S01
7003,368544.343,2262202.217,909.124,BS_INV-15_B_S01
7004,368263.935,2262221.767,903.986,BS_INV-15_B_S01
7005,368286.204,2262221.711,904.031,BS_INV-15_B_S01
7006,368312.758,2262221.721,905.033,BS_INV-15_B_S01
7007,368334.995,2262221.674,904.796,BS_INV-15_B_S01
7008,368286.185,2262202.146,903.908,BS_INV-15_B_S01
7009,368384.89,2262221.703,905.698,BS_INV-15_B_S01
7010,368464.47,2262163.171,906.648,BS_INV-15_B_S01
7011,368411.349,2262163.195,905.248,BS_INV-15_B_S01
7012,368544.487,2262104.745,906.659,BS_INV-15_B_S01
7013,368263.968,2262124.145,902.974,BS_INV-15_B_S01
7014,368286.256,2262124.163,902.883,BS_INV-15_B_S01
7015,368312.846,2262124.141,903.282,BS_INV-15_B_S01
7016,368335.058,2262124.125,903.005,BS_INV-15_B_S01
7017,368384.936,2262124.107,904.193,BS_INV-15_B_S01
7018,368411.472,2262124.144,904.507,BS_INV-15_B_S01
7019,368438.043,2262124.126,904.925,BS_INV-15_B_S01
7020,368464.629,2262124.137,905.82,BS_INV-15_B_S01
7021,368491.248,2262124.12,906.279,BS_INV-15_B_S01
7022,368517.806,2262124.145,906.863,BS_INV-15_B_S01
7023,368544.392,2262124.136,907.485,BS_INV-15_B_S01
7024,368263.977,2262143.672,903.244,BS_INV-15_B_S01
7025,368438.052,2262163.184,906.184,BS_INV-15_B_S01
7026,368286.211,2262143.661,902.96,BS_INV-15_B_S01
7027,368335.079,2262143.646,903.7,BS_INV-15_B_S01
7028,368384.723,2262143.612,905.083,BS_INV-15_B_S01
7029,368411.492,2262143.7,905.149,BS_INV-15_B_S01
7030,368438.051,2262143.634,905.692,BS_INV-15_B_S01
7031,368464.631,2262143.638,906.089,BS_INV-15_B_S01
7032,368491.183,2262143.677,906.444,BS_INV-15_B_S01
7033,368517.697,2262143.622,907.088,BS_INV-15_B_S01
7034,368544.412,2262143.678,908,BS_INV-15_B_S01
7035,368263.968,2262163.155,903.302,BS_INV-15_B_S01
7036,368286.251,2262163.143,903.367,BS_INV-15_B_S01
7037,368312.805,2262163.123,903.615,BS_INV-15_B_S01
7038,368335.118,2262163.156,904.103,BS_INV-15_B_S01
7039,368384.916,2262163.142,905.143,BS_INV-15_B_S01
7040,368312.798,2262143.684,903.625,BS_INV-15_B_S01
7042,368411.412,2262221.69,906.68,BS_INV-15_B_S01
7043,368464.62,2262221.698,908.047,BS_INV-15_B_S01
7044,368464.499,2262280.191,910.574,BS_INV-15_B_S01
7045,368491.122,2262280.21,911.155,BS_INV-15_B_S01
7046,368517.751,2262280.222,911.4,BS_INV-15_B_S01
7047,368544.309,2262280.23,912.52,BS_INV-15_B_S01
7048,368263.887,2262299.772,907.846,BS_INV-15_B_S01
7049,368286.083,2262299.8,908.2,BS_INV-15_B_S01
7050,368312.728,2262299.734,908.771,BS_INV-15_B_S01
7051,368334.955,2262299.778,908.994,BS_INV-15_B_S01
7052,368384.787,2262299.753,910.151,BS_INV-15_B_S01
7053,368411.36,2262299.721,910.682,BS_INV-15_B_S01
7054,368437.958,2262299.751,910.83,BS_INV-15_B_S01
7055,368464.747,2262299.817,911.245,BS_INV-15_B_S01
7056,368490.817,2262299.686,911.726,BS_INV-15_B_S01
7057,368437.946,2262280.174,910.262,BS_INV-15_B_S01
7058,368517.502,2262299.681,912.416,BS_INV-15_B_S01
