UPN,N_Y,E_X,Elv_Z,Source
20243,367263.824,2262143.637,908.788,BS_INV-15_B_S01
20244,366895.076,2262163.172,899.52,BS_INV-15_B_S01
20245,366921.618,2262163.217,899.969,BS_INV-15_B_S01
20246,366948.227,2262163.178,899.977,BS_INV-15_B_S01
20247,366974.851,2262163.175,900.733,BS_INV-15_B_S01
20248,367001.289,2262163.115,902.189,BS_INV-15_B_S01
20249,367027.902,2262163.183,902.918,BS_INV-15_B_S01
20250,367054.531,2262163.145,903.873,BS_INV-15_B_S01
20251,367104.299,2262163.17,904.811,BS_INV-15_B_S01
20252,367130.907,2262163.161,904.999,BS_INV-15_B_S01
20253,367157.51,2262163.169,906.001,BS_INV-15_B_S01
20254,367184.132,2262163.155,906.55,BS_INV-15_B_S01
20255,367210.645,2262163.16,907.272,BS_INV-15_B_S01
20257,367237.246,2262163.129,907.387,BS_INV-15_B_S01
20258,366895.053,2262182.719,897.769,BS_INV-15_B_S01
20259,366921.628,2262182.742,897.776,BS_INV-15_B_S01
20260,366948.205,2262182.733,898.146,BS_INV-15_B_S01
20261,366974.7,2262182.821,899.348,BS_INV-15_B_S01
20262,367001.318,2262182.834,900.851,BS_INV-15_B_S01
20263,367027.978,2262182.737,901.671,BS_INV-15_B_S01
20264,367054.416,2262182.859,903,BS_INV-15_B_S01
20265,367104.29,2262182.859,904.198,BS_INV-15_B_S01
20266,367130.906,2262182.734,904.996,BS_INV-15_B_S01
20267,367157.468,2262182.738,905.294,BS_INV-15_B_S01
20268,367183.928,2262182.782,906.166,BS_INV-15_B_S01
20269,367210.621,2262182.756,907.303,BS_INV-15_B_S01
20270,367237.164,2262182.735,907.475,BS_INV-15_B_S01
20271,367263.867,2262163.168,907.742,BS_INV-15_B_S01
26318,367130.847,2262299.883,896.412,BS_INV-15_B_S01
26319,367157.458,2262299.816,897.389,BS_INV-15_B_S01
26320,367184.077,2262299.763,898.472,BS_INV-15_B_S01
26321,367210.578,2262299.665,901.13,BS_INV-15_B_S01
26322,367237.042,2262299.753,902.164,BS_INV-15_B_S01
26324,366894.987,2262280.264,891.346,BS_INV-15_B_S01
26325,366921.587,2262280.284,891.809,BS_INV-15_B_S01
26326,366948.18,2262280.171,892.85,BS_INV-15_B_S01
26327,366974.789,2262280.184,893.36,BS_INV-15_B_S01
26328,367001.298,2262280.206,894.069,BS_INV-15_B_S01
26329,367027.861,2262280.158,894.97,BS_INV-15_B_S01
26330,367054.526,2262280.257,895.963,BS_INV-15_B_S01
26331,367104.239,2262299.721,896.34,BS_INV-15_B_S01
26332,367104.264,2262280.267,898.065,BS_INV-15_B_S01
26333,367157.518,2262280.204,898.679,BS_INV-15_B_S01
26334,367184.027,2262280.196,900.149,BS_INV-15_B_S01
26335,367210.642,2262280.145,902.728,BS_INV-15_B_S01
26336,367237.137,2262280.268,903.574,BS_INV-15_B_S01
26337,367263.695,2262280.226,903.429,BS_INV-15_B_S01
26338,366895.013,2262260.817,891.881,BS_INV-15_B_S01
26339,366921.592,2262260.726,892.217,BS_INV-15_B_S01
26340,366948.282,2262260.709,893.102,BS_INV-15_B_S01
26341,366974.758,2262260.814,894.093,BS_INV-15_B_S01
26342,367001.41,2262260.659,895.062,BS_INV-15_B_S01
26343,367027.91,2262260.69,895.922,BS_INV-15_B_S01
26344,367054.444,2262260.774,897.399,BS_INV-15_B_S01
26345,367104.33,2262260.722,899.403,BS_INV-15_B_S01
26346,367130.88,2262280.205,898.133,BS_INV-15_B_S01
26347,367130.785,2262260.705,900.042,BS_INV-15_B_S01
26348,367054.476,2262299.759,895.79,BS_INV-15_B_S01
26349,367001.336,2262299.68,893.256,BS_INV-15_B_S01
26363,367027.928,2262299.686,894.486,BS_INV-15_B_S01
26374,366895.018,2262299.765,891.375,BS_INV-15_B_S01
26375,366921.431,2262299.73,891.383,BS_INV-15_B_S01
26376,366948.141,2262299.755,892.058,BS_INV-15_B_S01
26377,366974.88,2262299.701,892.615,BS_INV-15_B_S01
26380,367157.413,2262260.707,900.825,BS_INV-15_B_S01
26381,367210.536,2262260.751,904.175,BS_INV-15_B_S01
