UPN,Northing,Easting,Elevation
21721,365611.451,2263060.272,904.8131707
47184,365559.9496,2263333.272,902.7708869
21734,365584.8626,2263060.272,905.2745286
21662,365535.052,2263333.272,903.6591185
47180,365559.9496,2263060.272,905.4241218
21661,365508.4674,2263333.272,904.3063749
21720,365535.0362,2263060.272,905.4002611
21660,365481.8772,2263333.272,904.6519488
21718,365508.4457,2263060.272,905.0738976
21659,365455.2846,2263333.272,904.6958406
21717,365481.8539,2263060.272,904.8763
21658,365428.6931,2263333.272,904.4640507
21716,365455.2637,2263060.272,904.526
21657,365402.1029,2263333.272,904.1172145
21715,365428.6718,2263060.272,904.341
21670,365375.5104,2263333.272,904.0720609
21714,365402.0794,2263060.272,904.2614872
40574,365348.9191,2263333.272,904.3285898
21713,365375.487,2263060.272,904.3278152
40589,365322.3324,2263333.272,904.8868029
40609,365348.897,2263060.272,904.6958255
40580,365797.5925,2263352.772,903.0943714
40590,365322.3129,2263060.272,905.3655208
40579,365771.0069,2263352.772,902.4882599
44714,366322.6315,2263079.772,916.0938299
21620,365744.4161,2263352.772,902.1838305
19030,366296.0805,2263079.772,914.6081662
21619,365717.8237,2263352.772,902.1104805
19016,366269.5144,2263079.772,913.4241846
21618,365691.2312,2263352.772,902.0376805
19014,366242.9365,2263079.772,912.5414192
21617,365664.6388,2263352.772,901.9656805
19013,366216.3545,2263079.772,911.7921366
21616,365638.0464,2263352.772,901.9040305
19012,366189.7693,2263079.772,911.1699855
21615,365611.454,2263352.772,901.8480199
19011,366163.1843,2263079.772,910.5379149
21614,365584.8615,2263352.772,901.8412089
19010,366136.5974,2263079.772,909.9928848
47183,365559.9496,2263352.772,902.1174615
19009,366110.006,2263079.772,909.7480704
21613,365535.0425,2263352.772,902.6763478
47074,366085.0926,2263079.772,909.7763807
21612,365508.4586,2263352.772,903.3526773
19008,366060.1792,2263079.772,909.7373539
21611,365481.8687,2263352.772,903.7273244
19007,366033.588,2263079.772,909.9961951
21638,365455.2762,2263352.772,903.8002892
19006,366006.9959,2263079.772,910.1511592
21639,365428.6837,2263352.772,903.8202305
19005,365980.4036,2263079.772,910.0350566
21640,365402.0914,2263352.772,903.9242305
19004,365953.8144,2263079.772,909.6172722
21641,365375.4997,2263352.772,904.1315305
19003,365927.2241,2263079.772,909.2761365
40578,365348.9084,2263352.772,904.3777094
19002,365900.6386,2263079.772,908.6637283
40577,365322.3214,2263352.772,904.9255724
19015,365874.0523,2263079.772,908.0917081
478,366322.6723,2263372.272,913.0457585
44715,365847.4703,2263079.772,907.3403444
477,366296.0972,2263372.272,912.0854826
44726,365797.5667,2263079.772,906.0740389
476,366269.5164,2263372.272,911.2961952
21678,365770.9783,2263079.772,905.6106813
475,366242.9381,2263372.272,910.4271917
21677,365744.3968,2263079.772,904.8456414
474,366216.3622,2263372.272,909.4837722
21676,365717.8118,2263079.772,904.2153723
473,366189.7793,2263372.272,908.7713728
21675,365691.2212,2263079.772,903.8867843
472,366163.1899,2263372.272,908.360656
21674,365664.6287,2263079.772,903.8598802
1256,366136.5977,2263372.272,908.2516216
21687,365638.0376,2263079.772,904.1346585
1436,366110.0057,2263372.272,908.4194106
21704,365611.4514,2263079.772,904.7111193
5875,366085.0926,2263372.272,908.2939713
21719,365584.8626,2263079.772,905.1583955
1437,366060.1825,2263372.272,907.8867444
47179,365559.9496,2263079.772,905.2947961
1438,366033.6002,2263372.272,907.15072
21705,365535.0366,2263079.772,905.1485631
21733,365508.4481,2263079.772,904.6907919
2399,366007.028,2263372.272,906.1130132
21732,365481.8578,2263079.772,904.34935
2398,365980.4691,2263372.272,904.7741293
21731,365455.2657,2263079.772,904.18145
2397,365953.9012,2263372.272,903.6314997
21730,365428.6732,2263079.772,904.1451
2396,365927.322,2263372.272,902.7905512
21729,365402.0807,2263079.772,904.1180249
2395,365900.7391,2263372.272,902.0756619
21728,365375.4887,2263079.772,904.282776
2394,365874.1498,2263372.272,901.6623888
40611,365348.9003,2263079.772,904.7492095
2393,365847.5574,2263372.272,901.5507974
40584,365797.5951,2263372.272,902.9601158
40583,365771.0085,2263372.272,902.3966543
40610,365322.3188,2263079.772,905.5173283
21634,365744.4173,2263372.272,902.1348749
44712,366322.6235,2263099.272,916.293716
21633,365717.8249,2263372.272,902.0620249
18937,366296.0727,2263099.272,914.8043293
21632,365691.2324,2263372.272,901.9913749
19031,366269.5067,2263099.272,913.6166247
21631,365664.64,2263372.272,901.9299749
18938,366242.929,2263099.272,912.729847
21630,365638.0475,2263372.272,901.8816749
19029,366216.3498,2263099.272,911.8860421
21629,365611.4551,2263372.272,901.8333249
21628,365584.8626,2263372.272,901.7850249
19028,366189.7664,2263099.272,911.1910755
47182,365559.9496,2263372.272,901.9211089
19027,366163.1849,2263099.272,910.4277388
21627,365535.0362,2263372.272,901.9554477
19026,366136.5975,2263099.272,909.9059599
21626,365508.4458,2263372.272,902.2864486
19025,366110.0059,2263099.272,909.6853211
21625,365481.8608,2263372.272,902.918231
47073,366085.0926,2263099.272,909.7606073
21624,365455.2702,2263372.272,903.2483317
19024,366060.1792,2263099.272,909.8056571
21623,365428.6785,2263372.272,903.4482075
21622,365402.0907,2263372.272,903.9497658
21621,365375.4994,2263372.272,904.2030249
19023,366033.589,2263099.272,910.1554256
40582,365348.9076,2263372.272,904.3989038
19022,366006.9969,2263099.272,910.2975492
40581,365322.3197,2263372.272,904.8964667
19021,365980.4048,2263099.272,910.1379899
451,366322.6765,2263391.772,912.7789178
19020,365953.8163,2263099.272,909.6767486
450,366296.0989,2263391.772,911.8889854
19019,365927.2292,2263099.272,909.1405509
458,366269.5161,2263391.772,911.1675436
19018,365900.647,2263099.272,908.399601
469,366242.9364,2263391.772,910.3433728
470,366216.3595,2263391.772,909.4312662
19017,365874.0582,2263099.272,907.9603335
471,366189.7783,2263391.772,908.6555852
44713,365847.4702,2263099.272,907.4645746
490,366163.19,2263391.772,908.1800075
44724,365797.5604,2263099.272,905.9482471
489,366136.5981,2263391.772,908.0061121
21693,365770.9756,2263099.272,905.3089896
488,366110.0059,2263391.772,908.133606
21692,365744.3968,2263099.272,904.4552486
5832,366085.0926,2263391.772,908.0671989
21691,365717.81,2263099.272,903.9031901
487,366060.1816,2263391.772,907.7188565
21690,365691.2186,2263099.272,903.6528131
486,366033.5976,2263391.772,907.0460284
21689,365664.6262,2263099.272,903.7041196
485,366007.0223,2263391.772,906.0915176
21702,365638.036,2263099.272,904.0571087
484,365980.4589,2263391.772,904.8458589
21688,365611.4516,2263099.272,904.7117802
483,365953.8932,2263391.772,903.652029
21686,365584.8627,2263099.272,905.1491028
482,365927.3163,2263391.772,902.7398815
47178,365559.9496,2263099.272,905.2761784
481,365900.7326,2263391.772,902.0580273
21685,365535.0367,2263099.272,905.1206204
480,365874.143,2263391.772,901.6660615
21684,365508.4483,2263099.272,904.6528956
479,365847.5505,2263391.772,901.5742089
21683,365481.8582,2263099.272,904.2956588
40588,365797.596,2263391.772,902.9741409
21682,365455.2662,2263099.272,904.1197588
40587,365771.0091,2263391.772,902.4283294
21681,365428.6737,2263099.272,904.1419088
21712,365744.4177,2263391.772,902.1842
21680,365402.0812,2263099.272,904.1850911
21711,365717.8253,2263391.772,902.1139
21679,365375.4903,2263099.272,904.4722196
21710,365691.2328,2263391.772,902.05285
40632,365348.9043,2263099.272,905.0610305
21709,365664.6403,2263391.772,902.0045
40631,365322.3266,2263099.272,905.951527
21708,365638.0479,2263391.772,901.9562
44723,365797.5551,2263118.772,905.5607658
21707,365611.4554,2263391.772,901.90785
18972,365770.9716,2263118.772,904.8668309
21706,365584.863,2263391.772,901.85955
18971,365744.3937,2263118.772,903.9870009
47181,365559.9496,2263391.772,901.8136251
18970,365717.8075,2263118.772,903.4088533
21673,365535.0362,2263391.772,901.8108078
19827,365691.2163,2263118.772,903.1323871
21672,365508.4454,2263391.772,902.1094829
20336,365664.6238,2263118.772,903.1576046
21671,365481.8546,2263391.772,902.4081942
20337,365638.0333,2263118.772,903.4845046
21655,365455.2643,2263391.772,902.7627
20338,365611.4482,2263118.772,904.1130871
21637,365428.6797,2263391.772,903.409392
21701,365584.8618,2263118.772,904.6791997
21636,365402.0981,2263391.772,904.1716046
47177,365559.9496,2263118.772,904.9269332
21635,365375.5098,2263391.772,904.6421349
21700,365535.0362,2263118.772,904.8920331
40586,365348.9178,2263391.772,904.8109826
21699,365508.4459,2263118.772,904.5530984
40585,365322.3284,2263391.772,905.2242038
21698,365481.8539,2263118.772,904.3816512
41032,366322.6798,2263411.272,912.7776694
21697,365455.2617,2263118.772,904.5118868
41024,366296.0968,2263411.272,912.0671872
21696,365428.6692,2263118.772,904.5598445
21408,366269.5129,2263411.272,911.3927743
21695,365402.077,2263118.772,904.4428142
21407,366242.9329,2263411.272,910.5758136
21694,365375.4851,2263118.772,904.6274664
21406,366216.3558,2263411.272,909.669749
40634,365348.897,2263118.772,905.113801
21405,366189.7766,2263411.272,908.8268201
40633,365322.3161,2263118.772,905.9018206
21404,366163.1897,2263411.272,908.2844152
44722,365797.5556,2263138.272,905.2597808
21403,366136.5983,2263411.272,908.0436928
18987,365770.9685,2263138.272,904.7195604
21416,366110.0058,2263411.272,908.1046529
18986,365744.3894,2263138.272,903.877658
47165,366085.0926,2263411.272,908.1958758
18985,365717.8047,2263138.272,903.2342295
21402,366060.1799,2263411.272,908.0044651
21400,366033.5922,2263411.272,907.4984713
21399,366007.012,2263411.272,906.690795
18998,365691.2143,2263138.272,902.8924821
21398,365980.4426,2263411.272,905.5814319
18984,365664.6218,2263138.272,902.8524185
21397,365953.885,2263411.272,904.2186594
18982,365638.0306,2263138.272,903.1140375
21396,365927.3137,2263411.272,903.1575695
18981,365611.444,2263138.272,903.6773389
21395,365900.7321,2263411.272,902.3967977
18980,365584.8604,2263138.272,904.3634736
41022,365874.1435,2263411.272,901.9377083
47176,365559.9496,2263138.272,904.7236507
41021,365847.5514,2263411.272,901.7803006
40594,365797.5963,2263411.272,902.8639909
18979,365535.0363,2263138.272,904.8011942
40593,365771.0093,2263411.272,902.3229544
18978,365508.4447,2263138.272,904.5822815
21855,365744.4179,2263411.272,902.0836
18977,365481.8522,2263138.272,904.6124991
21854,365717.8255,2263411.272,902.0228
18976,365455.2599,2263138.272,904.49855
21853,365691.2329,2263411.272,901.97445
18975,365428.6674,2263138.272,904.4995364
21852,365664.6404,2263411.272,901.92615
18974,365402.0749,2263138.272,904.4692637
21851,365638.048,2263411.272,901.8778
21850,365611.4555,2263411.272,901.8650089
21849,365584.863,2263411.272,901.8863089
18973,365375.4838,2263138.272,904.7406735
47167,365559.9496,2263411.272,901.8799089
40636,365348.8975,2263138.272,905.3137657
21862,365535.0363,2263411.272,901.8232089
40635,365322.3193,2263138.272,906.1885434
21848,365508.4438,2263411.272,901.86155
44721,365797.5621,2263157.772,904.7787892
21846,365481.8527,2263411.272,902.1309467
18939,365770.9715,2263157.772,904.4640694
21845,365455.2645,2263411.272,902.6171795
18966,365744.3861,2263157.772,903.8476676
21844,365428.6831,2263411.272,903.385093
21843,365402.1071,2263411.272,904.3213249
18967,365717.8029,2263157.772,903.1446764
21842,365375.5224,2263411.272,904.9658743
18968,365691.2133,2263157.772,902.7433663
40725,365348.9322,2263411.272,905.3187413
18969,365664.621,2263157.772,902.64374
40802,365322.3425,2263411.272,905.708
18997,365638.0293,2263157.772,902.8457963
44769,365797.5965,2263430.772,902.8945256
18996,365611.4416,2263157.772,903.3495351
21781,365771.0093,2263430.772,902.3637391
18995,365584.8595,2263157.772,904.0953515
21780,365744.4178,2263430.772,902.1346347
21779,365717.8253,2263430.772,902.0862847
21778,365691.2328,2263430.772,902.0379847
47175,365559.9496,2263157.772,904.5114419
21777,365664.6403,2263430.772,901.9896347
18994,365535.0366,2263157.772,904.6448987
21776,365638.0479,2263430.772,901.9413347
18993,365508.4445,2263157.772,904.4856677
21775,365611.4554,2263430.772,901.8930347
18992,365481.8523,2263157.772,904.6119791
21774,365584.863,2263430.772,901.8446847
18991,365455.26,2263157.772,904.4873
47156,365559.9496,2263430.772,901.7975089
18990,365428.6675,2263157.772,904.5026239
21773,365535.0362,2263430.772,901.7720323
21772,365508.4451,2263430.772,902.0438903
18989,365402.075,2263157.772,904.5248995
21771,365481.8535,2263430.772,902.2627297
18988,365375.4845,2263157.772,904.8488574
21770,365455.266,2263430.772,902.7832535
40639,365348.8994,2263157.772,905.4744979
21610,365428.6862,2263430.772,903.6054578
40637,365322.3229,2263157.772,906.401824
21609,365402.1175,2263430.772,904.7293446
44720,365797.5715,2263177.272,904.0422382
21608,365375.542,2263430.772,905.6804913
18954,365770.979,2263177.272,904.015669
41005,365348.9574,2263430.772,906.3299558
41004,365322.3671,2263430.772,906.6777393
44768,365797.5968,2263450.272,902.9092228
18953,365744.3886,2263177.272,903.6874177
21796,365771.0094,2263450.272,902.3906739
18952,365717.8035,2263177.272,903.0574838
21795,365744.4178,2263450.272,902.1738069
18951,365691.2146,2263177.272,902.6181078
21794,365717.8253,2263450.272,902.1254569
18950,365664.6224,2263177.272,902.480416
21793,365691.2328,2263450.272,902.0771569
18949,365638.0304,2263177.272,902.6444066
21792,365664.6403,2263450.272,902.0279069
18948,365611.442,2263177.272,903.1100797
21791,365638.0478,2263450.272,901.9773069
21790,365611.4554,2263450.272,901.9267569
18947,365584.8597,2263177.272,903.845939
21789,365584.8629,2263450.272,901.8762069
47174,365559.9496,2263177.272,904.2527011
47155,365559.9496,2263450.272,901.8217089
18946,365535.0365,2263177.272,904.3768294
21788,365535.0362,2263450.272,901.8675063
18945,365508.4445,2263177.272,904.2076413
21787,365508.4458,2263450.272,902.2022237
18944,365481.8521,2263177.272,904.2342536
21786,365481.8546,2263450.272,902.4606189
18943,365455.2615,2263177.272,904.5613925
21785,365455.2679,2263450.272,903.0206988
21798,365428.6894,2263450.272,903.8824589
18942,365428.669,2263177.272,904.5868477
21784,365402.1223,2263450.272,905.0459016
18941,365402.0765,2263177.272,904.6153652
21782,365375.5627,2263450.272,906.3673887
18940,365375.4861,2263177.272,904.9455651
41007,365348.9897,2263450.272,907.3871934
40640,365348.9011,2263177.272,905.5774475
41006,365322.4068,2263450.272,908.1053186
40647,365322.3249,2263177.272,906.5110156
44767,365797.6025,2263469.772,902.0606819
44710,366322.6051,2263196.772,916.2263125
21747,365771.0103,2263469.772,902.1796819
21746,365744.4178,2263469.772,902.1734819
21745,365717.8253,2263469.772,902.1229319
18871,366296.0518,2263196.772,914.7823836
21744,365691.2328,2263469.772,902.0723819
18857,366269.4916,2263196.772,913.4725104
21743,365664.6403,2263469.772,902.0217819
18855,366242.9208,2263196.772,912.398291
21742,365638.0479,2263469.772,901.9712319
18854,366216.3473,2263196.772,911.3913429
21741,365611.4554,2263469.772,901.9206819
18853,366189.7696,2263196.772,910.503458
21740,365584.863,2263469.772,901.8649089
18852,366163.1869,2263196.772,909.7834874
47154,365559.9496,2263469.772,901.8352833
21739,365535.0375,2263469.772,902.0882913
18851,366136.5976,2263196.772,909.3650443
21738,365508.4511,2263469.772,902.6600339
18850,366110.0054,2263196.772,909.2482836
21751,365481.8617,2263469.772,903.0664579
47072,366085.0926,2263196.772,909.4213041
21768,365455.2751,2263469.772,903.6280371
18849,366060.1801,2263196.772,909.6346459
21783,365428.6966,2263469.772,904.4912967
18848,366033.5884,2263196.772,909.8339225
21769,365402.1296,2263469.772,905.6562388
18847,366006.9961,2263196.772,909.7320971
21797,365375.5776,2263469.772,907.1228634
41009,365349.019,2263469.772,908.4645599
18846,365980.4065,2263196.772,909.3285876
41008,365322.4467,2263469.772,909.5045783
18845,365953.8234,2263196.772,908.6233972
44747,365797.6016,2263489.272,902.1915744
18844,365927.2499,2263196.772,907.6166628
21762,365771.0101,2263489.272,901.9613504
18843,365900.6896,2263196.772,906.3083278
21761,365744.4177,2263489.272,902.0328085
18904,365874.1415,2263196.772,904.7735383
21760,365717.8252,2263489.272,902.0771585
44711,365847.5776,2263196.772,903.5382013
21759,365691.2327,2263489.272,902.0407585
44719,365797.5758,2263196.772,903.2219242
19001,365770.985,2263196.772,903.5218538
21758,365664.6402,2263489.272,901.9924585
19000,365744.3925,2263196.772,903.5201008
21757,365638.0478,2263489.272,901.9418585
18999,365717.8017,2263196.772,903.2166653
21756,365611.4553,2263489.272,901.8913085
18983,365691.2126,2263196.772,902.7826783
21755,365584.8629,2263489.272,901.8242089
18965,365664.6205,2263196.772,902.6503754
47153,365559.9496,2263489.272,901.8982944
18964,365638.0285,2263196.772,902.8197551
21754,365535.0388,2263489.272,902.2550135
18963,365611.4402,2263196.772,903.2908172
18962,365584.8589,2263196.772,904.0635618
21753,365508.455,2263489.272,902.937457
47173,365559.9496,2263196.772,904.5146564
21766,365481.8656,2263489.272,903.3439911
18961,365535.0368,2263196.772,904.6831173
21752,365455.2792,2263489.272,903.9164805
18960,365508.4445,2263196.772,904.5612496
21750,365428.7011,2263489.272,904.7906501
18959,365481.8526,2263196.772,904.394311
21749,365402.1346,2263489.272,905.9665023
18958,365455.2601,2263196.772,904.297861
21748,365375.5831,2263489.272,907.444037
18957,365428.6677,2263196.772,904.2639088
41011,365349.0502,2263489.272,909.2232542
41010,365322.4997,2263489.272,910.7179136
18956,365402.0759,2263196.772,904.4607477
44746,365797.6003,2263508.772,901.9785841
18955,365375.4881,2263196.772,904.9592691
21841,365771.0078,2263508.772,901.9415318
40642,365348.9076,2263196.772,905.7594729
21840,365744.416,2263508.772,901.7554366
40641,365322.3379,2263196.772,906.861363
21839,365717.8237,2263508.772,901.8656089
44727,366322.6143,2263216.272,915.8973205
21838,365691.2316,2263508.772,901.69925
18840,366296.0576,2263216.272,914.5186258
21837,365664.6392,2263508.772,901.7566089
21836,365638.0467,2263508.772,901.7476089
21835,365611.4545,2263508.772,901.6290309
18841,366269.4948,2263216.272,913.2613421
21834,365584.862,2263508.772,901.5730737
18842,366242.9203,2263216.272,912.2825073
47152,365559.9496,2263508.772,901.7939149
18870,366216.3466,2263216.272,911.2808031
21801,365535.0413,2263508.772,902.2973897
18869,366189.7697,2263216.272,910.3700191
21831,365508.4617,2263508.772,903.1264799
18868,366163.1869,2263216.272,909.653327
21800,365481.8759,2263508.772,903.7212022
18867,366136.5976,2263216.272,909.2374182
21767,365455.2888,2263508.772,904.2651409
21765,365428.7095,2263508.772,905.1007602
18866,366110.0054,2263216.272,909.1231919
21764,365402.1409,2263508.772,906.228062
47062,366085.0926,2263216.272,909.2988117
21763,365375.5863,2263508.772,907.6470463
18865,366060.1794,2263216.272,909.3881694
40803,365349.0488,2263508.772,909.3577131
18864,366033.588,2263216.272,909.6297002
40804,365322.5092,2263508.772,911.0355625
18863,366006.9955,2263216.272,909.5701891
41001,365797.6003,2263528.272,901.853298
18862,365980.4054,2263216.272,909.2089941
41000,365771.0078,2263528.272,901.8871088
21434,365744.4153,2263528.272,901.9009
21432,365717.8233,2263528.272,901.7423089
18861,365953.8211,2263216.272,908.5461181
21431,365691.2308,2263528.272,901.6583089
18860,365927.2461,2263216.272,907.5815595
21430,365664.6384,2263528.272,901.7267089
18859,365900.6838,2263216.272,906.3153424
21429,365638.0459,2263528.272,901.7475089
18858,365874.1375,2263216.272,904.7485352
21428,365611.4535,2263528.272,901.6913248
44725,365847.5794,2263216.272,903.3944761
21427,365584.861,2263528.272,901.7357806
44718,365797.5685,2263216.272,902.3391
47158,365559.9496,2263528.272,902.051326
21426,365535.0429,2263528.272,902.629505
19062,365770.9794,2263216.272,902.7589342
21425,365508.466,2263528.272,903.5390083
19048,365744.3875,2263216.272,902.948392
21424,365481.8813,2263528.272,904.1856581
19046,365717.7953,2263216.272,902.8361673
21423,365455.2923,2263528.272,904.6226597
19045,365691.2047,2263216.272,902.5070875
21422,365428.7098,2263528.272,905.3513423
19044,365664.6122,2263216.272,902.4796915
21421,365402.1369,2263528.272,906.3717072
19043,365638.0211,2263216.272,902.7539779
21420,365375.5768,2263528.272,907.6837547
40999,365349.0327,2263528.272,909.2874848
40998,365322.4815,2263528.272,910.771398
19042,365611.4349,2263216.272,903.3299469
2338,365797.595,2263547.772,901.7498422
19041,365584.8569,2263216.272,904.2075982
2337,365771.0025,2263547.772,901.7498313
47172,365559.9496,2263216.272,904.7605415
2345,365744.41,2263547.772,901.7499401
19040,365535.0377,2263216.272,905.030851
2356,365717.8192,2263547.772,902.0517313
19039,365508.4452,2263216.272,905.0176964
2357,365691.2267,2263547.772,902.1061768
19038,365481.8533,2263216.272,904.8417
2358,365664.6343,2263547.772,902.024695
2377,365638.0431,2263547.772,901.7676089
19037,365455.2612,2263216.272,904.6768
2376,365611.4506,2263547.772,901.7100089
19036,365428.669,2263216.272,904.548028
2375,365584.8588,2263547.772,901.8977898
19035,365402.0767,2263216.272,904.6504247
5892,365559.9496,2263547.772,902.3553206
19034,365375.4872,2263216.272,905.054504
2374,365535.0469,2263547.772,903.0854852
40644,365348.9041,2263216.272,905.7602656
2373,365508.4671,2263547.772,903.9078927
40643,365322.3306,2263216.272,906.7677133
2372,365481.8799,2263547.772,904.4386176
2371,365455.2884,2263547.772,904.677661
44034,366322.6232,2263235.772,915.5647779
2370,365428.7006,2263547.772,905.1759071
13912,366296.0673,2263235.772,914.1697288
2369,365402.1198,2263547.772,905.9658358
13911,366269.5009,2263235.772,912.9914098
2368,365375.5489,2263547.772,907.0374468
13895,366242.9255,2263235.772,912.0372828
2367,365348.9914,2263547.772,908.4007403
13877,366216.3492,2263235.772,911.1085339
2366,365322.443,2263547.772,909.9344422
13876,366189.7716,2263235.772,910.2168313
2380,365797.5939,2263567.272,901.5859
13875,366163.1878,2263235.772,909.5368694
13874,366136.598,2263235.772,909.1560956
2378,365771.0017,2263567.272,901.7048089
13873,366110.0057,2263235.772,909.0770041
2354,365744.4093,2263567.272,901.6281089
46538,366085.0926,2263235.772,909.2071779
2353,365717.8168,2263567.272,901.61365
13872,366060.1793,2263235.772,909.1535652
2352,365691.2246,2263567.272,901.7581
13871,366033.5878,2263235.772,909.3850004
2351,365664.6322,2263567.272,901.8133089
13870,366006.9953,2263235.772,909.3726043
2350,365638.0397,2263567.272,901.8449513
13869,365980.4045,2263235.772,909.0585247
13868,365953.8192,2263235.772,908.4427637
13867,365927.2392,2263235.772,907.6274135
2349,365611.4472,2263567.272,901.8678351
13866,365900.6701,2263235.772,906.511491
2348,365584.8565,2263567.272,902.1824012
39806,365874.1154,2263235.772,905.0938862
5893,365559.9496,2263567.272,902.7497387
39859,365847.5631,2263235.772,903.6308138
2347,365535.0489,2263567.272,903.5445432
42181,365797.5508,2263235.772,901.8775
2355,365508.4622,2263567.272,904.1019071
42180,365770.9583,2263235.772,901.826316
2346,365481.8711,2263567.272,904.3675884
26085,365744.367,2263235.772,902.0752555
26084,365717.7745,2263235.772,902.0225126
2344,365455.2785,2263567.272,904.3450228
26083,365691.1822,2263235.772,901.9085412
2343,365428.6874,2263567.272,904.6241399
26082,365664.5903,2263235.772,902.0962528
2342,365402.1013,2263567.272,905.2049394
26081,365638.0023,2263235.772,902.5856468
2341,365375.5228,2263567.272,906.0674215
26080,365611.4216,2263235.772,903.3767233
2340,365348.9553,2263567.272,907.2215861
26079,365584.8516,2263235.772,904.4694823
2339,365322.3984,2263567.272,908.5987
47464,365559.9496,2263235.772,905.2242016
26078,365535.0407,2263235.772,905.6962873
26077,365508.4489,2263235.772,905.8985079
39242,365678.209,2263625.772,901.9341089
26076,365481.8564,2263235.772,905.9184
39243,365655.9572,2263625.772,902.0151433
26075,365455.2646,2263235.772,905.7252
8377,365633.7053,2263625.772,902.0341145
26074,365428.6737,2263235.772,905.4267054
8378,365607.1139,2263625.772,902.2825697
26073,365402.0817,2263235.772,905.2629544
8379,365584.862,2263625.772,902.2380298
26072,365375.4896,2263235.772,905.400886
46165,365559.9496,2263625.772,902.4617082
42179,365348.9007,2263235.772,905.8405
42178,365322.3185,2263235.772,906.5817988
8539,365535.0413,2263625.772,902.9680202
2419,366322.6355,2263255.272,915.1176085
8540,365508.4501,2263625.772,903.2257589
2418,366296.0794,2263255.272,913.7266302
8541,365481.8577,2263625.772,903.2811908
2417,366269.5092,2263255.272,912.6370833
8542,365455.2651,2263625.772,903.2153598
2416,366242.9303,2263255.272,911.7879241
8543,365428.6737,2263625.772,903.4512116
2415,366216.3521,2263255.272,910.9127395
8544,365402.0866,2263625.772,903.9887457
2414,366189.7735,2263255.272,910.0510994
2413,366163.1887,2263255.272,909.4139911
2412,366136.5983,2263255.272,909.0785652
8545,365375.5032,2263625.772,904.6837589
2411,366110.0058,2263255.272,909.0448219
39244,365348.9228,2263625.772,905.4871589
5894,366085.0926,2263255.272,909.1430973
39191,365322.3464,2263625.772,906.4153589
2410,366060.1799,2263255.272,908.9608568
39238,365678.2075,2263645.272,901.8533668
2409,366033.5874,2263255.272,908.9344916
39239,365655.9557,2263645.272,901.943023
2408,366006.9952,2263255.272,908.8140793
8208,365633.7039,2263645.272,902.0267009
2407,365980.4056,2263255.272,908.4091661
2406,365953.8225,2263255.272,907.704379
8209,365607.1137,2263645.272,902.3814715
2405,365927.2344,2263255.272,907.2206785
8210,365584.8618,2263645.272,902.4296352
2404,365900.6508,2263255.272,906.5309791
46166,365559.9496,2263645.272,902.6690888
2381,365874.0767,2263255.272,905.5417361
8211,365535.0362,2263645.272,902.6259088
2423,365847.5155,2263255.272,904.2508062
8212,365508.4438,2263645.272,902.6701168
40598,365797.539,2263255.272,901.8722089
8213,365481.8515,2263645.272,902.7768168
40597,365770.9471,2263255.272,901.6927589
21805,365744.3548,2263255.272,901.5969589
21804,365717.7629,2263255.272,901.7783089
8214,365455.2589,2263645.272,902.807671
21803,365691.1703,2263255.272,901.7325945
8215,365428.6679,2263645.272,903.0861798
21802,365664.5787,2263255.272,901.9487909
8216,365402.0817,2263645.272,903.666371
21815,365637.9913,2263255.272,902.4666699
8250,365375.4988,2263645.272,904.3819168
21832,365611.4114,2263255.272,903.2862312
39240,365348.9177,2263645.272,905.1602168
21847,365584.8425,2263255.272,904.4074751
39241,365322.339,2263645.272,906.0200168
47169,365559.9496,2263255.272,905.4168849
21833,365535.0468,2263255.272,906.143661
39234,365678.2059,2263664.772,901.9686243
21861,365508.4585,2263255.272,906.6177374
39235,365655.9541,2263664.772,902.0706078
21860,365481.8666,2263255.272,906.7901313
8198,365633.7025,2263664.772,902.1696894
21859,365455.2743,2263255.272,906.6608423
8199,365607.1132,2263664.772,902.5897823
21858,365428.6853,2263255.272,906.2298712
8200,365584.863,2263664.772,902.8624088
21857,365402.0963,2263255.272,905.7973693
21856,365375.5041,2263255.272,905.6665497
40596,365348.9122,2263255.272,905.8374127
40595,365322.3238,2263255.272,906.3099598
2392,366322.6469,2263274.772,914.6836435
2400,366296.0881,2263274.772,913.344904
2391,366269.516,2263274.772,912.3052912
2389,366242.9358,2263274.772,911.4952042
2388,366216.3555,2263274.772,910.68679
2387,366189.775,2263274.772,909.886553
2386,366163.1893,2263274.772,909.2873342
2385,366136.5985,2263274.772,908.9897977
2384,366110.006,2263274.772,908.9939437
5834,366085.0926,2263274.772,909.0423282
2383,366060.1803,2263274.772,908.8099137
2382,366033.5897,2263274.772,908.4894508
2390,366007.0015,2263274.772,908.0111174
2401,365980.4135,2263274.772,907.5154982
2402,365953.8321,2263274.772,906.7491978
21767,365455.2888,2263508.772,904.2651409
400262,366084.093,2263413.772,907.5608758
400263,365560.95,2263862.272,902.9068974
400264,365560.95,2262979.772,905.1061853
400265,366084.093,2262882.272,908.5074414
400266,365949.613,2263293.272,905.9637
400267,366087.637,2263295.272,907.56
400268,365949.613,2263295.272,905.8636
400269,366087.637,2263293.272,907.5316
400270,365812.522,2263351.772,904.6628
400271,365557.405,2263351.772,900.5654615
400272,365812.522,2263312.772,904.3813
400273,365557.405,2263312.772,902.4042244
600269,365953.113,2263292.335,907.6257
