UPN,Northing,Easting,Elevation
21644,365428.6924,2263313.772,905.5454655
19053,365980.4032,2263060.272,909.9101978
21643,365402.105,2263313.772,905.0261845
19052,365953.8137,2263060.272,909.5090124
21642,365375.5134,2263313.772,904.808586
19051,365927.2223,2263060.272,909.2714417
40592,365348.921,2263313.772,904.8926701
19050,365900.6352,2263060.272,908.7341508
40607,365322.3312,2263313.772,905.2784377
19049,365874.0537,2263060.272,907.9705454
40576,365797.5841,2263333.272,903.0164308
44717,365847.4757,2263060.272,907.0888409
40575,365770.9987,2263333.272,902.4016318
44745,365797.5707,2263060.272,906.4235889
21669,365744.408,2263333.272,902.0885149
21727,365770.9801,2263060.272,906.1047052
21668,365717.8156,2263333.272,902.0147649
21726,365744.3948,2263060.272,905.4841395
21667,365691.2231,2263333.272,901.9410149
21725,365717.8126,2263060.272,904.7465812
21666,365664.6307,2263333.272,901.8672649
21724,365691.2235,2263060.272,904.3107035
21665,365638.0384,2263333.272,901.7775089
21723,365664.6314,2263060.272,904.1765101
21664,365611.4459,2263333.272,901.8205576
21722,365638.0394,2263060.272,904.3439991
21663,365584.8556,2263333.272,902.1652889
