UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned
4542,368312.671,2262845.75,900.875,BS_INV-16_B_S01,12/8/2025
4543,368334.835,2262845.854,900.943,BS_INV-16_B_S01,12/8/2025
4544,368384.888,2262845.753,900.997,BS_INV-16_B_S01,12/8/2025
4545,368411.357,2262845.744,900.275,BS_INV-16_B_S01,12/8/2025
4555,368286.13,2262865.281,900.561,BS_INV-16_B_S01,12/8/2025
4560,368126.431,2262865.288,898.937,BS_INV-16_B_S01,12/8/2025
4574,368126.465,2262845.796,899.812,BS_INV-16_B_S01,12/8/2025
4850,368312.773,2262865.263,901.201,BS_INV-16_B_S01,12/8/2025
5030,368334.921,2262865.232,900.752,BS_INV-16_B_S01,12/8/2025
5274,368384.911,2262865.382,899.599,BS_INV-16_B_S01,12/8/2025
6119,368437.779,2262806.874,902.363,BS_INV-16_B_S01,12/8/2025
6124,368517.788,2262787.269,902.492,BS_INV-16_B_S01,12/8/2025
6125,368544.251,2262787.317,900.593,BS_INV-16_B_S01,12/8/2025
6126,368263.946,2262806.784,900.371,BS_INV-16_B_S01,12/8/2025
6127,368286.143,2262806.715,900.679,BS_INV-16_B_S01,12/8/2025
6128,368312.741,2262806.735,901.141,BS_INV-16_B_S01,12/8/2025
6129,368335.02,2262806.733,900.761,BS_INV-16_B_S01,12/8/2025
6130,368384.9,2262806.709,902.168,BS_INV-16_B_S01,12/8/2025
6131,368411.588,2262806.722,902.412,BS_INV-16_B_S01,12/8/2025
6132,368464.622,2262806.777,902.36,BS_INV-16_B_S01,12/8/2025
6133,368491.22,2262806.734,901,BS_INV-16_B_S01,12/8/2025
6135,368517.755,2262806.808,900.952,BS_INV-16_B_S01,12/8/2025
6136,368263.946,2262826.292,900.108,BS_INV-16_B_S01,12/8/2025
6137,368286.109,2262826.264,900.088,BS_INV-16_B_S01,12/8/2025
6138,368312.709,2262826.296,900.991,BS_INV-16_B_S01,12/8/2025
6139,368334.936,2262826.264,900.982,BS_INV-16_B_S01,12/8/2025
6140,368384.81,2262826.31,901.722,BS_INV-16_B_S01,12/8/2025
